simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,39
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
ONE COLOR,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,14
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,16
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,4
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,32
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,4
ONE COLOR,MALE,9,ILL,STRAY,DOMESTIC BREED,SMALL,17
TABBY,FEMALE,8,ILL,STRAY,DOMESTIC BREED,SMALL,49
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,22
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,8
TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,3
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,OTHER,SMALL,10
ONE COLOR,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,5
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,38
ONE COLOR,MALE,0,OTHER,OTHER,DOMESTIC BREED,SMALL,45
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,22
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,29
MIX,FEMALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,81
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,49
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,41
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,43
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,52
MIX,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,21
MIX,MALE,7,ILL,OWNER SURRENDER,OTHER,SMALL,14
ONE COLOR,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,91
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,24
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,10
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,18
TABBY,FEMALE,2,ILL,STRAY,DOMESTIC BREED,SMALL,73
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,36
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,34
MIX,FEMALE,7,ILL,OTHER,DOMESTIC BREED,SMALL,5
ONE COLOR,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,4
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,34
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,45
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,31
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,8
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,SMALL,14
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,OTHER,7
MIX,FEMALE,1,HEALTHY,OTHER,OTHER,SMALL,33
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,108
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,12
MIX,MALE,8,OTHER,STRAY,DOMESTIC BREED,SMALL,33
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,6
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,36
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,41
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,74
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,11
ONE COLOR,FEMALE,9,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,44
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,16
ONE COLOR,MALE,3,ILL,STRAY,DOMESTIC BREED,SMALL,76
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,29
ONE COLOR,FEMALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,11
TABBY,FEMALE,6,HEALTHY,STRAY,DOMESTIC BREED,SMALL,32
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,11
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,5
MIX,MALE,7,ILL,STRAY,DOMESTIC BREED,SMALL,59
ONE COLOR,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,34
TABBY,FEMALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,24
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,33
ONE COLOR,,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,78
ONE COLOR,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,11
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,15
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,29
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,56
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,25
TABBY,FEMALE,7,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,59
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,17
TABBY,MALE,9,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,35
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,86
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,15
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,50
MIX,MALE,0,ILL,STRAY,OTHER,KITTN,24
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,56
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18
MIX,MALE,3,OTHER,OWNER SURRENDER,OTHER,SMALL,23
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,29
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,49
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,77
TABBY,MALE,1,OTHER,STRAY,DOMESTIC BREED,SMALL,17
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,38
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,24
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,39
ONE COLOR,MALE,8,ILL,STRAY,DOMESTIC BREED,OTHER,31
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6
ONE COLOR,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,44
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,36
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,27
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,53
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,4
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,15
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,45
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,91
ONE COLOR,FEMALE,6,HEALTHY,STRAY,DOMESTIC BREED,SMALL,35
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,17
TABBY,MALE,7,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,94
ONE COLOR,FEMALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,39
MIX,MALE,0,ILL,STRAY,OTHER,KITTN,30
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,10
ONE COLOR,MALE,0,HEALTHY,STRAY,OTHER,KITTN,9
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,28
MIX,MALE,1,HEALTHY,OTHER,OTHER,SMALL,10
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,63
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,10
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,23
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,25
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,36
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,7
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,37
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,19
TABBY,MALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,29
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,15
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,21
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,13
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,16
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,48
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,34
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,37
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,58
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,41
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,10
MIX,FEMALE,0,OTHER,STRAY,OTHER,SMALL,42
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,15
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6
ONE COLOR,FEMALE,7,HEALTHY,STRAY,OTHER,OTHER,23
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,38
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,63
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,15
MIX,MALE,2,HEALTHY,STRAY,DOMESTIC BREED,OTHER,45
TABBY,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,39
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,55
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,3
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,31
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,25
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,13
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,80
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,25
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,32
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,38
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13
MIX,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,15
ONE COLOR,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,20
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,4
MIX,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,1
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,16
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,20
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,28
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,7
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,21
ONE COLOR,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,17
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,34
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,35
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,60
MIX,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,30
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,56
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,64
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,84
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,13
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,35
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,42
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,85
TABBY,FEMALE,1,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,57
TABBY,FEMALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,16
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,32
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,55
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,12
TABBY,FEMALE,2,OTHER,OWNER SURRENDER,DOMESTIC BREED,SMALL,14
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,48
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8
TABBY,MALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,37
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,66
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,79
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,21
MIX,MALE,4,HEALTHY,STRAY,DOMESTIC BREED,SMALL,64
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,20
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,45
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,23
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,88
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,78
TABBY,MALE,0,OTHER,STRAY,OTHER,KITTN,67
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,55
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,6
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,20
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,113
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,32
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,40
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,37
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,SMALL,4
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,6
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,36
MIX,MALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,10
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,14
MIX,FEMALE,4,ILL,STRAY,DOMESTIC BREED,SMALL,11
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,56
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,35
MIX,FEMALE,6,HEALTHY,OWNER SURRENDER,OTHER,SMALL,16
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,49
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,59
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,57
ONE COLOR,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,18
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,76
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,33
ONE COLOR,MALE,9,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,52
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18
TABBY,MALE,6,ILL,OWNER SURRENDER,OTHER,SMALL,77
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,20
TABBY,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,11
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,50
ONE COLOR,MALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,10
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,43
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,24
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,62
MIX,MALE,0,ILL,STRAY,OTHER,KITTN,24
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,15
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,49
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,29
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,34
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,28
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,6
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,22
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,35
ONE COLOR,FEMALE,1,OTHER,STRAY,DOMESTIC BREED,SMALL,17
ONE COLOR,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,14
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,30
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,33
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,51
MIX,FEMALE,4,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,83
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,10
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,80
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,3
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,21
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,39
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,23
TABBY,MALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,11
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,44
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,13
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,21
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,12
MIX,FEMALE,1,HEALTHY,STRAY,OTHER,SMALL,15
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,15
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,65
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,43
MIX,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,11
MIX,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,24
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,18
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,69
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,29
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,50
MIX,MALE,5,ILL,STRAY,DOMESTIC BREED,SMALL,49
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,22
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,20
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,19
TABBY,MALE,2,ILL,STRAY,DOMESTIC BREED,SMALL,60
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,21
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10
TABBY,FEMALE,7,OTHER,OWNER SURRENDER,DOMESTIC BREED,SMALL,14
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,34
MIX,MALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,59
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,60
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,2
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,22
MIX,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,51
MIX,FEMALE,2,HEALTHY,OTHER,DOMESTIC BREED,SMALL,64
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
TABBY,FEMALE,8,HEALTHY,STRAY,DOMESTIC BREED,SMALL,42
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,58
MIX,FEMALE,8,HEALTHY,OWNER SURRENDER,OTHER,SMALL,5
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,81
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,57
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,47
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,41
ONE COLOR,MALE,10,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,41
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,37
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,9
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,12
TABBY,FEMALE,1,OTHER,STRAY,DOMESTIC BREED,SMALL,90
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,33
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,18
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,53
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,83
ONE COLOR,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,3
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,41
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,31
ONE COLOR,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,78
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,15
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,53
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,73
TABBY,MALE,4,OTHER,STRAY,DOMESTIC BREED,SMALL,10
MIX,FEMALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,50
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,45
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9
MIX,MALE,3,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,106
TABBY,MALE,3,HEALTHY,OTHER,DOMESTIC BREED,SMALL,19
MIX,FEMALE,8,ILL,STRAY,DOMESTIC BREED,SMALL,64
