Animal_ID,Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,Outcome_Type,was_outcome_alive,days_stayed
A661230,GRAY TABBY,Spayed,2,8/4/21,NORMAL,STRAY,ADOPTION,1,133
A678134,ORG TABBY,Neutered,1,6/22/22,NORMAL,STRAY,ADOPTION,1,133
A680574,GRAY TABBY,Neutered,1,7/21/22,ILL MODERATETE,STRAY,ADOPTION,1,133
A688670,BRN TABBY,Spayed,4,11/9/22,NORMAL,WELFARE SEIZED,ADOPTION,1,133
A586178,BLACK,Neutered,7,2/23/17,NORMAL,OWNER SURRENDER,ADOPTION,1,132
A586200,CALICO,Spayed,10,2/23/17,NORMAL,OWNER SURRENDER,ADOPTION,1,132
A631486,GRAY TABBY,Spayed,4,8/8/19,NORMAL,STRAY,ADOPTION,1,132
A504355,TORTIE DIL,Spayed,11,4/7/21,NORMAL,OWNER SURRENDER,ADOPTION,1,132
A655951,ORANGE,Neutered,12,4/7/21,NORMAL,STRAY,ADOPTION,1,132
A650222,BLK SMOKE,Spayed,3,10/17/20,NORMAL,STRAY,ADOPTION,1,131
A658393,GRAY TABBY,Neutered,2,6/6/21,NORMAL,STRAY,ADOPTION,1,131
A662966,BRN TABBY,Spayed,2,8/31/21,NORMAL,STRAY,ADOPTION,1,131
A664112,WHITE,Spayed,3,9/19/21,NORMAL,STRAY,ADOPTION,1,131
A678090,ORG TABBY,Neutered,4,6/20/22,NORMAL,WELFARE SEIZED,ADOPTION,1,131
A548863,BLACK,Spayed,8,3/31/23,NORMAL,OWNER SURRENDER,ADOPTION,1,131
A699615,BLACK,Neutered,0,5/27/23,ILL MILD,STRAY,ADOPTION,1,131
A700333,ORG TABBY,Neutered,0,6/7/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,131
A616470,BRN TIGER,Male,5,10/19/18,NORMAL,STRAY,ADOPTION,1,130
A628686,BRN TABBY,Neutered,8,6/22/19,ILL MILD,STRAY,ADOPTION,1,130
A600111,BRN TABBY,Spayed,10,11/15/17,ILL SEVERE,OWNER SURRENDER,ADOPTION,1,129
A596622,TORTIE DIL,Spayed,11,9/6/17,NORMAL,CONFISCATE,ADOPTION,1,128
A596605,BRN TABBY,Neutered,6,9/6/17,NORMAL,STRAY,ADOPTION,1,128
A598913,WHITE,Neutered,10,10/18/17,NORMAL,STRAY,ADOPTION,1,128
A631613,BLACK,Spayed,8,8/9/19,ILL MODERATETE,STRAY,ADOPTION,1,128
A632341,BLACK,Neutered,4,8/21/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,128
A632384,ORG TABBY,Neutered,8,8/22/19,NORMAL,OWNER SURRENDER,ADOPTION,1,128
A661238,BLACK,Neutered,2,8/4/21,NORMAL,STRAY,ADOPTION,1,128
A678642,WHITE,Neutered,1,8/31/22,NORMAL,OWNER SURRENDER,ADOPTION,1,128
A685903,BLACK,Neutered,2,10/4/22,INJURED  MODERATE,STRAY,ADOPTION,1,128
A689328,BLACK,Spayed,1,11/23/22,NORMAL,STRAY,ADOPTION,1,128
A588532,BLACK,Neutered,10,4/13/17,ILL MILD,STRAY,ADOPTION,1,127
A642900,SNOWSHOE,Neutered,3,5/23/20,NORMAL,STRAY,ADOPTION,1,127
A672588,BLACK,Neutered,1,4/2/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,127
A672587,TORTIE,Spayed,1,4/2/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,127
A677722,BLACK,Neutered,1,8/26/22,NORMAL,RETURN,ADOPTION,1,127
A682780,BRN TABBY,Spayed,3,8/31/22,INJURED  MILD,STRAY,ADOPTION,1,127
A682794,ORG TABBY,Neutered,6,8/31/22,NORMAL,OWNER SURRENDER,ADOPTION,1,127
A598198,GRAY TABBY,Female,8,10/4/17,NORMAL,OWNER SURRENDER,ADOPTION,1,126
A598195,GRAY,Spayed,8,10/4/17,NORMAL,OWNER SURRENDER,ADOPTION,1,126
A607790,CALICO,Female,7,5/17/18,NORMAL,STRAY,ADOPTION,1,126
A617898,BROWN,Spayed,5,11/23/18,NORMAL,STRAY,ADOPTION,1,126
A650382,ORG TABBY,Neutered,3,10/22/20,NORMAL,STRAY,ADOPTION,1,126
A672905,ORANGE,Neutered,3,4/9/22,ILL MODERATETE,OWNER SURRENDER,ADOPTION,1,126
A594393,BLACK,Spayed,9,7/28/17,NORMAL,STRAY,ADOPTION,1,125
A604594,GRAY TABBY,Neutered,9,10/21/17,NORMAL,OWNER SURRENDER,ADOPTION,1,125
A609950,BLACK,Neutered,5,6/20/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,125
A612660,GRAY,Spayed,17,8/10/18,NORMAL,OWNER SURRENDER,ADOPTION,1,125
A631128,BLK SMOKE,Neutered,4,8/2/19,NORMAL,STRAY,ADOPTION,1,125
A656589,BRN TABBY,Spayed,5,4/22/21,NORMAL,CONFISCATE,ADOPTION,1,125
A682165,GRAY,Spayed,1,8/18/22,ILL MODERATETE,STRAY,ADOPTION,1,125
A592339,ORG TABBY,Neutered,8,6/23/17,NORMAL,STRAY,ADOPTION,1,124
A606697,TRICOLOR,Spayed,10,4/25/18,ILL SEVERE,OWNER SURRENDER,ADOPTION,1,124
A632182,FLAME PT,Neutered,8,8/18/19,NORMAL,STRAY,ADOPTION,1,124
A647284,BRN TABBY,Spayed,3,8/16/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,124
A608493,BLACK,Spayed,5,5/27/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,123
A629137,BLACK,Neutered,9,6/29/19,NORMAL,OWNER SURRENDER,ADOPTION,1,123
A647628,BLACK,Spayed,3,9/22/20,NORMAL,RETURN,ADOPTION,1,123
A675446,BLACK,Spayed,1,5/22/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,123
A676361,BLACK,Neutered,9,6/1/22,BEHAVIOR  MILD,OWNER SURRENDER,ADOPTION,1,123
A590234,BRN TABBY,Spayed,12,5/13/17,NORMAL,STRAY,ADOPTION,1,122
A599185,SEAL PT,Male,6,10/24/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,122
A599187,BLACK,Female,6,10/24/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,122
A620122,GRAY TABBY,Spayed,10,1/12/19,NORMAL,STRAY,ADOPTION,1,122
A620122,GRAY TABBY,Spayed,10,4/23/20,NORMAL,OWNER SURRENDER,ADOPTION,1,122
A673025,GRAY TABBY,Neutered,3,4/12/22,NORMAL,STRAY,ADOPTION,1,122
A673618,BLACK,Neutered,3,4/27/22,NORMAL,OWNER SURRENDER,ADOPTION,1,122
A695622,BLACK,Spayed,0,3/28/23,ILL MODERATETE,STRAY,ADOPTION,1,122
A655966,ORANGE,Neutered,6,4/7/21,NORMAL,OWNER SURRENDER,ADOPTION,1,121
A662964,GRAY,Spayed,2,8/31/21,NORMAL,STRAY,ADOPTION,1,121
A662965,GRAY,Neutered,2,8/31/21,NORMAL,STRAY,ADOPTION,1,121
A630560,BRN TABBY,Spayed,5,7/24/19,NORMAL,STRAY,ADOPTION,1,120
A632342,BLACK,Neutered,4,8/21/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,120
A632343,BLACK,Spayed,4,8/21/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,120
A632846,GRAY TABBY,Spayed,11,8/31/19,NORMAL,OWNER SURRENDER,ADOPTION,1,120
A615841,BLACK,Spayed,5,9/11/19,NORMAL,OWNER SURRENDER,ADOPTION,1,120
A671131,ORG TABBY,Neutered,4,3/1/22,FRACTIOUS,STRAY,ADOPTION,1,120
A681421,BLACK,Spayed,1,8/4/22,NORMAL,STRAY,ADOPTION,1,120
A677719,BLACK,Spayed,1,8/26/22,NORMAL,RETURN,ADOPTION,1,120
A694831,TRICOLOR,Spayed,2,3/17/23,NORMAL,OWNER SURRENDER,ADOPTION,1,120
A593815,TORTIE,Spayed,6,9/15/17,FERAL,STRAY,ADOPTION,1,119
A617099,BRN TABBY,Female,8,11/3/18,NORMAL,STRAY,ADOPTION,1,119
A635154,BRN TABBY,Neutered,4,10/18/19,ILL SEVERE,STRAY,ADOPTION,1,119
A683284,GRAY TABBY,Neutered,1,9/7/22,NORMAL,STRAY,ADOPTION,1,119
A699306,ORANGE,Neutered,16,5/24/23,NORMAL,OWNER SURRENDER,ADOPTION,1,119
A618862,GRAY TABBY,Spayed,9,12/15/18,FRACTIOUS,STRAY,ADOPTION,1,118
A633220,BLACK,Neutered,4,9/8/19,NORMAL,STRAY,ADOPTION,1,118
A656063,GRAY TABBY,Spayed,3,4/10/21,NORMAL,STRAY,ADOPTION,1,118
A664120,ORG TABBY,Neutered,3,9/19/21,NORMAL,STRAY,ADOPTION,1,118
A675445,GRAY,Neutered,1,5/22/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,118
A691764,BLACK,Spayed,5,1/13/23,NORMAL,OWNER SURRENDER,ADOPTION,1,118
A654830,BLACK,Spayed,12,3/9/21,ILL SEVERE,CONFISCATE,ADOPTION,1,117
A669038,GRAY,Spayed,1,1/7/22,NORMAL,STRAY,ADOPTION,1,117
A669040,ORANGE,Neutered,1,1/7/22,NORMAL,STRAY,ADOPTION,1,117
A669041,ORANGE,Neutered,1,1/7/22,NORMAL,STRAY,ADOPTION,1,117
A669042,CALICO,Spayed,1,1/7/22,NORMAL,STRAY,ADOPTION,1,117
A699069,BRN TABBY,Neutered,0,5/19/23,ILL MILD,STRAY,ADOPTION,1,117
A586969,WHITE,Neutered,7,3/11/17,NORMAL,STRAY,ADOPTION,1,116
A596223,GRAY TABBY,Neutered,6,8/30/17,INJURED  MILD,STRAY,ADOPTION,1,116
A632310,BLACK,Neutered,5,8/21/19,NORMAL,OWNER SURRENDER,ADOPTION,1,116
A633701,ORG TABBY,Neutered,4,9/15/19,NORMAL,STRAY,ADOPTION,1,116
A662240,WHITE,Spayed,3,8/21/21,ILL SEVERE,OWNER SURRENDER,ADOPTION,1,116
A700685,BLACK,Neutered,0,6/11/23,ILL MILD,STRAY,ADOPTION,1,116
A605109,BLACK,Neutered,7,3/21/18,NORMAL,STRAY,ADOPTION,1,115
A626051,BRN TABBY,Female,4,5/8/19,NORMAL,STRAY,ADOPTION,1,115
A631493,BLACK,Spayed,8,8/8/19,FRACTIOUS,OWNER SURRENDER,ADOPTION,1,115
A698431,BLACK,Spayed,0,5/7/23,NORMAL,STRAY,ADOPTION,1,115
A623305,BLACK,Neutered,10,9/6/18,FRACTIOUS,STRAY,ADOPTION,1,114
A664298,BRN TABBY,Spayed,7,9/23/21,NORMAL,STRAY,ADOPTION,1,114
A675048,BLACK,Neutered,5,5/18/22,ILL SEVERE,STRAY,ADOPTION,1,114
A698490,BRN TABBY,Neutered,0,5/10/23,NORMAL,STRAY,ADOPTION,1,114
A594713,ORG TABBY,Neutered,6,9/21/17,FERAL,STRAY,ADOPTION,1,113
A633175,BLACK,Neutered,10,9/7/19,NORMAL,STRAY,ADOPTION,1,113
A644299,BRN TABBY,Neutered,3,6/23/20,NORMAL,STRAY,ADOPTION,1,113
A656431,ORG TABBY,Neutered,2,4/15/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,113
A656432,BLACK,Spayed,2,4/15/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,113
A656430,FLAME PT,Neutered,2,4/15/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,113
A669044,ORANGE,Neutered,9,1/7/22,NORMAL,STRAY,ADOPTION,1,113
A671373,WHITE,Neutered,7,3/5/22,INJURED  SEVERE,STRAY,ADOPTION,1,113
A687125,BLACK,Spayed,1,10/19/22,NORMAL,STRAY,ADOPTION,1,113
A687127,CALICO,Female,1,10/19/22,NORMAL,STRAY,ADOPTION,1,113
A687124,GRAY TABBY,Spayed,1,10/19/22,NORMAL,STRAY,ADOPTION,1,113
A687126,CALICO,Female,1,10/19/22,NORMAL,STRAY,ADOPTION,1,113
A598249,CRM TABBY,Neutered,6,10/5/17,NORMAL,STRAY,ADOPTION,1,112
A608845,BRN TABBY,Spayed,6,5/31/18,NORMAL,STRAY,ADOPTION,1,112
A628926,BLACK,Neutered,4,6/26/19,NORMAL,STRAY,ADOPTION,1,112
A628925,BRN TABBY,Neutered,4,6/26/19,NORMAL,STRAY,ADOPTION,1,112
A630983,ORG TABBY,Neutered,4,7/31/19,NORMAL,STRAY,ADOPTION,1,112
A632915,BRN TABBY,Neutered,4,9/1/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,112
A658605,SEAL PT,Male,2,6/11/21,NORMAL,STRAY,ADOPTION,1,112
A671638,BLACK,Spayed,2,3/5/22,NORMAL,STRAY,ADOPTION,1,112
A699746,GRAY TABBY,Neutered,2,5/31/23,INJURED  MODERATE,STRAY,ADOPTION,1,112
A617288,BRN TABBY,Spayed,7,11/7/18,NORMAL,STRAY,ADOPTION,1,111
A629683,WHITE,Spayed,4,7/11/19,NORMAL,STRAY,ADOPTION,1,111
A643391,BLACK,Female,3,6/2/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,111
A662430,BRN TABBY,Neutered,2,8/25/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,111
A689327,BLACK,Male,1,12/3/22,NORMAL,RETURN,ADOPTION,1,111
A697907,CALICO,Spayed,0,4/30/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,111
A593502,BLACK,Female,7,7/14/17,NORMAL,STRAY,ADOPTION,1,110
A622485,GRAY,Spayed,8,2/25/19,NORMAL,STRAY,ADOPTION,1,110
A633231,BLACK,Neutered,4,9/8/19,NORMAL,STRAY,ADOPTION,1,110
A656863,GRAY TABBY,Spayed,2,4/30/21,NORMAL,STRAY,ADOPTION,1,110
A683671,ORG TABBY,Neutered,3,9/12/22,FRACTIOUS,OWNER SURRENDER,ADOPTION,1,110
A603171,BRN TABBY,Neutered,7,1/30/18,NORMAL,STRAY,ADOPTION,1,109
A613667,ORG TABBY,Female,5,8/26/18,NORMAL,STRAY,ADOPTION,1,109
A615787,BLACK,Male,5,10/6/18,NORMAL,STRAY,ADOPTION,1,109
A632916,BRN TABBY,Neutered,4,9/1/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,109
A695717,BLACK,Spayed,5,3/29/23,NORMAL,OWNER SURRENDER,ADOPTION,1,109
A696431,BLACK,Neutered,1,4/8/23,ILL MODERATETE,OWNER SURRENDER,ADOPTION,1,109
A537703,BLACK,Spayed,9,12/30/17,NORMAL,STRAY,ADOPTION,1,108
A626438,BLACK,Neutered,6,5/15/19,NORMAL,STRAY,ADOPTION,1,108
A633724,BLACK,Male,4,9/16/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,108
A636351,LYNX PT,Spayed,13,11/17/19,NORMAL,OWNER SURRENDER,ADOPTION,1,108
A668108,LYNX PT,Neutered,13,12/15/21,ILL MILD,STRAY,ADOPTION,1,108
A702211,BLACK,Neutered,0,7/2/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,108
A630175,GRAY,Neutered,11,7/19/19,NORMAL,OWNER SURRENDER,ADOPTION,1,107
A634105,BRN TABBY,Spayed,7,9/25/19,NORMAL,STRAY,ADOPTION,1,107
A654562,ORG TABBY,Spayed,3,3/3/21,NORMAL,STRAY,ADOPTION,1,107
A701685,BRN TABBY,Spayed,0,6/26/23,ILL MILD,STRAY,ADOPTION,1,107
A610264,GRAY,Neutered,7,6/27/18,NORMAL,STRAY,ADOPTION,1,106
A687456,CREAM,Neutered,3,10/26/22,NORMAL,STRAY,ADOPTION,1,106
A687457,ORG TABBY,Neutered,3,10/26/22,NORMAL,STRAY,ADOPTION,1,106
A626647,CREAM,Male,4,5/18/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,105
A627001,BLACK,Neutered,4,5/25/19,FRACTIOUS,STRAY,ADOPTION,1,105
A629135,BLACK,Neutered,4,6/29/19,NORMAL,STRAY,ADOPTION,1,105
A630613,BLACK,Spayed,4,7/25/19,NORMAL,STRAY,ADOPTION,1,105
A632808,ORANGE,Neutered,6,8/30/19,NORMAL,OWNER SURRENDER,ADOPTION,1,105
A632912,BLACK,Neutered,4,9/1/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,105
A634641,WHITE,Neutered,4,10/5/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,105
A663293,BLACK,Neutered,2,9/5/21,NORMAL,STRAY,ADOPTION,1,105
A673528,BLACK,Neutered,1,4/24/22,NORMAL,STRAY,ADOPTION,1,105
A673531,CHOC PT,Neutered,5,4/24/22,ILL SEVERE,STRAY,ADOPTION,1,105
A600772,BRN TABBY,Female,5,12/6/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,104
A657797,BLACK,Spayed,2,5/23/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,104
A660512,ORG TABBY,Spayed,2,7/16/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,104
A663832,BLACK,Neutered,2,9/16/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,104
A673670,BRN TABBY,Spayed,1,4/28/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,104
A674006,BLACK,Neutered,3,5/5/22,INJURED  MILD,STRAY,ADOPTION,1,104
A674758,BLACK,Spayed,1,5/13/22,NORMAL,STRAY,ADOPTION,1,104
A701636,BLACK,Neutered,0,6/25/23,ILL MILD,STRAY,ADOPTION,1,104
A702799,BLACK,Neutered,0,7/13/23,NORMAL,STRAY,ADOPTION,1,104
A702800,BRN TABBY,Spayed,0,7/13/23,NORMAL,STRAY,ADOPTION,1,104
A587498,BLACK,Neutered,11,3/24/17,ILL SEVERE,STRAY,ADOPTION,1,103
A598051,GRAY TABBY,Neutered,9,10/1/17,INJURED  MILD,STRAY,ADOPTION,1,103
A601281,TORTIE,Spayed,12,12/22/17,NORMAL,STRAY,ADOPTION,1,103
A634611,BLACK,Neutered,5,10/4/19,NORMAL,STRAY,ADOPTION,1,103
A640793,BRN TABBY,Female,4,11/18/19,NORMAL,STRAY,ADOPTION,1,103
A647632,BLACK,Neutered,4,8/18/20,NORMAL,STRAY,ADOPTION,1,103
A661008,CALICO,Spayed,2,7/30/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,103
A663193,BLK TABBY,Neutered,4,9/3/21,NORMAL,STRAY,ADOPTION,1,103
A683575,BRN TABBY,Neutered,4,9/9/22,INJURED  MILD,STRAY,ADOPTION,1,103
A701620,GRAY,Spayed,1,6/24/23,I/I REPORT,STRAY,ADOPTION,1,103
A609832,BRN TABBY,Female,5,6/17/18,NORMAL,STRAY,ADOPTION,1,102
A614027,BLACK,Male,5,9/2/18,NORMAL,STRAY,ADOPTION,1,102
A614042,BRN TABBY,Neutered,5,9/2/18,NORMAL,STRAY,ADOPTION,1,102
A634131,BRN TABBY,Spayed,4,9/25/19,NORMAL,STRAY,ADOPTION,1,102
A635149,BRN TABBY,Neutered,4,10/18/19,NORMAL,STRAY,ADOPTION,1,102
A424949,BLACK,Spayed,13,11/24/19,NORMAL,OWNER SURRENDER,ADOPTION,1,102
A657107,SNOWSHOE,Spayed,10,5/7/21,NORMAL,OWNER SURRENDER,ADOPTION,1,102
A657800,BLACK,Neutered,2,5/23/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,102
A662041,BLACK,Spayed,2,11/7/21,NORMAL,STRAY,ADOPTION,1,102
A675464,LYNX PT,Spayed,1,5/22/22,INJURED  MILD,STRAY,ADOPTION,1,102
A698373,TORTIE,Spayed,1,5/6/23,NORMAL,STRAY,ADOPTION,1,102
A702233,ORG TABBY,Neutered,2,7/3/23,INJURED  MODERATE,STRAY,ADOPTION,1,102
A624869,TORTIE,Spayed,4,4/17/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,101
A636297,BLACK,Spayed,11,11/16/19,NORMAL,STRAY,ADOPTION,1,101
A650092,GRAY TABBY,Male,3,10/14/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,101
A650091,SEAL PT,Male,3,10/14/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,101
A663292,BLACK,Spayed,3,9/5/21,NORMAL,STRAY,ADOPTION,1,101
A703000,BLACK,Spayed,2,7/16/23,INJURED  MILD,STRAY,ADOPTION,1,101
A590031,CALICO,Spayed,8,5/10/17,NORMAL,STRAY,ADOPTION,1,100
A594902,BLACK,Neutered,6,8/6/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,100
A609217,GRAY,Neutered,5,6/6/18,NORMAL,STRAY,ADOPTION,1,100
A633340,CALICO,Spayed,4,9/10/19,NORMAL,STRAY,ADOPTION,1,100
A633343,CALICO TAB,Spayed,4,9/10/19,NORMAL,STRAY,ADOPTION,1,100
A656527,GRAY TABBY,Spayed,2,4/21/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,100
A685657,TORTIE,Spayed,1,9/26/22,NORMAL,STRAY,ADOPTION,1,100
A597013,BLACK,Neutered,6,9/13/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,99
A609619,ORANGE,Neutered,11,6/13/18,NORMAL,OWNER SURRENDER,ADOPTION,1,99
A615073,BRN TABBY,Female,5,9/22/18,NORMAL,STRAY,ADOPTION,1,99
A617077,BRN TABBY,Spayed,8,11/3/18,NORMAL,STRAY,ADOPTION,1,99
A629356,GRAY,Neutered,4,7/5/19,NORMAL,STRAY,ADOPTION,1,99
A635147,BLACK,Neutered,4,10/18/19,NORMAL,STRAY,ADOPTION,1,99
A581548,BRN TABBY,Neutered,8,1/27/21,FRACTIOUS,WELFARE SEIZED,ADOPTION,1,99
A683188,TRICOLOR,Spayed,4,9/6/22,ILL MODERATETE,STRAY,ADOPTION,1,99
A686965,ORG TABBY,Spayed,2,10/15/22,INJURED  MODERATE,STRAY,ADOPTION,1,99
A687852,BLACK,Neutered,1,11/2/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,99
A687853,BLACK,Spayed,1,11/2/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,99
A604039,TORTIE,Spayed,19,2/23/18,NORMAL,OWNER SURRENDER,ADOPTION,1,98
A607637,GRAY TABBY,Spayed,5,5/16/18,FRACTIOUS,STRAY,ADOPTION,1,98
A623167,GRAY,Neutered,8,3/13/19,NORMAL,STRAY,ADOPTION,1,98
A626996,TORTIE,Spayed,4,5/25/19,FRACTIOUS,STRAY,ADOPTION,1,98
A626997,TORTIE,Spayed,4,5/25/19,FRACTIOUS,STRAY,ADOPTION,1,98
A632914,BRN TABBY,Neutered,4,9/1/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,98
A632913,BLACK,Neutered,4,9/1/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,98
A635965,CALICO,Spayed,4,11/9/19,NORMAL,STRAY,ADOPTION,1,98
A646218,GRAY TABBY,Spayed,3,7/25/20,NORMAL,STRAY,ADOPTION,1,98
A649910,GRAY,Neutered,9,10/17/20,NORMAL,STRAY,ADOPTION,1,98
A656530,BLACK,Neutered,2,4/21/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,98
A658392,GRAY,Spayed,2,6/6/21,NORMAL,STRAY,ADOPTION,1,98
A658565,GRAY,Spayed,2,6/9/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,98
A658569,BLACK,Spayed,2,6/9/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,98
A414780,ORANGE,Neutered,13,9/8/21,NORMAL,STRAY,ADOPTION,1,98
A672645,BLACK,Spayed,1,4/3/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,98
A672644,WHITE,Spayed,1,4/3/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,98
A673772,GRAY,Spayed,3,4/29/22,BEHAVIOR  MODERATE,OWNER SURRENDER,ADOPTION,1,98
A676779,BRN TABBY,Neutered,2,6/5/22,BEHAVIOR  MODERATE,OWNER SURRENDER,ADOPTION,1,98
A685992,SEAL,Spayed,3,10/5/22,NORMAL,OWNER SURRENDER,ADOPTION,1,98
A697816,ORANGE,Neutered,3,4/29/23,INJURED  MODERATE,STRAY,ADOPTION,1,98
A670669,GRAY,Neutered,2,2/14/22,NORMAL,OWNER SURRENDER,ADOPTION,1,97
A672510,GRAY,Spayed,1,3/31/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,97
A672508,BRN TABBY,Spayed,1,3/31/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,97
A675443,BLACK,Spayed,1,5/22/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,97
A695924,GRAY TABBY,Spayed,0,4/1/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,97
A702129,GRAY,Neutered,9,7/1/23,ILL MILD,STRAY,ADOPTION,1,97
A702580,WHITE,Neutered,8,7/9/23,INJURED  SEVERE,STRAY,ADOPTION,1,97
A598430,ORG TABBY,Neutered,6,10/8/17,NORMAL,STRAY,ADOPTION,1,96
A616469,BRN TABBY,Female,5,10/19/18,NORMAL,STRAY,ADOPTION,1,96
A616471,BLACK,Female,5,10/19/18,NORMAL,STRAY,ADOPTION,1,96
A634592,BRN TABBY,Spayed,5,10/4/19,NORMAL,OWNER SURRENDER,ADOPTION,1,96
A635197,CALICO,Spayed,4,10/19/19,NORMAL,STRAY,ADOPTION,1,96
A635966,ORG TABBY,Neutered,4,11/9/19,NORMAL,STRAY,ADOPTION,1,96
A672589,BLACK,Neutered,1,4/2/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,96
A672590,SEAL PT,Spayed,1,4/2/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,96
A679999,ORANGE,Neutered,3,7/16/22,NORMAL,STRAY,ADOPTION,1,96
A614479,ORG TABBY,Spayed,5,9/12/18,NORMAL,STRAY,ADOPTION,1,95
A625162,BLACK,Neutered,7,4/23/19,INJURED  SEVERE,STRAY,ADOPTION,1,95
A633698,BRN TABBY,Neutered,4,9/15/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,95
A636340,CALICO,Spayed,4,11/17/19,NORMAL,STRAY,ADOPTION,1,95
A662396,BLACK,Spayed,2,11/14/21,NORMAL,STRAY,ADOPTION,1,95
A673055,TORTIE,Spayed,2,4/13/22,NORMAL,OWNER SURRENDER,ADOPTION,1,95
A588008,TAN,Female,18,4/2/17,NORMAL,OWNER SURRENDER,ADOPTION,1,94
A614036,GRAY,Neutered,6,9/2/18,NORMAL,OWNER SURRENDER,ADOPTION,1,94
A614798,GRAY,Spayed,15,9/16/18,NORMAL,STRAY,ADOPTION,1,94
A458315,ORANGE,Spayed,13,10/21/18,NORMAL,OWNER SURRENDER,ADOPTION,1,94
A636650,BLACK,Neutered,4,11/24/19,NORMAL,STRAY,ADOPTION,1,94
A666914,TRICOLOR,Spayed,3,11/17/21,ILL MODERATETE,OWNER SURRENDER,ADOPTION,1,94
A673837,GRAY,Spayed,4,5/1/22,NORMAL,WELFARE SEIZED,ADOPTION,1,94
A681747,WHITE,Spayed,3,8/10/22,ILL MILD,STRAY,ADOPTION,1,94
A686985,BLACK,Neutered,1,10/16/22,NORMAL,STRAY,ADOPTION,1,94
A657526,BRN TABBY,Neutered,5,5/16/21,INJURED  SEVERE,STRAY,ADOPTION,1,93
A702393,BLACK,Spayed,0,7/6/23,I/I REPORT,STRAY,ADOPTION,1,93
A702394,BRN TABBY,Neutered,0,7/6/23,I/I REPORT,STRAY,ADOPTION,1,93
A619106,BLACK,Male,6,12/21/18,FRACTIOUS,STRAY,ADOPTION,1,92
A633149,BRN TABBY,Spayed,6,9/7/19,NORMAL,STRAY,ADOPTION,1,92
A634638,BRN TABBY,Neutered,4,10/5/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,92
