simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter,simplified_color_encoded,simplified_sex_encoded,simplified_condition_encoded,simplified_type_encoded,simplified_breed_encoded,simplified_size_encoded
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46,1,1,1,2,0,0
TABBY,MALE,5,HEALTHY,STRAY,DOMESTIC BREED,OTHER,49,2,1,0,2,0,1
MIX,MALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,23,0,1,1,1,1,0
ONE COLOR,MALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,42,1,1,0,1,0,1
ONE COLOR,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,37,1,1,0,1,0,2
ONE COLOR,MALE,4,ILL,OTHER,DOMESTIC BREED,SMALL,22,1,1,1,0,0,2
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,56,2,0,0,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,39,2,1,0,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,40,2,1,0,2,0,2
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,50,0,0,1,2,0,2
ONE COLOR,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,50,1,0,0,0,0,0
ONE COLOR,MALE,1,OTHER,OTHER,DOMESTIC BREED,SMALL,4,1,1,2,0,0,2
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13,0,1,0,2,0,2
MIX,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,41,0,1,0,1,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14,2,1,0,1,0,0
MIX,FEMALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,30,0,0,0,0,0,2
TABBY,MALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,37,2,1,1,2,0,2
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,35,1,0,0,2,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,22,2,1,0,1,0,2
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,14,2,0,2,2,0,2
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,71,0,0,2,2,0,2
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,10,2,1,0,0,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3,2,1,0,1,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,24,1,1,1,2,0,2
ONE COLOR,MALE,6,ILL,STRAY,DOMESTIC BREED,SMALL,48,1,1,1,2,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,2,0,1,0,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6,2,1,0,2,0,0
ONE COLOR,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,14,1,0,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18,1,1,0,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,34,0,0,0,2,0,2
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9,2,0,0,2,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,22,0,1,0,1,0,0
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,25,0,0,0,2,0,2
ONE COLOR,MALE,2,ILL,STRAY,DOMESTIC BREED,OTHER,40,1,1,1,2,0,1
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,63,1,0,1,2,0,0
ONE COLOR,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,11,1,0,1,1,0,2
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,49,0,0,0,2,0,0
TABBY,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,35,2,0,0,1,0,2
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,12,2,0,0,0,0,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,42,2,0,1,2,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,27,2,1,0,1,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,33,0,1,1,2,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,24,1,1,1,2,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,22,1,0,1,2,0,2
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,15,2,0,0,2,0,2
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,10,2,1,0,0,0,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,9,1,1,0,1,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,60,0,1,1,2,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,46,0,1,0,1,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,62,1,0,1,2,0,0
MIX,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,51,0,0,0,0,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,4,1,1,0,2,0,0
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,31,0,0,1,2,1,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,1,1,0,1,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,49,2,1,1,2,0,0
MIX,FEMALE,10,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,21,0,0,0,1,0,2
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,11,2,0,0,2,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,90,0,1,0,1,0,0
MIX,FEMALE,4,ILL,OWNER SURRENDER,OTHER,SMALL,22,0,0,1,1,1,2
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,22,0,1,1,2,0,0
ONE COLOR,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11,1,0,0,2,0,2
MIX,MALE,0,OTHER,OWNER SURRENDER,OTHER,KITTN,7,0,1,2,1,1,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,21,0,0,0,2,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,48,2,0,0,2,0,0
TABBY,FEMALE,1,OTHER,STRAY,OTHER,SMALL,16,2,0,2,2,1,2
MIX,MALE,4,OTHER,STRAY,DOMESTIC BREED,SMALL,40,0,1,2,2,0,2
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,5,0,1,0,1,0,0
ONE COLOR,FEMALE,8,HEALTHY,STRAY,DOMESTIC BREED,SMALL,77,1,0,0,2,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,48,0,1,0,2,0,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46,2,0,1,2,0,0
TABBY,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,14,2,1,0,1,0,2
TABBY,FEMALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,6,2,0,1,0,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,21,2,0,0,2,0,0
TABBY,MALE,1,ILL,OTHER,DOMESTIC BREED,SMALL,21,2,1,1,0,0,2
TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,56,2,1,1,1,0,0
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,30,0,0,0,1,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,4,0,1,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,61,1,1,0,2,0,2
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,2,0,0,0,2,0,0
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,2,0,2,1,0,0
ONE COLOR,MALE,10,HEALTHY,OTHER,DOMESTIC BREED,OTHER,24,1,1,0,0,0,1
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,29,2,0,1,1,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7,0,0,0,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,27,1,0,0,2,0,0
ONE COLOR,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,53,1,0,0,1,0,2
ONE COLOR,MALE,4,ILL,STRAY,DOMESTIC BREED,OTHER,17,1,1,1,2,0,1
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,53,0,1,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,0,0,0,1,0,0
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,15,0,0,2,2,0,2
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,20,0,0,1,1,1,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,84,2,0,1,2,0,0
ONE COLOR,FEMALE,3,ILL,OTHER,DOMESTIC BREED,SMALL,20,1,0,1,0,0,2
TABBY,MALE,4,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10,2,1,0,2,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,63,2,1,0,2,0,0
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,27,0,0,1,2,0,0
ONE COLOR,MALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,115,1,1,1,2,0,2
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,5,0,1,0,1,0,0
TABBY,FEMALE,7,ILL,STRAY,DOMESTIC BREED,SMALL,11,2,0,1,2,0,2
MIX,MALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,30,0,1,1,0,0,0
ONE COLOR,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,34,1,0,0,1,0,2
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,24,0,0,2,2,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,0,1,0,1,0,0
ONE COLOR,MALE,7,HEALTHY,OTHER,DOMESTIC BREED,SMALL,18,1,1,0,0,0,2
MIX,FEMALE,2,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,32,0,0,1,1,0,2
MIX,MALE,2,OTHER,OWNER SURRENDER,DOMESTIC BREED,SMALL,22,0,1,2,1,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,21,2,1,0,1,0,0
TABBY,MALE,1,OTHER,STRAY,DOMESTIC BREED,SMALL,37,2,1,2,2,0,2
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6,2,0,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,21,1,1,0,1,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,48,1,0,0,2,0,0
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18,2,0,0,2,0,2
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,34,2,0,1,1,0,0
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,26,2,0,0,2,0,2
MIX,FEMALE,6,HEALTHY,STRAY,DOMESTIC BREED,SMALL,32,0,0,0,2,0,2
ONE COLOR,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18,1,1,0,2,0,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,2,2,0,0,1,0,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,17,2,0,0,1,0,0
MIX,FEMALE,4,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,99,0,0,1,1,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,2,1,0,1,0,0
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,37,2,0,2,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,32,1,1,0,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9,0,0,0,2,0,0
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,44,2,0,0,2,0,2
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,36,2,1,1,2,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,53,1,1,1,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9,2,1,0,2,0,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,44,2,0,1,2,0,0
MIX,MALE,7,ILL,OWNER SURRENDER,OTHER,OTHER,19,0,1,1,1,1,1
MIX,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,22,0,0,0,1,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,39,2,1,0,1,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,39,2,0,0,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,0,0,0,1,0,0
ONE COLOR,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,14,1,1,2,1,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,16,2,1,0,1,0,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,4,2,0,0,1,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,32,0,0,0,1,0,0
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,4,2,1,2,1,0,0
ONE COLOR,MALE,9,ILL,STRAY,DOMESTIC BREED,SMALL,17,1,1,1,2,0,2
TABBY,FEMALE,8,ILL,STRAY,DOMESTIC BREED,SMALL,49,2,0,1,2,0,2
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,22,1,1,0,1,0,0
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,8,2,0,0,0,0,2
TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,3,2,0,0,1,0,2
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,OTHER,SMALL,10,0,0,0,1,1,2
ONE COLOR,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,5,1,1,0,0,0,0
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,38,2,0,2,1,0,0
ONE COLOR,MALE,0,OTHER,OTHER,DOMESTIC BREED,SMALL,45,1,1,2,0,0,2
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,22,2,0,2,1,0,0
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,29,2,1,2,2,0,0
MIX,FEMALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,81,0,0,1,2,0,2
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,49,1,1,2,2,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,41,2,1,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,0,0,0,1,0,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,43,2,0,1,2,0,0
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11,2,1,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,52,1,1,0,2,0,0
MIX,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,21,0,0,0,1,0,2
MIX,MALE,7,ILL,OWNER SURRENDER,OTHER,SMALL,14,0,1,1,1,1,2
ONE COLOR,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,91,1,0,0,1,0,2
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,24,0,1,2,2,0,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,10,1,1,0,1,0,0
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,18,0,1,2,2,0,0
TABBY,FEMALE,2,ILL,STRAY,DOMESTIC BREED,SMALL,73,2,0,1,2,0,2
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,36,0,0,0,2,0,2
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,34,0,0,0,2,0,2
MIX,FEMALE,7,ILL,OTHER,DOMESTIC BREED,SMALL,5,0,0,1,0,0,2
ONE COLOR,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,4,1,0,0,1,0,2
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,34,0,0,0,2,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,45,0,1,1,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,31,0,0,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,8,1,1,0,1,0,2
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,SMALL,14,0,1,0,1,1,2
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,0,1,0,1,0,0
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,OTHER,7,0,1,0,2,0,1
MIX,FEMALE,1,HEALTHY,OTHER,OTHER,SMALL,33,0,0,0,0,1,2
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46,1,1,1,2,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,108,1,1,0,2,0,0
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,12,2,1,2,1,0,0
MIX,MALE,8,OTHER,STRAY,DOMESTIC BREED,SMALL,33,0,1,2,2,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,6,2,1,0,1,0,2
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,36,2,1,2,2,0,0
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,41,0,0,2,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,74,1,0,0,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,11,1,0,0,1,0,0
ONE COLOR,FEMALE,9,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,44,1,0,0,1,0,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,16,2,0,0,1,0,0
ONE COLOR,MALE,3,ILL,STRAY,DOMESTIC BREED,SMALL,76,1,1,1,2,0,2
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,29,2,1,1,2,0,0
ONE COLOR,FEMALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,0,1,0,0,0,0,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,11,2,0,0,1,0,0
TABBY,FEMALE,6,HEALTHY,STRAY,DOMESTIC BREED,SMALL,32,2,0,0,2,0,2
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,11,0,1,0,2,1,0
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,5,0,1,0,2,1,0
MIX,MALE,7,ILL,STRAY,DOMESTIC BREED,SMALL,59,0,1,1,2,0,2
ONE COLOR,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18,1,1,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,34,1,1,0,2,0,0
TABBY,FEMALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,24,2,0,1,0,0,0
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,33,0,1,0,0,0,0
ONE COLOR,,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,78,1,2,1,1,0,0
ONE COLOR,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10,1,0,0,2,0,2
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,11,0,0,0,1,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,15,1,1,0,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,29,1,0,0,1,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8,0,1,0,2,0,0
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18,0,1,0,2,0,2
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,56,2,1,1,2,0,0
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,25,0,0,0,1,0,2
TABBY,FEMALE,7,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,59,2,0,1,1,0,2
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,17,2,1,0,2,0,2
TABBY,MALE,9,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,35,2,1,0,1,0,1
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,86,2,0,1,2,0,0
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,15,2,0,0,2,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,50,2,1,0,2,0,0
MIX,MALE,0,ILL,STRAY,OTHER,KITTN,24,0,1,1,2,1,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,56,2,0,1,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18,2,1,0,2,0,0
MIX,MALE,3,OTHER,OWNER SURRENDER,OTHER,SMALL,23,0,1,2,1,1,2
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,29,1,0,0,2,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13,2,1,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3,1,1,0,1,0,0
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,49,0,0,1,2,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,2,1,0,1,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,77,1,0,1,2,0,2
TABBY,MALE,1,OTHER,STRAY,DOMESTIC BREED,SMALL,17,2,1,2,2,0,2
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,38,1,0,2,2,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,24,2,1,0,2,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,39,0,1,1,2,0,0
ONE COLOR,MALE,8,ILL,STRAY,DOMESTIC BREED,OTHER,31,1,1,1,2,0,1
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6,2,0,0,2,0,0
ONE COLOR,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,44,1,0,0,1,0,2
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,1,0,0,1,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,36,2,0,0,2,0,2
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,27,0,0,0,1,0,2
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,53,2,0,0,2,0,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,2,0,0,1,0,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,4,2,0,0,1,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9,2,1,0,2,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,15,2,0,0,2,0,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,45,0,0,0,1,0,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,91,2,0,1,2,0,0
ONE COLOR,FEMALE,6,HEALTHY,STRAY,DOMESTIC BREED,SMALL,35,1,0,0,2,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,17,2,1,0,2,0,2
TABBY,MALE,7,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,94,2,1,1,1,0,2
ONE COLOR,FEMALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10,1,0,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,1,1,0,1,0,0
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13,0,0,0,2,0,2
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,39,1,1,2,2,0,0
MIX,MALE,0,ILL,STRAY,OTHER,KITTN,30,0,1,1,2,1,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,10,1,1,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,OTHER,KITTN,9,1,1,0,2,1,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3,2,1,0,1,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,28,2,1,1,2,0,0
MIX,MALE,1,HEALTHY,OTHER,OTHER,SMALL,10,0,1,0,0,1,2
