simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter,simplified_color_encoded,simplified_sex_encoded,simplified_condition_encoded,simplified_type_encoded,simplified_breed_encoded,simplified_size_encoded
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,2,0,0,1,0,0
MIX,MALE,5,HEALTHY,STRAY,DOMESTIC BREED,SMALL,84,0,1,0,2,0,2
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,39,0,0,1,2,0,0
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,26,0,0,0,2,0,2
TABBY,FEMALE,5,HEALTHY,STRAY,DOMESTIC BREED,SMALL,35,2,0,0,2,0,2
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,25,0,0,1,2,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,31,2,1,1,2,0,0
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,3,0,1,0,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,32,0,0,0,2,0,0
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,59,0,1,0,2,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,39,1,1,1,2,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,23,2,0,0,2,0,0
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,33,2,0,0,0,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,3,0,0,0,1,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,26,1,1,0,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,20,1,0,0,2,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3,2,1,0,1,0,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,42,2,0,0,1,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,64,2,1,1,2,0,0
ONE COLOR,MALE,7,HEALTHY,OTHER,DOMESTIC BREED,SMALL,15,1,1,0,0,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,44,1,1,0,2,0,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,21,2,0,1,2,0,2
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,15,0,0,2,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,33,0,0,0,2,0,0
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,28,1,1,2,2,0,2
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,41,1,0,1,2,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,42,1,1,0,2,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,4,2,0,0,2,0,0
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,27,0,0,1,1,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,5,2,1,0,2,0,0
TABBY,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,25,2,0,0,1,0,2
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,95,1,0,1,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,16,0,0,0,2,0,0
MIX,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,61,0,0,0,0,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,35,0,1,0,2,0,0
MIX,FEMALE,2,HEALTHY,STRAY,OTHER,SMALL,48,0,0,0,2,1,2
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,14,1,1,1,2,0,0
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,19,2,1,0,0,0,0
MIX,MALE,0,OTHER,STRAY,OTHER,KITTN,40,0,1,2,2,1,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,75,1,1,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,18,0,0,0,1,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,9,1,1,0,2,0,2
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,13,1,0,0,1,0,0
MIX,FEMALE,1,HEALTHY,OTHER,OTHER,SMALL,4,0,0,0,0,1,2
MIX,FEMALE,4,HEALTHY,OTHER,DOMESTIC BREED,SMALL,1,0,0,0,0,0,2
TABBY,MALE,3,OTHER,STRAY,DOMESTIC BREED,SMALL,20,2,1,2,2,0,2
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,14,2,0,0,2,0,2
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,27,0,0,0,2,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17,0,1,0,2,0,0
TABBY,MALE,0,OTHER,OTHER,DOMESTIC BREED,SMALL,28,2,1,2,0,0,2
ONE COLOR,MALE,0,ILL,OTHER,DOMESTIC BREED,SMALL,18,1,1,1,0,0,2
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,32,2,0,0,2,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,3,2,1,0,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,0,0,0,1,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,20,2,0,0,2,0,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,36,2,0,1,2,0,0
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,26,2,0,1,1,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,45,0,1,1,2,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8,2,0,0,2,0,0
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7,0,1,0,2,0,0
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,67,0,1,1,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,13,2,1,0,2,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,1,2,1,0,1,0,2
MIX,MALE,9,HEALTHY,OWNER SURRENDER,OTHER,SMALL,78,0,1,0,1,1,2
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,47,0,0,1,1,1,0
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,2,2,1,0,0,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,42,2,0,0,2,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,38,0,1,0,1,0,2
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,20,2,0,1,1,0,0
TABBY,MALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,8,2,1,0,2,0,2
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,63,2,1,1,2,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,55,2,1,1,2,0,0
TABBY,MALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,8,2,1,0,2,0,2
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,49,1,1,2,2,0,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,27,2,0,1,2,0,0
TABBY,FEMALE,1,OTHER,STRAY,DOMESTIC BREED,SMALL,32,2,0,2,2,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,45,0,1,0,2,0,2
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,23,2,1,0,2,0,2
TABBY,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,24,2,0,0,1,0,2
TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,9,2,0,0,1,0,2
ONE COLOR,FEMALE,5,ILL,STRAY,DOMESTIC BREED,SMALL,23,1,0,1,2,0,2
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,62,0,0,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,18,0,0,0,1,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,9,0,0,0,2,0,2
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,88,1,0,1,2,0,0
ONE COLOR,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,29,1,0,1,1,0,0
MIX,FEMALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,48,0,0,1,2,0,2
TABBY,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,92,2,0,0,1,0,2
MIX,MALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,43,0,1,0,1,0,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,50,2,0,1,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,OTHER,SMALL,10,1,0,0,2,1,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,81,2,0,1,2,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,47,1,0,1,2,0,0
MIX,MALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,84,0,1,0,1,0,1
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,6,2,0,0,1,0,0
ONE COLOR,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,10,1,0,1,1,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,6,0,1,0,1,0,0
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,49,0,0,1,2,1,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8,1,1,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,24,1,1,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,49,1,1,0,2,0,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,77,2,0,1,2,0,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,28,2,0,0,1,0,2
ONE COLOR,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,OTHER,10,1,0,0,2,0,1
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46,0,0,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,15,0,0,0,1,0,0
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10,0,1,0,2,0,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,20,2,0,0,1,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,66,1,1,1,2,0,0
MIX,,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,15,0,2,0,1,1,0
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,42,0,1,0,2,0,0
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,36,0,1,0,2,0,2
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17,1,0,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,23,1,1,0,0,0,0
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,98,2,1,0,2,0,2
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,46,2,0,0,2,0,0
ONE COLOR,MALE,5,HEALTHY,STRAY,DOMESTIC BREED,SMALL,22,1,1,0,2,0,2
MIX,FEMALE,6,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,31,0,0,1,1,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,8,1,1,0,2,0,0
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,15,2,1,2,2,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,27,2,0,0,2,0,2
MIX,FEMALE,4,HEALTHY,STRAY,DOMESTIC BREED,SMALL,20,0,0,0,2,0,2
ONE COLOR,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,17,1,0,1,1,0,0
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,58,1,0,0,1,0,2
ONE COLOR,FEMALE,9,HEALTHY,STRAY,DOMESTIC BREED,SMALL,26,1,0,0,2,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,6,2,1,0,1,0,2
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,96,2,0,0,2,0,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,22,2,0,0,1,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,50,1,1,1,2,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,49,1,1,1,2,0,0
MIX,FEMALE,0,ILL,OTHER,DOMESTIC BREED,SMALL,29,0,0,1,0,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,29,2,1,0,2,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,3,0,1,0,2,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18,2,1,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,3,1,1,0,2,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,34,2,1,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,34,0,0,0,1,0,2
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,9,2,0,2,1,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,20,0,0,0,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,48,2,1,0,2,0,2
MIX,MALE,7,HEALTHY,STRAY,DOMESTIC BREED,SMALL,33,0,1,0,2,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,48,0,1,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,24,1,1,0,2,0,0
TABBY,FEMALE,3,HEALTHY,OTHER,DOMESTIC BREED,SMALL,26,2,0,0,0,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,5,2,1,0,1,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,12,1,1,0,2,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,5,0,1,0,1,0,0
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,19,2,0,0,2,0,2
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,21,2,1,0,2,0,2
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,OTHER,22,0,1,0,2,0,1
MIX,FEMALE,6,OTHER,OWNER SURRENDER,DOMESTIC BREED,SMALL,12,0,0,2,1,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,28,2,1,0,2,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,32,2,1,0,1,0,0
ONE COLOR,FEMALE,1,OTHER,OTHER,DOMESTIC BREED,OTHER,80,1,0,2,0,0,1
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,36,2,0,2,2,0,2
ONE COLOR,FEMALE,7,HEALTHY,STRAY,DOMESTIC BREED,SMALL,12,1,0,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,41,1,1,0,2,0,0
MIX,FEMALE,1,HEALTHY,STRAY,OTHER,SMALL,17,0,0,0,2,1,2
ONE COLOR,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,21,1,0,0,1,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,4,1,1,0,2,0,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,7,0,1,0,1,1,0
TABBY,FEMALE,1,ILL,STRAY,OTHER,SMALL,97,2,0,1,2,1,2
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,46,2,1,1,2,0,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,7,2,0,0,1,0,1
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,40,0,1,2,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,15,0,0,0,2,0,0
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,19,2,0,2,2,0,0
TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,22,2,1,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,34,1,1,0,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,24,2,1,0,2,0,0
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,17,1,1,0,2,0,2
MIX,MALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,23,0,1,0,1,0,2
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46,0,1,1,2,0,0
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,16,2,1,0,2,0,0
ONE COLOR,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,6,1,1,0,1,0,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,72,2,0,1,2,0,0
TABBY,FEMALE,5,HEALTHY,STRAY,DOMESTIC BREED,SMALL,40,2,0,0,2,0,2
TABBY,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,25,2,0,0,1,0,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,55,0,0,0,1,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,26,0,0,0,2,0,2
TABBY,MALE,5,ILL,STRAY,DOMESTIC BREED,SMALL,16,2,1,1,2,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13,2,1,0,2,0,2
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,12,2,0,0,2,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,33,2,1,1,2,0,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9,0,0,0,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7,1,0,0,1,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,81,2,1,1,2,0,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,20,1,1,0,1,0,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,1,1,0,1,0,0
MIX,FEMALE,9,ILL,STRAY,DOMESTIC BREED,SMALL,30,0,0,1,2,0,2
ONE COLOR,FEMALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,65,1,0,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,9,1,1,0,2,0,2
TABBY,MALE,2,HEALTHY,OTHER,OTHER,SMALL,34,2,1,0,0,1,2
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,75,0,0,1,2,0,0
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,22,1,1,2,2,0,0
MIX,MALE,6,HEALTHY,STRAY,OTHER,SMALL,14,0,1,0,2,1,2
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13,2,0,0,2,0,2
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,14,0,1,2,2,0,0
MIX,FEMALE,4,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,110,0,0,1,1,0,2
TABBY,FEMALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,16,2,0,0,0,0,2
MIX,FEMALE,5,HEALTHY,OTHER,DOMESTIC BREED,SMALL,1,0,0,0,0,0,2
TABBY,FEMALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,31,2,0,0,2,0,2
ONE COLOR,FEMALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,5,1,0,0,0,0,2
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,29,2,1,1,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,37,1,0,0,2,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,16,2,0,0,2,0,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,77,1,0,1,2,0,0
MIX,FEMALE,2,ILL,STRAY,DOMESTIC BREED,SMALL,77,0,0,1,2,0,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,2,0,0,0,1,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,4,0,0,0,1,0,2
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,50,0,0,0,2,0,2
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,26,1,1,0,2,0,2
MIX,MALE,2,HEALTHY,OTHER,DOMESTIC BREED,SMALL,85,0,1,0,0,0,2
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,39,2,0,1,2,0,0
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,70,1,1,2,2,0,2
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,40,0,0,1,1,0,0
MIX,FEMALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,96,0,0,1,2,0,2
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,18,0,0,0,1,0,2
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,8,2,1,2,1,0,0
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,33,2,0,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,9,0,0,0,1,0,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,16,1,1,0,1,0,0
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,59,0,0,2,2,0,0
TABBY,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,23,2,1,0,1,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,77,0,1,0,2,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,15,1,0,0,2,0,0
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,22,2,0,0,1,0,2
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,50,1,0,0,1,0,0
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,65,2,1,1,2,0,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14,2,1,0,1,0,0
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14,1,1,0,1,0,0
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,30,2,0,0,2,0,2
TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,31,2,1,2,1,0,0
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,7,1,0,0,2,0,2
ONE COLOR,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,52,1,1,2,2,0,0
ONE COLOR,MALE,4,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,14,1,1,1,1,0,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,31,2,1,0,2,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7,2,0,0,2,0,0
ONE COLOR,FEMALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,53,1,0,0,2,0,2
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,5,2,1,0,1,0,0
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,37,1,1,1,2,0,0
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,19,2,0,0,2,0,2
TABBY,MALE,8,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,57,2,1,1,1,0,2
ONE COLOR,MALE,6,HEALTHY,STRAY,DOMESTIC BREED,SMALL,59,1,1,0,2,0,2
TABBY,FEMALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,17,2,0,0,2,0,2
ONE COLOR,FEMALE,1,OTHER,STRAY,DOMESTIC BREED,SMALL,52,1,0,2,2,0,2
ONE COLOR,FEMALE,8,HEALTHY,OWNER SURRENDER,OTHER,SMALL,14,1,0,0,1,1,2
ONE COLOR,MALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,48,1,1,1,0,0,0
MIX,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,15,0,0,0,1,0,2
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,24,0,0,1,1,1,0
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,18,2,1,0,1,0,0
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13,2,0,0,2,0,2
