simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,27
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,17
BRN_TABBY,MALE,0,OTHER,OTHER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,28
GRAY,MALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,SMALL,18
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,32
GRAY_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,3
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,20
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,36
GRAY_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,26
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,45
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,8
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,7
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,67
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,13
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,1
MIX,MALE,9,HEALTHY,OWNER SURRENDER,OTHER,SMALL,78
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,47
BRN_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,2
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,42
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,38
BRN_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,20
BRN_TABBY,MALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,8
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,63
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,55
ORG_TABBY,MALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,8
BLACK,MALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,49
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,27
BRN_TABBY,FEMALE,1,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,32
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,45
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,23
BRN_TABBY,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,24
ORG_TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,9
GRAY,FEMALE,5,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,23
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,62
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,18
GRAY_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,9
OTHER,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,88
GRAY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,29
BLACK_N_WHITE,FEMALE,1,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,48
BLACK_N_WHITE,MALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,43
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,50
OTHER,FEMALE,0,HEALTHY,STRAY,OTHER,SMALL,10
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,81
GRAY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,47
GRAY_N_WHITE,MALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,OTHER,84
OTHER_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,6
TORTIE,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,10
GRAY_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,6
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,49
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,8
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,24
GRAY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,49
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,77
GRAY_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,28
GRAY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,OTHER,10
GRAY_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,46
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,15
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,10
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,20
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,66
MIX,,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,15
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,42
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,36
OTHER,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,17
BLACK,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,23
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,46
OTHER,MALE,5,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,22
MIX,FEMALE,6,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,31
GRAY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,8
GRAY_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,15
GRAY_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,27
BLACK_N_WHITE,FEMALE,4,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,20
BLACK,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,17
BLACK,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,58
TORTIE,FEMALE,9,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,26
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,6
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,22
BLACK,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,50
GRAY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,49
BLACK_N_WHITE,FEMALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,SMALL,29
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,29
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,3
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,18
OTHER,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,3
ORG_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,34
GRAY_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,34
BRN_TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,9
BLACK_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,20
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,48
MIX,MALE,7,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,33
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,48
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,24
BRN_TABBY,FEMALE,3,HEALTHY,OTHER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,26
GRAY_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,5
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,12
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,5
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,19
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,21
BLACK_N_WHITE,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,OTHER,22
TORTIE,FEMALE,6,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,12
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,28
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,32
BLACK,FEMALE,1,OTHER,OTHER,DOMESTIC_SHORT_HAIR,OTHER,80
ORG_TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,36
OTHER,FEMALE,7,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,12
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,41
MIX,FEMALE,1,HEALTHY,STRAY,OTHER,SMALL,17
BLACK,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,21
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,4
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,7
GRAY_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,46
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,OTHER,7
BLACK_N_WHITE,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,40
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,15
BRN_TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,19
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,22
GRAY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,34
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,24
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,17
BLACK_N_WHITE,MALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,23
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,46
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,16
GRAY,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,6
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,72
BRN_TABBY,FEMALE,5,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,40
BRN_TABBY,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,25
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,55
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,26
BRN_TABBY,MALE,5,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,16
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,13
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,12
GRAY_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,33
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,9
GRAY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7
OTHER_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,81
GRAY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,20
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,8
TORTIE,FEMALE,9,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,30
BLACK,FEMALE,3,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,65
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,9
BRN_TABBY,MALE,2,HEALTHY,OTHER,OTHER,SMALL,34
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,75
OTHER,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,22
MIX,MALE,6,HEALTHY,STRAY,OTHER,SMALL,14
ORG_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,13
MIX,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,14
OTHER_TABBY,FEMALE,1,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,16
BLACK_N_WHITE,FEMALE,5,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,1
BRN_TABBY,FEMALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,31
BLACK,FEMALE,1,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,5
ORG_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,29
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,37
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,16
BLACK,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,77
GRAY_N_WHITE,FEMALE,2,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,77
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,2
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,4
GRAY_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,50
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,26
GRAY_N_WHITE,MALE,2,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,85
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,39
OTHER,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,70
BLACK_N_WHITE,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,40
BLACK_N_WHITE,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,18
GRAY_TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,33
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,9
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,16
BLACK_N_WHITE,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,59
BRN_TABBY,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,23
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,77
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,15
ORG_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,22
BLACK,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,50
GRAY_TABBY,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,65
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,14
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,14
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,30
BRN_TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,31
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,7
OTHER,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,52
BLACK,MALE,4,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,14
OTHER_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,31
OTHER_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,7
BLACK,FEMALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,53
GRAY_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,5
BLACK,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,37
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,19
BRN_TABBY,MALE,8,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,57
BLACK,MALE,6,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,59
BRN_TABBY,FEMALE,2,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,17
OTHER,FEMALE,1,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,52
OTHER,FEMALE,8,HEALTHY,OWNER SURRENDER,OTHER,SMALL,14
BLACK,MALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,KITTN,48
GRAY_N_WHITE,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,15
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,24
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,18
GRAY_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,13
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,14
BRN_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,87
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,3
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,51
MIX,FEMALE,5,HEALTHY,OTHER,OTHER,SMALL,31
BLACK_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,23
GRAY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,9
BRN_TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,11
BLACK,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,32
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,41
GRAY_N_WHITE,FEMALE,3,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,30
ORG_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,28
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,15
TORTIE,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,16
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,62
BRN_TABBY,FEMALE,0,OTHER,OTHER,DOMESTIC_SHORT_HAIR,KITTN,2
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,14
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,44
BRN_TABBY,FEMALE,6,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,16
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,6
GRAY_N_WHITE,FEMALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,KITTN,49
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,23
GRAY_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,8
MIX,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,44
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,8
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,27
GRAY_TABBY,MALE,2,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,32
MIX,FEMALE,0,HEALTHY,STRAY,OTHER,SMALL,15
TORTIE,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,10
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,27
BLACK,MALE,1,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,18
BLACK_N_WHITE,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,23
ORG_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,64
MIX,MALE,0,OTHER,OTHER,OTHER,SMALL,40
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,23
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,14
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,63
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,2
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,19
BLACK,MALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,14
BLACK_N_WHITE,MALE,9,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,29
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,21
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,15
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,4
GRAY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,38
BRN_TABBY,MALE,2,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,36
BRN_TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,16
BLACK_N_WHITE,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,17
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,17
ORG_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,40
MIX,MALE,0,ILL,STRAY,OTHER,SMALL,13
MIX,MALE,1,HEALTHY,OTHER,OTHER,SMALL,19
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,13
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,66
MIX,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,38
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,19
MIX,MALE,2,ILL,OWNER SURRENDER,OTHER,SMALL,51
ORG_TABBY,MALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,13
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,22
BRN_TABBY,FEMALE,6,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,9
OTHER,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,45
ORG_TABBY,MALE,4,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,9
GRAY_TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,7
