simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter
BRN_TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,68
MIX,FEMALE,0,ILL,OTHER,OTHER,KITTN,39
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,9
BLACK_N_WHITE,MALE,7,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,47
BLACK,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,26
GRAY_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,7
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,50
OTHER,MALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,16
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,17
GRAY,FEMALE,3,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,48
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,17
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,44
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,67
OTHER,FEMALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,50
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,46
ORG_TABBY,MALE,5,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,OTHER,49
MIX,MALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,23
BLACK,MALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,OTHER,42
OTHER,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,37
OTHER,MALE,4,ILL,OTHER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,22
GRAY_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,56
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,39
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,40
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,50
OTHER,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,50
BLACK,MALE,1,OTHER,OTHER,DOMESTIC_SHORT_HAIR,SMALL,4
GRAY_N_WHITE,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,13
BLACK_N_WHITE,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,41
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,14
BLACK_N_WHITE,FEMALE,1,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,30
BRN_TABBY,MALE,1,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,37
GRAY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,35
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,22
ORG_TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,14
GRAY_N_WHITE,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,71
ORG_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,10
GRAY_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,3
BLACK,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,24
BLACK,MALE,6,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,48
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,2
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,6
BLACK,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,14
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,18
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,34
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,9
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,22
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,25
OTHER,MALE,2,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,OTHER,40
OTHER,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,63
TORTIE,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,11
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,49
BRN_TABBY,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,35
OTHER_TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,12
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,42
GRAY_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,27
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,33
BLACK,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,22
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,15
BRN_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,10
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,9
GRAY_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,60
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,46
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,62
MIX,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,51
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,4
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,31
GRAY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,49
BLACK_N_WHITE,FEMALE,10,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,21
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,11
TORTIE,FEMALE,4,ILL,OWNER SURRENDER,OTHER,SMALL,22
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,22
BLACK,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,11
MIX,MALE,0,OTHER,OWNER SURRENDER,OTHER,KITTN,7
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,21
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,48
ORG_TABBY,FEMALE,1,OTHER,STRAY,OTHER,SMALL,16
BLACK_N_WHITE,MALE,4,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,40
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,5
BLACK,FEMALE,8,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,77
GRAY_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,48
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,46
GRAY_TABBY,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,14
BRN_TABBY,FEMALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,KITTN,6
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,21
ORG_TABBY,MALE,1,ILL,OTHER,DOMESTIC_SHORT_HAIR,SMALL,21
BRN_TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,56
BLACK_N_WHITE,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,30
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,4
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,61
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,2
BRN_TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7
OTHER,MALE,10,HEALTHY,OTHER,DOMESTIC_MED_OR_LONG_HAIR,OTHER,24
GRAY_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,29
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,7
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,27
BLACK,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,53
OTHER,MALE,4,ILL,STRAY,DOMESTIC_SHORT_HAIR,OTHER,17
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,53
GRAY_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7
BLACK_N_WHITE,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,15
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,20
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,84
OTHER,FEMALE,3,ILL,OTHER,DOMESTIC_SHORT_HAIR,SMALL,20
GRAY_TABBY,MALE,4,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,10
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,63
GRAY_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,27
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,5
BRN_TABBY,FEMALE,7,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,11
BLACK_N_WHITE,MALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,KITTN,30
BLACK,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,34
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8
BLACK,MALE,7,HEALTHY,OTHER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,18
GRAY_N_WHITE,FEMALE,2,ILL,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,32
GRAY_N_WHITE,MALE,2,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,22
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,21
BRN_TABBY,MALE,1,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,37
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,6
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,21
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,48
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,18
BRN_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,34
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,26
BLACK_N_WHITE,FEMALE,6,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,32
OTHER,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,18
OTHER_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,2
GRAY_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,17
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7
ORG_TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,37
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,32
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,9
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,44
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,36
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,53
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,9
GRAY_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,44
MIX,MALE,7,ILL,OWNER SURRENDER,OTHER,OTHER,19
GRAY_N_WHITE,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,22
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,39
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,39
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7
BLACK,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,14
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,16
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,4
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,32
ORG_TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,4
OTHER,MALE,9,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,17
BRN_TABBY,FEMALE,8,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,49
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,22
BRN_TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,8
BRN_TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,3
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,OTHER,SMALL,10
GRAY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,5
BRN_TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,38
BLACK,MALE,0,OTHER,OTHER,DOMESTIC_SHORT_HAIR,SMALL,45
GRAY_TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,22
BRN_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,29
TORTIE,FEMALE,1,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,81
GRAY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,49
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,41
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,43
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,11
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,52
GRAY_N_WHITE,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,21
MIX,MALE,7,ILL,OWNER SURRENDER,OTHER,SMALL,14
BLACK_N_WHITE,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,10
MIX,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,18
BRN_TABBY,FEMALE,2,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,73
BLACK_N_WHITE,FEMALE,3,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,36
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,34
BLACK_N_WHITE,FEMALE,7,ILL,OTHER,DOMESTIC_SHORT_HAIR,SMALL,5
BLACK,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,4
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,34
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,45
BLACK_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,31
GRAY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,8
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,SMALL,14
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7
BLACK_N_WHITE,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,OTHER,7
MIX,FEMALE,1,HEALTHY,OTHER,OTHER,SMALL,33
OTHER,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,46
ORG_TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,12
MIX,MALE,8,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,33
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,6
GRAY_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,36
GRAY_N_WHITE,FEMALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,41
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,74
BLACK,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,11
OTHER,FEMALE,9,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,44
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,16
BLACK,MALE,3,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,76
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,29
OTHER,FEMALE,1,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,0
GRAY_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,11
BRN_TABBY,FEMALE,6,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,32
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,11
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,5
MIX,MALE,7,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,59
BLACK,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,18
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,34
OTHER_TABBY,FEMALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,KITTN,24
BLACK_N_WHITE,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,33
TORTIE,,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,78
TORTIE,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,10
TORTIE,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,11
GRAY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,15
TORTIE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,29
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,8
GRAY_N_WHITE,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,18
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,56
BLACK_N_WHITE,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,25
BRN_TABBY,FEMALE,7,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,59
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,17
ORG_TABBY,MALE,9,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,OTHER,35
OTHER_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,86
TORTIE,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,15
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,50
MIX,MALE,0,ILL,STRAY,OTHER,KITTN,24
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,56
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,18
MIX,MALE,3,OTHER,OWNER SURRENDER,OTHER,SMALL,23
GRAY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,29
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,13
OTHER,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,3
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,49
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,77
ORG_TABBY,MALE,1,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,17
BLACK,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,38
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,39
OTHER,MALE,8,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,OTHER,31
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,6
TORTIE,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,44
BLACK,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,36
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,27
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,53
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,8
GRAY_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,4
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,9
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,15
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,45
OTHER,FEMALE,6,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,35
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,17
BLACK,FEMALE,2,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,10
OTHER,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8
GRAY_N_WHITE,FEMALE,3,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,13
BLACK,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,39
MIX,MALE,0,ILL,STRAY,OTHER,KITTN,30
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,10
OTHER,MALE,0,HEALTHY,STRAY,OTHER,KITTN,9
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,3
ORG_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,28
GRAY_N_WHITE,MALE,1,HEALTHY,OTHER,OTHER,SMALL,10
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,63
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,10
BRN_TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,23
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,25
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,36
