Type,Breed,Color,Sex,Size,Days in Shelter,Intake Type,Outcome Type,Intake Condition,Age,Encoded Color,Encoded Breed,Encoded Intake Condition,Encoded Size,Encoded Sex
CAT,DOMESTIC LH,BLACK,Neutered,SMALL,24,STRAY,ADOPTION,TREATABLE/REHAB,10,0,0,2,3,2
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,48,STRAY,ADOPTION,TREATABLE/REHAB,13,0,2,2,3,2
CAT,DOMESTIC SH,LYNX PT,Neutered,KITTN,2,STRAY,ADOPTION,HEALTHY,9,5,2,0,0,2
CAT,DOMESTIC LH,ORG TABBY/WHITE,Neutered,KITTN,6,STRAY,ADOPTION,HEALTHY,5,6,0,0,0,2
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,14,STRAY,ADOPTION,HEALTHY,6,5,2,0,0,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,14,STRAY,ADOPTION,HEALTHY,6,0,2,0,3,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,18,STRAY,ADOPTION,HEALTHY,7,0,2,0,0,2
CAT,SIAMESE/DOMESTIC SH,SEAL PT,Spayed,SMALL,34,STRAY,ADOPTION,HEALTHY,6,5,2,0,3,3
CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,KITTN,9,STRAY,ADOPTION,HEALTHY,8,6,1,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,28,STRAY,ADOPTION,HEALTHY,1,5,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,22,OWNER SURRENDER,ADOPTION,HEALTHY,4,5,2,0,0,2
CAT,DOMESTIC SH,BLUE CREAM/WHITE,Spayed,SMALL,25,STRAY,ADOPTION,HEALTHY,2,5,2,0,3,3
CAT,DOMESTIC MH,WHITE,Neutered,MED,40,STRAY,ADOPTION,TREATABLE/MANAGEABLE,8,7,1,1,2,2
CAT,DOMESTIC SH,CALICO,Spayed,KITTN,63,STRAY,ADOPTION,TREATABLE/REHAB,9,2,2,2,0,3
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,11,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,7,5,2,1,3,3
CAT,DOMESTIC MH,SEAL PT,Spayed,KITTN,49,STRAY,ADOPTION,HEALTHY,6,5,1,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,8,STRAY,ADOPTION,HEALTHY,3,5,2,0,0,2
CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,SMALL,35,OWNER SURRENDER,ADOPTION,HEALTHY,18,6,1,0,3,3
CAT,DOMESTIC SH,SLVR TABBY,Spayed,KITTN,12,TRANSFER,ADOPTION,HEALTHY,9,6,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,42,STRAY,ADOPTION,TREATABLE/REHAB,4,6,2,2,0,3
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,KITTN,27,OWNER SURRENDER,ADOPTION,HEALTHY,8,6,2,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,33,STRAY,ADOPTION,TREATABLE/REHAB,9,5,2,2,0,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,24,STRAY,ADOPTION,TREATABLE/REHAB,6,0,2,2,0,2
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,22,STRAY,ADOPTION,TREATABLE/MANAGEABLE,7,5,2,1,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,15,STRAY,ADOPTION,HEALTHY,4,6,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,10,TRANSFER,ADOPTION,HEALTHY,4,6,2,0,0,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,9,OWNER SURRENDER,ADOPTION,HEALTHY,6,0,2,0,0,2
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,60,STRAY,ADOPTION,TREATABLE/REHAB,4,5,2,2,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,46,OWNER SURRENDER,ADOPTION,HEALTHY,2,5,2,0,0,2
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,62,STRAY,ADOPTION,TREATABLE/REHAB,6,5,2,2,0,3
CAT,DOMESTIC SH,WHITE/ORANGE,Spayed,SMALL,51,CONFISCATE,ADOPTION,HEALTHY,1,5,2,0,3,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,4,STRAY,ADOPTION,HEALTHY,6,0,2,0,0,2
CAT,SIAMESE,LYNX PT,Spayed,KITTN,31,STRAY,ADOPTION,TREATABLE/REHAB,7,5,3,2,0,3
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,7,OWNER SURRENDER,ADOPTION,HEALTHY,6,3,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,49,STRAY,ADOPTION,TREATABLE/REHAB,8,6,2,2,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,21,OWNER SURRENDER,ADOPTION,HEALTHY,19,5,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,11,STRAY,ADOPTION,HEALTHY,4,6,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,90,OWNER SURRENDER,ADOPTION,HEALTHY,1,5,2,0,0,2
CAT,SIAMESE/MIX,TORTIE PT,Spayed,SMALL,22,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,12,5,3,1,3,3
CAT,DOMESTIC SH,WHITE/BLACK,Neutered,KITTN,22,STRAY,ADOPTION,TREATABLE/REHAB,9,5,2,2,0,2
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,11,STRAY,ADOPTION,HEALTHY,10,0,2,0,3,3
CAT,SIAMESE/MIX,SEAL PT/WHITE,Neutered,KITTN,7,OWNER SURRENDER,ADOPTION,UNKNOWN,3,5,3,3,0,2
CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,KITTN,21,STRAY,ADOPTION,HEALTHY,9,5,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,48,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,3
CAT,TURKISH VAN/MIX,WHITE/ORG TABBY,Spayed,SMALL,16,STRAY,ADOPTION,UNKNOWN,8,6,3,3,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,40,STRAY,ADOPTION,UNKNOWN,6,5,2,3,3,2
CAT,DOMESTIC SH,WHITE/BLACK,Neutered,KITTN,5,OWNER SURRENDER,ADOPTION,HEALTHY,7,5,2,0,0,2
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,77,STRAY,ADOPTION,HEALTHY,15,0,2,0,3,3
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,48,STRAY,ADOPTION,HEALTHY,10,5,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,46,STRAY,ADOPTION,TREATABLE/REHAB,4,6,2,2,0,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,14,OWNER SURRENDER,ADOPTION,HEALTHY,10,6,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,6,TRANSFER,ADOPTION,TREATABLE/REHAB,4,6,2,2,0,3
CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,KITTN,21,STRAY,ADOPTION,HEALTHY,9,6,1,0,0,3
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,21,TRANSFER,ADOPTION,TREATABLE/MANAGEABLE,9,6,2,1,3,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,56,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,8,6,2,2,0,2
CAT,DOMESTIC SH,WHITE/BLACK,Spayed,SMALL,30,OWNER SURRENDER,ADOPTION,HEALTHY,8,5,2,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,4,STRAY,ADOPTION,HEALTHY,6,5,2,0,0,2
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,61,STRAY,ADOPTION,HEALTHY,1,0,2,0,3,2
CAT,DOMESTIC MH,LYNX PT,Spayed,KITTN,2,STRAY,ADOPTION,HEALTHY,9,5,1,0,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,7,OWNER SURRENDER,ADOPTION,UNKNOWN,4,6,2,3,0,3
CAT,DOMESTIC LH,ORANGE,Neutered,X-LRG,24,ADOPTION RETURN,ADOPTION,HEALTHY,19,4,0,0,5,2
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,29,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,9,6,2,2,0,3
CAT,DOMESTIC SH,CALICO/GRAY,Spayed,KITTN,7,STRAY,ADOPTION,HEALTHY,5,5,2,0,0,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,27,STRAY,ADOPTION,HEALTHY,7,5,2,0,0,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,53,OWNER SURRENDER,ADOPTION,HEALTHY,11,0,2,0,3,3
CAT,DOMESTIC SH,BUFF,Neutered,LARGE,17,STRAY,ADOPTION,TREATABLE/REHAB,5,5,2,2,1,2
CAT,DOMESTIC MH,WHITE/BLACK,Neutered,KITTN,53,STRAY,ADOPTION,TREATABLE/REHAB,8,5,1,2,0,2
CAT,DOMESTIC SH,WHITE/GRAY,Spayed,KITTN,7,OWNER SURRENDER,ADOPTION,HEALTHY,6,5,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,15,STRAY,ADOPTION,UNKNOWN,6,5,2,3,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,8,OWNER SURRENDER,ADOPTION,HEALTHY,4,6,2,0,0,2
CAT,SNOWSHOE/MIX,SEAL PT,Spayed,KITTN,20,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,7,5,3,2,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,84,STRAY,ADOPTION,TREATABLE/REHAB,7,6,2,2,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,16,STRAY,ADOPTION,HEALTHY,5,6,2,0,0,3
CAT,DOMESTIC SH,ORANGE,Spayed,SMALL,20,TRANSFER,ADOPTION,TREATABLE/REHAB,12,4,2,2,3,3
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,SMALL,10,STRAY,ADOPTION,HEALTHY,8,6,2,0,3,2
CAT,DOMESTIC LH,BRN TABBY/WHITE,Neutered,KITTN,63,STRAY,ADOPTION,HEALTHY,7,6,0,0,0,2
CAT,DOMESTIC SH,WHITE/GRAY,Spayed,KITTN,27,STRAY,ADOPTION,TREATABLE/REHAB,7,5,2,2,0,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,115,STRAY,ADOPTION,TREATABLE/REHAB,9,0,2,2,3,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,7,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,5,OWNER SURRENDER,ADOPTION,HEALTHY,7,5,2,0,0,2
CAT,DOMESTIC LH,BRN TABBY,Spayed,SMALL,11,STRAY,ADOPTION,TREATABLE/MANAGEABLE,12,6,0,1,3,3
CAT,DOMESTIC SH,WHITE/BLACK,Neutered,KITTN,30,TRANSFER,ADOPTION,TREATABLE/MANAGEABLE,9,5,2,1,0,2
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,34,OWNER SURRENDER,ADOPTION,HEALTHY,10,0,2,0,3,3
CAT,DOMESTIC SH,GRAY,Spayed,KITTN,188,OWNER SURRENDER,ADOPTION,UNKNOWN,6,3,2,3,0,3
CAT,DOMESTIC SH,CALICO/WHITE,Spayed,KITTN,24,STRAY,ADOPTION,UNKNOWN,3,5,2,3,0,3
CAT,DOMESTIC SH,FLAME PT,Neutered,KITTN,8,OWNER SURRENDER,ADOPTION,HEALTHY,5,5,2,0,0,2
CAT,DOMESTIC LH,BLACK,Neutered,SMALL,18,ADOPTION RETURN,ADOPTION,HEALTHY,14,0,0,0,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,33,STRAY,ADOPTION,HEALTHY,22,5,2,0,3,3
CAT,DOMESTIC MH,GRAY/WHITE,Spayed,SMALL,32,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,9,5,1,1,3,3
CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,22,OWNER SURRENDER,ADOPTION,UNKNOWN,7,5,2,3,3,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,21,OWNER SURRENDER,ADOPTION,HEALTHY,2,6,2,0,0,2
CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,SMALL,37,STRAY,ADOPTION,UNKNOWN,2,6,1,3,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,6,STRAY,ADOPTION,HEALTHY,6,6,2,0,0,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,21,OWNER SURRENDER,ADOPTION,HEALTHY,4,0,2,0,0,2
CAT,DOMESTIC LH,TORTIE,Spayed,KITTN,48,STRAY,ADOPTION,HEALTHY,8,5,0,0,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,18,STRAY,ADOPTION,HEALTHY,8,6,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,34,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,6,6,2,2,0,3
CAT,DOMESTIC SH,WHITE/BRN TABBY,Spayed,SMALL,26,STRAY,ADOPTION,HEALTHY,8,6,2,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,32,STRAY,ADOPTION,HEALTHY,7,5,2,0,3,3
CAT,DOMESTIC SH,CHOCOLATE,Neutered,SMALL,18,STRAY,ADOPTION,HEALTHY,2,5,2,0,3,2
CAT,DOMESTIC SH,BLK TABBY/WHITE,Spayed,KITTN,2,OWNER SURRENDER,ADOPTION,HEALTHY,7,6,2,0,0,3
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,17,OWNER SURRENDER,ADOPTION,HEALTHY,6,6,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,99,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,15,5,2,1,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,7,OWNER SURRENDER,ADOPTION,HEALTHY,8,6,2,0,0,2
CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,37,STRAY,ADOPTION,UNKNOWN,3,6,2,3,3,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,32,STRAY,ADOPTION,HEALTHY,0,0,2,0,0,2
CAT,DOMESTIC MH,BLUE CREAM,Spayed,KITTN,9,STRAY,ADOPTION,HEALTHY,7,5,1,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,44,STRAY,ADOPTION,HEALTHY,2,6,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,36,STRAY,ADOPTION,TREATABLE/REHAB,7,6,2,2,0,2
CAT,DOMESTIC SH,ORANGE,Neutered,KITTN,53,STRAY,ADOPTION,TREATABLE/REHAB,8,4,2,2,0,2
CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,KITTN,9,STRAY,ADOPTION,HEALTHY,2,6,2,0,0,2
CAT,DOMESTIC MH,GRAY TABBY,Spayed,KITTN,44,STRAY,ADOPTION,TREATABLE/REHAB,9,6,1,2,0,3
CAT,SIAMESE,LYNX PT,Neutered,MED,19,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,15,5,3,1,2,2
CAT,DOMESTIC MH,GRAY/WHITE,Spayed,SMALL,22,OWNER SURRENDER,ADOPTION,HEALTHY,11,5,1,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,39,OWNER SURRENDER,ADOPTION,HEALTHY,0,6,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,39,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,3
CAT,DOMESTIC SH,SEAL PT,Spayed,KITTN,7,OWNER SURRENDER,ADOPTION,HEALTHY,5,5,2,0,0,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,14,OWNER SURRENDER,ADOPTION,UNKNOWN,5,0,2,3,0,2
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,16,OWNER SURRENDER,ADOPTION,HEALTHY,1,6,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,4,OWNER SURRENDER,ADOPTION,HEALTHY,9,6,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,13,OWNER SURRENDER,ADOPTION,HEALTHY,6,6,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,32,OWNER SURRENDER,ADOPTION,HEALTHY,1,5,2,0,0,3
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,4,OWNER SURRENDER,ADOPTION,UNKNOWN,6,6,2,3,0,2
CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,17,STRAY,ADOPTION,TREATABLE/MANAGEABLE,17,4,2,1,3,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,49,STRAY,ADOPTION,TREATABLE/MANAGEABLE,15,6,2,1,3,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,22,OWNER SURRENDER,ADOPTION,HEALTHY,8,0,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,8,TRANSFER,ADOPTION,HEALTHY,10,6,2,0,3,3
CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,SMALL,3,OWNER SURRENDER,ADOPTION,HEALTHY,9,6,1,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,21,STRAY,ADOPTION,HEALTHY,2,5,2,0,3,3
CAT,SIAMESE/MIX,BLUE PT,Spayed,SMALL,10,OWNER SURRENDER,ADOPTION,HEALTHY,10,5,3,0,3,3
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,5,ADOPTION RETURN,ADOPTION,HEALTHY,5,3,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,38,OWNER SURRENDER,ADOPTION,UNKNOWN,2,6,2,3,0,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,45,ADOPTION RETURN,ADOPTION,UNKNOWN,1,0,2,3,3,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,6,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,DOMESTIC MH,GRAY TABBY,Spayed,KITTN,22,OWNER SURRENDER,ADOPTION,UNKNOWN,2,6,1,3,0,3
CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,KITTN,29,STRAY,ADOPTION,UNKNOWN,6,6,1,3,0,2
CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,81,STRAY,ADOPTION,TREATABLE/REHAB,6,5,2,2,3,3
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,49,STRAY,ADOPTION,UNKNOWN,5,3,2,3,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,41,STRAY,ADOPTION,TREATABLE/REHAB,5,6,2,2,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,8,OWNER SURRENDER,ADOPTION,HEALTHY,7,5,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,43,STRAY,ADOPTION,TREATABLE/REHAB,6,6,2,2,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,11,STRAY,ADOPTION,HEALTHY,7,6,2,0,3,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,52,STRAY,ADOPTION,HEALTHY,7,0,2,0,0,2
CAT,DOMESTIC SH,WHITE/GRAY,Spayed,SMALL,21,OWNER SURRENDER,ADOPTION,HEALTHY,12,5,2,0,3,3
CAT,HIMALAYAN,FLAME PT,Neutered,SMALL,14,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,17,5,3,2,3,2
CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,91,OWNER SURRENDER,ADOPTION,HEALTHY,15,5,0,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,24,STRAY,ADOPTION,UNKNOWN,1,5,2,3,0,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,10,OWNER SURRENDER,ADOPTION,HEALTHY,9,0,2,0,0,2
CAT,DOMESTIC SH,LYNX PT/CREAM,Neutered,KITTN,18,STRAY,ADOPTION,UNKNOWN,2,5,2,3,0,2
CAT,DOMESTIC MH,BRN TABBY,Spayed,SMALL,73,STRAY,ADOPTION,TREATABLE/REHAB,9,6,1,2,3,3
CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,36,STRAY,ADOPTION,HEALTHY,11,5,0,0,3,3
CAT,DOMESTIC LH,LYNX PT,Spayed,SMALL,34,STRAY,ADOPTION,HEALTHY,9,5,0,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,5,CONFISCATE,ADOPTION,TREATABLE/REHAB,15,5,2,2,3,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,4,OWNER SURRENDER,ADOPTION,HEALTHY,15,0,2,0,3,3
CAT,DOMESTIC SH,SEAL PT,Spayed,KITTN,34,STRAY,ADOPTION,HEALTHY,0,5,2,0,0,3
CAT,DOMESTIC LH,BLACK/WHITE,Neutered,KITTN,45,STRAY,ADOPTION,TREATABLE/REHAB,8,5,0,2,0,2
CAT,DOMESTIC SH,WHITE/BLACK,Spayed,SMALL,31,STRAY,ADOPTION,HEALTHY,8,5,2,0,3,3
CAT,DOMESTIC SH,GRAY,Neutered,SMALL,8,OWNER SURRENDER,ADOPTION,HEALTHY,9,3,2,0,3,2
CAT,SIAMESE/MIX,LILAC PT/WHITE,Neutered,SMALL,14,OWNER SURRENDER,ADOPTION,HEALTHY,6,5,3,0,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,7,OWNER SURRENDER,ADOPTION,HEALTHY,4,5,2,0,0,2
CAT,DOMESTIC SH,WHITE/BLACK,Neutered,LARGE,7,STRAY,ADOPTION,HEALTHY,10,5,2,0,1,2
CAT,SIAMESE/MIX,LYNX PT,Spayed,SMALL,33,TRANSFER,ADOPTION,HEALTHY,9,5,3,0,3,3
CAT,DOMESTIC MH,BUFF,Neutered,KITTN,46,STRAY,ADOPTION,TREATABLE/REHAB,6,5,1,2,0,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,108,STRAY,ADOPTION,HEALTHY,9,0,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,11,STRAY,ADOPTION,HEALTHY,8,6,2,0,3,3
CAT,DOMESTIC MH,ORG TABBY,Neutered,KITTN,12,OWNER SURRENDER,ADOPTION,UNKNOWN,1,6,1,3,0,2
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,33,STRAY,ADOPTION,UNKNOWN,15,5,2,3,3,2
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,6,OWNER SURRENDER,ADOPTION,HEALTHY,6,6,2,0,3,2
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,KITTN,36,STRAY,ADOPTION,UNKNOWN,2,6,2,3,0,2
CAT,DOMESTIC MH,GRAY/WHITE,Spayed,KITTN,41,STRAY,ADOPTION,UNKNOWN,2,5,1,3,0,3
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,74,STRAY,ADOPTION,HEALTHY,1,0,2,0,0,3
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,11,OWNER SURRENDER,ADOPTION,HEALTHY,9,0,2,0,0,3
CAT,DOMESTIC SH,WHITE,Spayed,SMALL,44,OWNER SURRENDER,ADOPTION,HEALTHY,19,7,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,16,OWNER SURRENDER,ADOPTION,HEALTHY,4,6,2,0,0,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,76,STRAY,ADOPTION,TREATABLE/REHAB,10,0,2,2,3,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,29,STRAY,ADOPTION,TREATABLE/REHAB,9,6,2,2,0,2
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,0,ADOPTION RETURN,ADOPTION,HEALTHY,8,2,2,0,3,3
CAT,DOMESTIC SH,GRAY TABBY/BLUE CREAM,Spayed,KITTN,11,OWNER SURRENDER,ADOPTION,HEALTHY,6,6,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,32,STRAY,ADOPTION,HEALTHY,13,6,2,0,3,3
CAT,SIAMESE,SEAL PT,Neutered,KITTN,11,STRAY,ADOPTION,HEALTHY,7,5,3,0,0,2
CAT,SIAMESE,LYNX PT,Neutered,KITTN,5,STRAY,ADOPTION,HEALTHY,4,5,3,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,29,STRAY,ADOPTION,HEALTHY,4,5,2,0,0,3
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,59,STRAY,ADOPTION,TREATABLE/MANAGEABLE,15,5,2,1,3,2
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,18,STRAY,ADOPTION,HEALTHY,6,0,2,0,3,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,34,STRAY,ADOPTION,HEALTHY,9,0,2,0,0,2
CAT,DOMESTIC SH,WHITE/BLUE TABBY,Spayed,KITTN,24,CONFISCATE,ADOPTION,TREATABLE/MANAGEABLE,9,6,2,1,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,33,ADOPTION RETURN,ADOPTION,HEALTHY,7,5,2,0,0,2
CAT,DOMESTIC SH,TORTIE,Female,KITTN,78,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,1,5,2,2,0,0
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,10,STRAY,ADOPTION,HEALTHY,7,5,2,0,3,3
CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,11,OWNER SURRENDER,ADOPTION,HEALTHY,7,5,2,0,3,3
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,15,STRAY,ADOPTION,HEALTHY,9,3,2,0,0,2
CAT,DOMESTIC LH,BRN TABBY,Spayed,SMALL,10,STRAY,ADOPTION,HEALTHY,19,6,0,0,3,3
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,29,OWNER SURRENDER,ADOPTION,HEALTHY,0,5,2,0,3,3
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,8,STRAY,ADOPTION,HEALTHY,5,5,1,0,0,2
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,18,STRAY,ADOPTION,HEALTHY,5,5,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,56,STRAY,ADOPTION,TREATABLE/REHAB,8,6,2,2,0,2
CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,25,OWNER SURRENDER,ADOPTION,HEALTHY,8,5,0,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,59,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,13,6,2,1,3,3
