Type,Breed,Color,Sex,Size,Days in Shelter,Intake Type,Outcome Type,Intake Condition,Age,Encoded Color,Encoded Breed,Encoded Intake Condition,Encoded Size,Encoded Sex
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,15,OWNER SURRENDER,ADOPTION,HEALTHY,12,5,2,0,3,3
CAT,SIAMESE/MIX,LYNX PT,Spayed,KITTN,24,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,7,5,3,2,0,3
CAT,DOMESTIC MH,ORG TABBY,Neutered,KITTN,18,OWNER SURRENDER,ADOPTION,HEALTHY,2,6,1,0,0,2
CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,13,STRAY,ADOPTION,HEALTHY,9,6,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,14,OWNER SURRENDER,ADOPTION,HEALTHY,4,6,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,87,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,3,6,2,2,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,3,OWNER SURRENDER,ADOPTION,HEALTHY,5,5,2,0,0,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,51,STRAY,ADOPTION,TREATABLE/REHAB,8,5,2,2,0,3
CAT,HIMALAYAN,LILAC PT,Spayed,SMALL,31,TRANSFER,ADOPTION,HEALTHY,15,5,3,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,23,STRAY,ADOPTION,HEALTHY,6,5,2,0,0,3
CAT,DOMESTIC SH,GRAY,Spayed,KITTN,9,STRAY,ADOPTION,HEALTHY,4,3,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,11,ADOPTION RETURN,ADOPTION,HEALTHY,7,6,2,0,0,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,32,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,5,0,2,2,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,41,STRAY,ADOPTION,TREATABLE/REHAB,4,5,2,2,0,3
CAT,DOMESTIC SH,WHITE/GRAY,Spayed,SMALL,30,ADOPTION RETURN,ADOPTION,HEALTHY,12,5,2,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,35,STRAY,ADOPTION,HEALTHY,5,5,2,0,0,2
CAT,DOMESTIC SH,ORG TABBY,Spayed,KITTN,28,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,5,6,2,2,0,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,41,STRAY,ADOPTION,TREATABLE/REHAB,4,5,2,2,0,3
CAT,DOMESTIC SH,TORTIE/WHITE,Spayed,SMALL,15,STRAY,ADOPTION,HEALTHY,6,5,2,0,3,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,16,STRAY,ADOPTION,UNKNOWN,3,5,2,3,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,62,STRAY,ADOPTION,TREATABLE/REHAB,7,6,2,2,3,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,15,OWNER SURRENDER,ADOPTION,HEALTHY,8,6,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,2,ADOPTION RETURN,ADOPTION,UNKNOWN,5,6,2,3,0,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,14,STRAY,ADOPTION,HEALTHY,9,6,2,0,3,2
CAT,DOMESTIC SH,ORANGE,Neutered,KITTN,44,STRAY,ADOPTION,TREATABLE/REHAB,6,4,2,2,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,16,STRAY,ADOPTION,TREATABLE/REHAB,15,6,2,2,3,3
CAT,DOMESTIC LH,BRN TABBY/WHITE,Neutered,KITTN,6,STRAY,ADOPTION,HEALTHY,6,6,0,0,0,2
CAT,DOMESTIC SH,WHITE/GRAY,Spayed,KITTN,49,ADOPTION RETURN,ADOPTION,TREATABLE/MANAGEABLE,5,5,2,1,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,23,OWNER SURRENDER,ADOPTION,HEALTHY,5,5,2,0,0,2
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,7,OWNER SURRENDER,ADOPTION,HEALTHY,6,0,2,0,0,3
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,8,STRAY,ADOPTION,HEALTHY,8,6,2,0,0,3
CAT,DOMESTIC SH,BLUE CREAM,Spayed,KITTN,44,STRAY,ADOPTION,TREATABLE/REHAB,6,5,2,2,0,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,8,OWNER SURRENDER,ADOPTION,HEALTHY,6,0,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,27,STRAY,ADOPTION,HEALTHY,4,6,2,0,0,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,32,STRAY,ADOPTION,TREATABLE/REHAB,11,6,2,2,3,2
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,7,OWNER SURRENDER,ADOPTION,HEALTHY,5,6,2,0,0,2
CAT,SIAMESE,SEAL PT/WHITE,Spayed,SMALL,15,STRAY,ADOPTION,HEALTHY,8,5,3,0,3,3
CAT,DOMESTIC SH,TORTIE PT,Spayed,SMALL,10,OWNER SURRENDER,ADOPTION,HEALTHY,10,5,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,27,STRAY,ADOPTION,TREATABLE/REHAB,9,6,2,2,0,3
CAT,DOMESTIC MH,BLACK,Neutered,SMALL,18,STRAY,ADOPTION,HEALTHY,8,0,1,0,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,23,CONFISCATE,ADOPTION,HEALTHY,9,5,2,0,0,2
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,9,STRAY,ADOPTION,HEALTHY,7,5,2,0,0,2
CAT,SIAMESE/MIX,BLUE PT/WHITE,Neutered,SMALL,29,OWNER SURRENDER,ADOPTION,HEALTHY,21,5,3,0,3,2
CAT,DOMESTIC LH,ORG TABBY,Neutered,SMALL,64,STRAY,ADOPTION,HEALTHY,7,6,0,0,3,2
CAT,SIAMESE,SEAL PT,Neutered,SMALL,40,CONFISCATE,ADOPTION,UNKNOWN,1,5,3,3,3,2
CAT,DOMESTIC SH,BUFF/WHITE,Neutered,SMALL,23,CONFISCATE,ADOPTION,HEALTHY,1,5,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY/TORTIE,Spayed,SMALL,14,STRAY,ADOPTION,HEALTHY,8,6,2,0,3,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,63,STRAY,ADOPTION,TREATABLE/REHAB,4,5,2,2,0,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,13,OWNER SURRENDER,ADOPTION,HEALTHY,8,0,2,0,3,2
CAT,SIAMESE/MIX,BLUE PT/WHITE,Male,SMALL,7,STRAY,ADOPTION,UNKNOWN,6,5,3,3,3,1
CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,KITTN,7,OWNER SURRENDER,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,DOMESTIC MH,ORG TABBY,Neutered,KITTN,2,STRAY,ADOPTION,HEALTHY,8,6,1,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,8,OWNER SURRENDER,ADOPTION,HEALTHY,5,5,2,0,0,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,19,STRAY,ADOPTION,HEALTHY,6,0,2,0,0,2
CAT,DOMESTIC LH,BLACK,Neutered,KITTN,14,STRAY,ADOPTION,UNKNOWN,5,0,0,3,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,29,STRAY,ADOPTION,HEALTHY,15,5,2,0,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,21,STRAY,ADOPTION,TREATABLE/REHAB,4,5,2,2,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,15,OWNER SURRENDER,ADOPTION,HEALTHY,4,6,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,4,OWNER SURRENDER,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,38,STRAY,ADOPTION,TREATABLE/REHAB,7,3,2,2,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,4,OWNER SURRENDER,ADOPTION,HEALTHY,8,6,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,36,STRAY,ADOPTION,UNKNOWN,5,6,2,3,3,2
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,150,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,17,0,2,1,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,16,ADOPTION RETURN,ADOPTION,HEALTHY,8,6,2,0,0,3
CAT,DOMESTIC MH,BLACK/WHITE,Spayed,KITTN,17,OWNER SURRENDER,ADOPTION,UNKNOWN,5,5,1,3,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,34,STRAY,ADOPTION,HEALTHY,5,5,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,17,OWNER SURRENDER,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,40,STRAY,ADOPTION,TREATABLE/REHAB,5,6,2,2,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,68,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,3,6,2,2,0,2
CAT,SIAMESE,BLUE PT,Neutered,SMALL,13,STRAY,ADOPTION,TREATABLE/MANAGEABLE,5,5,3,1,3,2
CAT,SIAMESE/MIX,LYNX PT,Neutered,SMALL,19,QUARANTINE,ADOPTION,HEALTHY,6,5,3,0,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,13,STRAY,ADOPTION,HEALTHY,6,5,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,66,STRAY,ADOPTION,HEALTHY,9,6,2,0,0,3
CAT,DOMESTIC SH,LYNX PT,Spayed,KITTN,38,STRAY,ADOPTION,TREATABLE/REHAB,7,5,2,2,0,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,19,STRAY,ADOPTION,HEALTHY,7,0,2,0,3,3
CAT,SIAMESE/MIX,BLUE CREAM,Neutered,SMALL,51,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,9,5,3,1,3,2
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,13,OWNER SURRENDER,ADOPTION,HEALTHY,15,6,2,0,3,2
CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,SMALL,22,STRAY,ADOPTION,HEALTHY,3,6,1,0,3,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,9,OWNER SURRENDER,ADOPTION,UNKNOWN,12,6,2,3,3,3
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,45,STRAY,ADOPTION,HEALTHY,1,2,2,0,3,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,9,STRAY,ADOPTION,HEALTHY,11,6,2,0,3,2
CAT,DOMESTIC MH,GRAY TABBY,Neutered,KITTN,7,OWNER SURRENDER,ADOPTION,UNKNOWN,2,6,1,3,0,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,57,STRAY,ADOPTION,UNKNOWN,0,0,2,3,0,2
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,28,STRAY,ADOPTION,HEALTHY,11,0,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,15,STRAY,ADOPTION,HEALTHY,1,6,2,0,3,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,37,STRAY,ADOPTION,UNKNOWN,6,5,2,3,0,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,83,STRAY,ADOPTION,TREATABLE/REHAB,7,6,2,2,0,2
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,53,STRAY,ADOPTION,HEALTHY,9,6,2,0,0,3
CAT,DOMESTIC SH,GRAY,Spayed,KITTN,2,STRAY,ADOPTION,HEALTHY,9,3,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,39,STRAY,ADOPTION,TREATABLE/REHAB,7,5,2,2,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,31,STRAY,ADOPTION,TREATABLE/REHAB,5,6,2,2,0,2
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,43,QUARANTINE,ADOPTION,HEALTHY,4,0,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,30,STRAY,ADOPTION,UNKNOWN,5,6,2,3,3,3
CAT,DOMESTIC MH,ORG TABBY/WHITE,Neutered,KITTN,59,STRAY,ADOPTION,UNKNOWN,4,6,1,3,0,2
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,12,OWNER SURRENDER,ADOPTION,HEALTHY,5,6,2,0,0,2
CAT,DOMESTIC LH,BLACK/WHITE,Neutered,SMALL,17,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,18,5,0,1,3,2
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,15,OWNER SURRENDER,ADOPTION,HEALTHY,7,6,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,23,STRAY,ADOPTION,HEALTHY,5,6,2,0,0,3
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,SMALL,8,STRAY,ADOPTION,UNKNOWN,4,6,2,3,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,7,STRAY,ADOPTION,HEALTHY,6,5,2,0,0,2
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,45,STRAY,ADOPTION,HEALTHY,7,5,1,0,0,2
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,9,STRAY,ADOPTION,HEALTHY,5,5,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,14,STRAY,ADOPTION,HEALTHY,7,6,2,0,3,2
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,20,OWNER SURRENDER,ADOPTION,HEALTHY,17,0,2,0,3,2
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,13,OWNER SURRENDER,ADOPTION,HEALTHY,5,0,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY/TORTIE,Spayed,KITTN,17,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,3
CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,71,STRAY,ADOPTION,HEALTHY,11,6,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,40,STRAY,ADOPTION,TREATABLE/REHAB,9,6,2,2,0,3
CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,SMALL,11,STRAY,ADOPTION,HEALTHY,8,6,1,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,5,STRAY,ADOPTION,HEALTHY,4,6,2,0,3,2
CAT,DOMESTIC MH,BLACK,Neutered,KITTN,7,STRAY,ADOPTION,HEALTHY,6,0,1,0,0,2
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,5,OWNER SURRENDER,ADOPTION,HEALTHY,8,0,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,29,STRAY,ADOPTION,TREATABLE/REHAB,9,6,2,2,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,7,STRAY,ADOPTION,HEALTHY,5,6,2,0,0,2
CAT,DOMESTIC SH,GRAY,Neutered,MED,3,OWNER SURRENDER,ADOPTION,HEALTHY,9,3,2,0,2,2
CAT,DOMESTIC SH,WHITE/CALICO,Spayed,KITTN,11,OWNER SURRENDER,ADOPTION,HEALTHY,4,5,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,17,STRAY,ADOPTION,HEALTHY,4,5,2,0,0,3
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,KITTN,16,STRAY,ADOPTION,HEALTHY,9,5,2,0,0,2
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,7,STRAY,ADOPTION,UNKNOWN,5,6,2,3,0,3
CAT,DOMESTIC SH,LYNX PT,Neutered,KITTN,9,STRAY,ADOPTION,HEALTHY,0,5,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,32,STRAY,ADOPTION,HEALTHY,10,6,2,0,3,3
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,6,OWNER SURRENDER,ADOPTION,HEALTHY,9,6,2,0,0,3
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,16,STRAY,ADOPTION,HEALTHY,2,2,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,29,STRAY,ADOPTION,TREATABLE/REHAB,7,6,2,2,0,2
CAT,BURMESE,BROWN,Spayed,SMALL,33,STRAY,ADOPTION,TREATABLE/REHAB,9,1,3,2,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,56,STRAY,ADOPTION,TREATABLE/REHAB,9,5,2,2,3,2
CAT,DOMESTIC SH,BLK TABBY/WHITE,Neutered,KITTN,52,STRAY,ADOPTION,TREATABLE/REHAB,7,6,2,2,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,24,OWNER SURRENDER,ADOPTION,HEALTHY,2,6,2,0,0,2
CAT,DOMESTIC SH,CALICO,Spayed,KITTN,6,OWNER SURRENDER,ADOPTION,HEALTHY,8,2,2,0,0,3
CAT,DOMESTIC SH,WHITE,Neutered,KITTN,47,STRAY,ADOPTION,TREATABLE/REHAB,6,7,2,2,0,2
CAT,SIAMESE,SEAL PT,Spayed,SMALL,13,OWNER SURRENDER,ADOPTION,UNTREATABLE,8,5,3,4,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,32,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,42,STRAY,ADOPTION,UNKNOWN,4,6,2,3,0,3
CAT,DOMESTIC MH,WHITE/BLACK,Spayed,KITTN,42,STRAY,ADOPTION,HEALTHY,8,5,1,0,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,47,STRAY,ADOPTION,HEALTHY,9,6,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,15,OWNER SURRENDER,ADOPTION,HEALTHY,5,6,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,8,OWNER SURRENDER,ADOPTION,HEALTHY,8,6,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,68,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,3,6,2,2,0,2
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,7,OWNER SURRENDER,ADOPTION,HEALTHY,13,5,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,59,STRAY,ADOPTION,TREATABLE/REHAB,9,6,2,2,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,36,STRAY,ADOPTION,TREATABLE/REHAB,6,6,2,2,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,62,OWNER SURRENDER,ADOPTION,HEALTHY,1,5,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,17,STRAY,ADOPTION,HEALTHY,8,5,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,81,STRAY,ADOPTION,TREATABLE/REHAB,8,6,2,2,0,3
CAT,DOMESTIC MH,BLACK/WHITE,Spayed,KITTN,86,STRAY,ADOPTION,HEALTHY,9,5,1,0,0,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,11,ADOPTION RETURN,ADOPTION,HEALTHY,9,6,2,0,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,9,OWNER SURRENDER,ADOPTION,HEALTHY,7,5,2,0,0,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,25,STRAY,ADOPTION,HEALTHY,8,0,2,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,8,STRAY,ADOPTION,HEALTHY,7,5,2,0,0,2
CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,SMALL,58,STRAY,ADOPTION,HEALTHY,6,6,2,0,3,2
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,26,OWNER SURRENDER,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,DOMESTIC SH,BUFF/WHITE,Neutered,SMALL,6,ADOPTION RETURN,ADOPTION,HEALTHY,11,5,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,9,OWNER SURRENDER,ADOPTION,HEALTHY,6,6,2,0,0,2
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,51,STRAY,ADOPTION,TREATABLE/REHAB,7,5,2,2,0,3
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,21,STRAY,ADOPTION,HEALTHY,5,6,2,0,3,2
CAT,DOMESTIC SH,BLK TABBY,Neutered,SMALL,61,TRANSFER,ADOPTION,HEALTHY,9,6,2,0,3,2
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,24,OWNER SURRENDER,ADOPTION,HEALTHY,15,0,2,0,3,2
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,9,ADOPTION RETURN,ADOPTION,HEALTHY,13,6,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,8,STRAY,ADOPTION,UNKNOWN,4,6,2,3,3,3
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,72,STRAY,ADOPTION,TREATABLE/REHAB,4,5,2,2,0,2
CAT,DOMESTIC SH,GRAY,Spayed,KITTN,64,STRAY,ADOPTION,TREATABLE/REHAB,6,3,2,2,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,36,STRAY,ADOPTION,TREATABLE/REHAB,9,5,2,2,3,2
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,36,STRAY,ADOPTION,HEALTHY,6,0,2,0,0,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,64,STRAY,ADOPTION,TREATABLE/REHAB,6,6,2,2,0,2
CAT,DOMESTIC SH,BLK TABBY,Neutered,KITTN,43,STRAY,ADOPTION,TREATABLE/REHAB,6,6,2,2,0,2
CAT,DOMESTIC SH,CALICO,Spayed,KITTN,14,OWNER SURRENDER,ADOPTION,UNKNOWN,4,2,2,3,0,3
CAT,DOMESTIC SH,CALICO/BRN TABBY,Spayed,SMALL,15,OWNER SURRENDER,ADOPTION,HEALTHY,7,6,2,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,37,STRAY,ADOPTION,HEALTHY,11,5,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,9,STRAY,ADOPTION,HEALTHY,9,6,2,0,0,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,16,STRAY,ADOPTION,HEALTHY,9,0,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,19,STRAY,ADOPTION,UNKNOWN,6,6,2,3,3,3
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,8,OWNER SURRENDER,ADOPTION,HEALTHY,5,5,1,0,0,2
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,SMALL,8,OWNER SURRENDER,ADOPTION,HEALTHY,10,6,2,0,3,3
CAT,SIAMESE/MIX,FLAME PT,Neutered,KITTN,17,STRAY,ADOPTION,UNKNOWN,9,5,3,3,0,2
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,6,STRAY,ADOPTION,HEALTHY,9,5,1,0,0,2
CAT,DOMESTIC LH,BRN TABBY/WHITE,Neutered,SMALL,56,STRAY,ADOPTION,HEALTHY,9,6,0,0,3,2
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,8,OWNER SURRENDER,ADOPTION,HEALTHY,6,3,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,10,STRAY,ADOPTION,HEALTHY,8,6,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,28,OWNER SURRENDER,ADOPTION,HEALTHY,8,6,2,0,3,3
CAT,DOMESTIC MH,BLACK,Neutered,KITTN,72,STRAY,ADOPTION,TREATABLE/REHAB,6,0,1,2,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,1,ADOPTION RETURN,ADOPTION,HEALTHY,6,5,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,11,OWNER SURRENDER,ADOPTION,HEALTHY,9,6,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,17,STRAY,ADOPTION,HEALTHY,8,6,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,258,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,11,6,2,1,3,3
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,8,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,3
CAT,BURMESE/MIX,CHOCOLATE,Neutered,KITTN,49,STRAY,ADOPTION,TREATABLE/REHAB,4,5,3,2,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,38,OWNER SURRENDER,ADOPTION,HEALTHY,7,5,2,0,0,3
CAT,DOMESTIC SH,SEAL PT,Spayed,SMALL,54,STRAY,ADOPTION,TREATABLE/REHAB,10,5,2,2,3,3
CAT,DOMESTIC MH,BLACK,Spayed,KITTN,29,STRAY,ADOPTION,HEALTHY,7,0,1,0,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,14,STRAY,ADOPTION,HEALTHY,6,6,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,9,OWNER SURRENDER,ADOPTION,UNKNOWN,4,6,2,3,0,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,73,STRAY,ADOPTION,TREATABLE/MANAGEABLE,11,6,2,1,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,38,CONFISCATE,ADOPTION,HEALTHY,5,5,2,0,0,2
CAT,HIMALAYAN,SEAL PT,Neutered,SMALL,37,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,15,5,3,1,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,24,STRAY,ADOPTION,HEALTHY,6,5,2,0,0,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,25,STRAY,ADOPTION,TREATABLE/REHAB,5,0,2,2,3,2
CAT,DOMESTIC MH,GRAY TABBY,Spayed,SMALL,15,OWNER SURRENDER,ADOPTION,HEALTHY,2,6,1,0,3,3
CAT,SIAMESE,LYNX PT,Spayed,KITTN,17,OWNER SURRENDER,ADOPTION,HEALTHY,8,5,3,0,0,3
CAT,DOMESTIC SH,GRAY,Spayed,KITTN,28,STRAY,ADOPTION,UNKNOWN,4,3,2,3,0,3
