intake_type,intake_condition,sex_intake,age_intake,breed,color,sex_outcome,age_outcome,stay_length
1,7,1,24,2,0,2,24,6
3,7,0,12,2,2,3,48,102
1,7,2,12,2,2,2,12,15
1,7,0,12,2,8,3,12,241
3,7,1,24,2,2,2,24,6
3,7,0,12,2,6,3,12,5
3,7,0,48,3,5,3,48,117
3,7,0,36,2,0,3,36,90
3,7,1,12,2,2,2,24,4
3,7,0,12,2,2,3,24,43
3,7,1,24,2,2,2,24,5
3,7,1,12,2,2,2,24,31
1,7,2,120,2,2,2,120,65
2,7,2,24,2,2,2,24,106
3,7,0,48,2,3,3,24,54
3,8,0,24,2,2,3,60,156
3,7,1,12,2,1,2,24,7
3,7,1,12,2,8,2,24,10
3,7,2,96,1,8,2,96,4
3,2,1,12,2,4,2,12,7
3,7,0,12,2,3,0,12,3
3,7,0,48,1,1,3,48,6
3,7,0,36,2,2,3,24,57
3,7,1,48,2,4,1,24,48
3,7,0,24,2,0,3,36,40
3,7,1,12,2,2,2,24,43
1,7,2,60,3,2,2,60,10
1,7,0,12,2,8,0,12,2
3,7,2,24,0,2,2,24,5
3,7,0,12,3,1,3,24,13
3,7,0,24,2,0,3,24,5
3,7,3,48,3,5,3,48,100
3,7,1,36,2,4,2,24,45
3,7,0,48,0,2,3,12,30
3,7,1,24,2,1,2,24,5
3,7,1,12,2,0,2,36,88
3,3,1,36,1,4,2,36,18
3,7,0,12,2,8,3,60,101
3,7,1,96,2,1,2,96,5
3,3,0,12,2,2,3,12,10
3,7,0,12,2,2,3,96,202
3,7,0,12,3,5,3,48,71
1,7,3,36,3,5,3,36,4
3,7,1,48,2,2,2,12,28
1,7,3,60,0,5,3,60,5
3,8,1,24,2,5,2,48,113
2,7,3,96,2,4,3,96,22
3,11,1,36,2,4,2,60,131
3,3,0,72,0,4,3,108,108
3,7,1,24,2,1,2,24,5
3,7,1,24,2,2,2,24,56
3,7,1,12,2,8,2,12,4
1,7,2,60,2,1,2,60,28
1,7,0,24,2,5,3,24,3
1,7,2,48,2,0,2,48,7
1,7,1,12,2,2,2,24,18
3,7,2,24,2,2,2,24,28
3,7,0,72,2,2,3,36,96
1,7,1,24,1,4,2,36,25
3,7,1,24,2,0,2,24,12
3,7,1,12,2,4,2,12,4
3,7,3,84,0,2,3,96,97
3,7,1,36,2,4,2,24,52
1,7,1,48,2,1,2,24,45
3,7,1,48,0,0,1,12,21
3,7,1,12,2,2,2,24,6
3,7,0,36,2,2,3,36,6
3,7,0,12,2,4,3,12,153
3,7,1,12,2,4,2,24,76
3,7,2,24,2,8,2,24,9
3,11,2,36,2,4,2,36,14
3,7,0,12,2,2,3,72,154
3,3,1,60,1,1,2,12,240
1,7,0,96,2,2,3,12,127
3,7,0,48,2,4,3,24,61
3,7,1,24,2,0,2,48,1483
3,7,0,36,2,2,3,24,43
3,7,0,12,2,0,3,24,46
3,7,0,12,2,0,3,24,48
3,7,0,36,1,3,3,24,51
1,7,0,12,2,1,3,24,1
3,7,0,36,2,7,3,36,5
3,3,2,48,2,0,2,60,475
3,7,0,12,2,3,3,24,44
1,7,0,48,2,5,3,24,73
1,7,1,36,1,4,2,36,3
3,7,1,24,2,5,2,24,9
3,7,0,12,2,2,3,36,68
3,7,1,12,2,0,2,24,31
1,7,3,72,2,2,3,120,1469
3,7,0,36,2,6,3,24,46
1,7,0,60,2,0,3,60,10
3,11,1,48,1,2,2,12,30
1,7,0,24,2,6,3,24,14
3,7,0,48,2,2,3,36,70
3,7,3,48,3,5,3,48,12
3,7,1,24,1,1,2,24,5
3,7,1,12,2,0,2,24,48
3,7,1,24,1,2,2,48,133
3,7,0,48,1,2,3,24,54
3,7,3,48,2,7,3,48,6
3,7,1,12,2,8,2,24,4
1,7,0,24,2,0,3,24,7
3,7,0,24,3,5,3,24,318
3,7,0,12,2,1,3,12,51
3,3,1,24,2,1,2,24,7
3,7,0,12,2,7,3,48,117
1,7,1,48,2,0,2,96,139
3,7,0,48,2,2,3,24,43
1,7,3,36,2,7,3,36,35
3,7,1,12,2,2,2,24,29
3,3,1,36,0,0,2,48,26
2,7,0,48,2,8,3,48,12
3,7,2,72,2,0,2,72,17
3,7,0,12,2,0,3,12,64
1,7,1,24,2,0,2,24,11
3,7,1,36,2,0,2,24,45
2,7,1,24,3,5,2,24,25
1,7,1,24,2,8,2,36,3
3,3,0,48,1,0,3,60,13
3,7,0,24,2,7,3,24,16
3,7,1,12,2,2,2,24,40
3,7,0,12,2,2,3,24,36
3,7,0,0,2,7,3,24,81
3,7,1,24,2,2,2,24,8
3,7,0,24,2,2,3,36,95
3,7,1,12,2,4,2,24,4
3,7,1,12,2,0,2,36,55
3,3,0,36,2,2,3,36,23
3,7,1,48,2,0,2,48,91
3,7,3,12,2,0,3,120,270
3,7,1,48,2,2,2,72,175
1,7,1,12,2,4,2,24,4
3,7,0,36,2,8,3,108,298
1,7,1,12,2,5,2,12,149
3,3,1,24,2,8,2,24,7
3,7,2,48,0,1,2,48,15
1,7,0,24,2,3,3,24,2
1,7,2,12,2,0,2,12,14
3,7,1,48,2,2,2,48,4
3,7,0,12,2,4,3,24,22
1,7,0,60,2,0,0,60,2
3,7,1,24,2,1,2,24,6
3,7,1,24,2,4,2,24,11
3,7,1,12,2,0,2,24,4
3,7,0,24,2,2,3,24,16
3,7,0,12,2,8,3,24,36
3,7,0,36,2,6,3,24,42
3,7,0,12,0,0,3,24,30
1,7,1,84,2,0,2,84,3
1,7,1,48,2,0,2,60,25
3,7,0,12,2,1,0,12,14
3,7,0,36,2,6,3,36,14
3,7,1,24,2,2,2,24,4
3,7,1,24,2,4,2,24,6
3,7,3,12,2,5,3,24,475
1,7,3,96,2,6,3,168,2237
3,7,0,48,2,2,3,36,77
1,7,0,12,2,0,3,24,27
3,7,1,12,2,2,2,24,6
1,7,3,36,2,2,3,36,15
1,7,0,24,2,1,3,36,10
3,7,0,24,2,6,3,24,16
3,7,0,48,2,2,0,12,29
2,7,1,24,2,2,2,24,126
1,7,0,12,2,1,0,24,13
3,7,0,48,2,0,3,36,74
3,7,1,12,2,0,2,12,17
3,11,1,48,2,4,2,36,62
1,7,3,48,2,4,3,60,23
1,7,0,24,1,3,3,24,18
1,7,2,60,2,1,2,72,9
1,7,0,48,2,0,3,60,3
3,7,0,36,2,1,3,24,49
3,7,0,12,2,2,3,36,62
3,7,1,48,1,2,2,24,47
3,7,0,36,2,2,3,24,44
3,7,2,72,2,4,2,72,26
1,7,0,24,2,0,3,24,8
1,7,3,120,2,1,3,120,88
3,7,0,12,2,6,3,36,60
1,7,2,96,2,2,2,96,44
3,7,1,12,2,0,2,12,61
3,7,1,12,2,4,2,48,71
1,7,1,24,2,2,2,24,5
3,11,1,12,2,1,2,12,602
3,7,1,12,1,2,2,24,48
1,7,3,72,2,2,3,72,2
3,7,0,24,2,0,3,36,30
1,7,2,96,2,2,2,96,15
1,7,3,192,0,0,3,192,15
3,7,0,12,0,0,3,24,36
1,7,2,24,2,1,2,24,7
1,7,1,36,2,1,2,36,78
3,7,3,24,2,2,3,24,7
1,7,0,60,2,3,3,60,2
1,7,0,48,2,1,3,48,8
1,7,0,12,2,4,3,24,24
3,7,1,36,2,4,2,24,51
3,7,1,60,2,0,2,60,6
3,7,1,12,1,4,2,12,5
3,8,1,36,2,2,2,24,46
1,7,0,36,3,5,3,36,93
3,7,0,48,2,2,3,24,40
1,7,2,72,2,8,2,72,29
3,7,0,48,2,0,3,24,38
3,7,1,12,1,4,2,24,29
3,7,0,12,3,5,3,24,3
3,7,0,48,2,7,3,36,82
3,7,0,12,0,1,3,24,30
3,7,1,36,2,4,2,12,27
3,7,0,24,2,2,3,24,26
3,7,0,36,1,7,3,24,52
1,7,0,72,2,0,3,72,11
3,7,3,156,2,4,3,156,58
3,7,0,12,2,7,0,36,50
3,7,1,24,2,5,1,24,70
3,7,0,12,3,2,3,24,22
3,3,0,12,2,1,3,12,4
2,7,1,24,2,5,2,36,5
3,7,1,48,2,4,2,48,5
3,7,1,36,2,0,2,24,45
3,7,0,12,2,2,3,24,72
1,7,0,60,2,0,3,60,13
1,7,2,96,0,4,2,96,2
3,7,1,24,2,8,2,60,79
3,7,0,12,2,4,3,24,32
3,7,1,12,2,0,1,24,15
3,7,0,12,2,2,3,24,7
3,7,0,12,0,2,3,24,32
1,7,1,12,2,4,2,24,5
3,8,1,24,2,0,2,36,102
3,8,0,12,2,4,3,12,59
1,7,2,72,2,1,2,72,31
1,7,0,12,2,2,3,12,92
3,7,3,84,2,2,3,84,49
3,7,1,48,2,0,2,24,34
3,7,0,12,2,0,3,12,22
3,7,0,12,2,4,3,24,25
3,7,1,24,2,2,2,24,8
3,7,0,24,2,4,3,36,15
3,8,0,36,2,3,3,36,75
3,7,2,96,1,2,2,96,173
1,7,2,12,0,0,2,12,5
3,7,3,84,3,0,3,96,31
3,8,0,24,2,5,3,36,103
1,7,1,24,2,0,2,24,7
3,7,0,36,2,1,3,36,4
1,7,2,72,1,2,2,72,81
1,7,2,108,2,1,2,108,38
3,7,1,24,2,1,2,24,6
3,7,2,24,2,5,2,24,32
3,7,2,24,2,8,2,24,9
3,7,0,24,3,5,3,24,4
3,7,1,12,2,0,2,24,44
1,7,1,24,2,1,2,24,6
3,7,0,24,2,7,3,36,75
3,7,0,12,2,8,3,12,23
3,7,0,120,2,1,3,120,4
3,7,0,36,2,2,3,36,5
3,7,1,24,2,2,2,24,51
3,7,0,12,2,0,3,24,16
3,7,0,60,2,2,3,12,26
1,7,0,12,0,0,3,12,5
3,7,0,24,2,6,0,24,5
3,7,1,12,2,4,2,60,141
1,7,2,96,2,1,2,96,12
1,7,1,72,3,5,2,84,2
3,7,0,12,2,7,3,24,17
3,7,2,84,3,5,2,84,11
3,7,1,48,2,4,2,24,59
1,7,3,108,2,6,3,108,85
3,8,0,48,2,1,0,24,37
3,8,0,36,3,5,3,24,51
1,3,1,60,2,2,2,60,18
3,7,0,36,2,2,3,36,99
3,7,1,12,2,2,2,36,62
3,7,0,12,1,0,3,24,43
3,3,0,12,2,0,3,12,67
3,7,1,12,2,1,2,24,39
1,7,0,12,2,7,3,48,97
3,7,1,24,2,4,2,24,5
3,7,1,12,2,5,2,24,68
3,7,1,12,2,0,2,24,26
3,7,0,12,2,2,3,24,28
3,7,1,12,2,2,2,60,120
3,7,1,48,2,1,2,24,51
3,7,2,36,2,5,2,36,6
3,7,1,12,3,5,2,12,4
3,7,1,12,2,2,2,36,88
3,7,0,12,2,0,3,24,4
3,7,1,36,2,2,2,24,56
1,7,0,36,2,0,3,24,44
3,7,3,60,2,0,3,60,23
1,7,1,60,2,8,2,60,15
3,7,1,36,2,0,2,24,58
3,3,1,24,2,2,2,36,43
3,7,1,48,2,4,2,24,50
3,7,0,48,1,6,3,24,57
3,7,1,48,2,1,1,48,5
1,7,3,36,2,3,3,36,2
3,7,0,60,2,0,3,60,4
1,7,0,72,1,3,3,72,5
3,7,0,12,2,0,3,24,5
3,7,0,12,0,0,3,48,97
1,7,0,120,2,2,3,120,14
3,7,0,12,2,2,3,24,5
3,7,0,36,2,0,0,36,89
3,7,1,12,2,4,2,24,9
3,7,1,24,1,4,2,60,72
3,7,0,12,3,5,3,24,30
3,3,0,24,2,2,0,12,39
3,7,0,60,2,0,3,60,8
3,8,1,12,1,2,2,24,25
3,7,1,12,1,2,2,24,23
1,7,0,48,2,2,3,48,2
1,7,1,12,3,5,2,24,3
3,7,0,36,2,7,3,24,47
3,7,0,12,2,3,3,36,60
3,8,1,36,2,0,2,12,38
3,7,0,24,2,1,3,24,8
3,7,0,12,2,5,3,36,55
3,7,1,12,1,4,2,24,62
1,7,0,12,2,1,0,12,14
3,7,2,36,2,0,2,36,32
1,7,2,108,3,5,2,108,1
1,7,1,24,1,1,2,24,2
3,7,0,48,2,7,3,24,59
1,7,2,120,2,2,2,120,8
1,7,1,72,2,2,2,72,27
3,7,2,36,2,0,2,36,6
3,7,0,36,2,1,3,24,53
1,7,0,72,2,8,3,72,8
3,3,0,24,2,3,3,48,59
3,7,1,12,3,5,2,24,4
3,7,3,12,2,2,3,12,365
3,7,0,36,2,2,3,48,10
3,3,1,12,2,0,2,36,64
3,7,1,12,3,5,1,24,9
3,7,0,12,2,6,3,24,48
1,7,2,12,2,8,2,12,12
1,7,1,12,2,1,2,12,22
3,7,3,72,2,0,3,72,36
1,7,3,48,2,7,3,48,55
3,8,1,36,2,0,2,24,40
3,7,0,36,2,6,3,24,52
1,7,3,24,1,0,3,24,107
3,7,0,12,2,2,3,24,31
3,7,1,12,2,0,2,24,10
3,7,1,12,3,5,1,24,5
3,7,1,48,2,1,2,48,4
3,7,0,12,1,3,0,12,4
3,7,0,12,2,1,3,24,22
1,7,1,12,2,1,2,36,44
3,7,0,12,2,1,3,12,88
3,7,1,24,2,2,2,36,14
1,7,0,36,2,4,0,36,1
3,7,1,48,2,0,2,36,71
1,7,0,12,3,5,3,24,31
3,7,1,12,2,1,2,24,27
3,7,0,0,2,2,3,36,95
3,7,0,12,3,2,3,24,52
3,7,0,12,2,6,3,12,132
1,7,0,24,2,1,0,36,2
3,7,0,48,2,2,3,36,72
3,7,0,48,2,7,3,36,86
3,7,1,12,2,2,2,24,19
3,11,1,36,2,8,2,48,9
1,7,0,60,1,1,3,60,5
3,7,1,12,3,5,2,24,6
1,7,3,84,3,5,3,84,28
3,7,0,12,2,7,3,24,43
1,7,0,12,2,5,3,24,17
3,7,1,36,2,2,2,24,36
1,7,2,96,3,8,2,96,41
3,7,1,12,2,5,2,24,20
3,7,1,12,2,0,2,60,98
1,7,1,12,1,0,1,24,7
1,7,1,12,3,5,2,12,49
3,7,1,24,2,0,2,24,10
1,7,1,12,2,2,1,24,1
1,7,1,24,2,2,2,24,9
3,7,0,24,3,5,3,24,4
3,3,3,24,2,2,3,24,60
3,7,1,12,1,1,1,24,4
3,7,0,0,2,3,0,24,69
3,7,0,12,2,2,3,24,33
3,7,1,48,3,1,2,36,69
3,7,1,12,2,4,2,12,2
1,11,0,36,2,3,3,48,27
3,7,1,12,1,0,2,24,46
3,7,0,48,3,5,3,12,31
1,7,2,96,0,0,2,96,119
3,7,0,36,0,0,3,36,72
3,7,3,120,2,8,3,120,12
1,7,3,108,2,0,3,108,86
3,7,1,12,2,0,2,36,57
1,7,0,36,2,6,3,24,65
3,7,1,12,1,2,2,24,46
3,7,0,12,2,2,3,36,84
3,7,0,36,2,7,3,36,19
3,7,1,24,2,2,2,24,10
3,7,1,36,2,1,2,36,15
3,7,1,36,0,1,2,36,68
3,7,0,0,2,7,3,24,77
3,7,0,72,2,7,3,72,4
3,7,1,48,2,4,2,24,42
3,7,1,12,2,2,2,48,80
3,7,1,24,2,0,2,36,8
3,7,0,12,2,1,3,24,7
1,7,0,24,2,3,3,24,2
3,7,0,12,0,1,3,24,16
3,7,0,48,2,6,3,24,33
3,7,0,24,2,8,3,24,18
3,7,0,12,2,0,3,12,7
3,7,1,36,2,0,2,12,38
3,7,0,48,2,1,3,24,54
1,7,1,12,2,0,2,24,3
3,7,1,12,2,4,2,36,65
3,3,1,36,1,0,2,36,27
3,7,1,36,0,4,2,36,72
1,7,1,12,2,4,2,36,74
3,7,1,60,2,4,2,72,53
3,7,1,24,2,0,2,36,23
3,7,1,48,2,2,2,12,31
3,7,1,12,1,0,2,36,60
3,3,0,48,2,0,3,36,80
3,7,0,12,2,4,3,12,199
3,7,1,60,2,2,2,48,116
3,7,1,24,2,2,2,24,63
3,7,3,108,2,0,3,120,5
3,7,1,24,1,2,2,24,5
3,7,1,24,2,1,2,24,5
1,7,0,12,1,5,3,12,11
2,7,0,132,1,3,3,12,21
3,7,3,48,1,5,3,48,101
1,7,1,12,2,1,2,24,2
3,7,0,36,2,1,3,24,53
1,7,0,12,2,2,3,12,12
1,7,1,36,2,5,2,48,27
3,7,1,12,2,4,2,24,27
3,7,1,36,2,4,2,12,34
1,7,1,36,2,1,2,36,23
3,7,0,48,2,1,3,24,49
1,7,2,60,3,5,2,60,9
3,7,0,12,2,2,0,24,9
3,7,0,36,2,0,3,24,56
1,7,2,24,2,4,2,24,8
3,3,0,24,0,1,0,24,8
3,11,0,12,2,2,3,36,61
3,7,1,12,2,0,2,24,29
3,7,0,36,0,8,3,36,4
3,7,1,24,3,5,2,24,4
3,7,0,48,0,0,3,48,6
3,7,0,60,2,7,3,24,31
3,7,1,24,2,0,2,36,17
1,7,2,36,2,1,2,36,40
1,7,1,24,2,0,2,24,9
1,7,3,84,2,2,3,84,50
1,7,1,36,2,4,2,48,19
1,7,3,168,1,0,3,168,28
2,3,1,12,2,4,1,36,34
1,7,0,24,1,6,3,24,49
3,7,1,12,2,2,2,24,48
3,11,0,12,2,8,3,24,47
3,7,1,24,2,1,2,36,27
3,7,1,36,1,1,2,24,41
1,7,1,60,1,2,2,60,4
3,7,1,36,2,0,2,60,153
1,7,0,24,2,2,3,24,35
3,7,0,12,2,1,0,12,13
3,7,0,24,2,2,3,24,4
1,7,1,48,1,4,2,48,6
3,7,0,12,2,3,3,12,126
1,7,2,72,3,1,2,72,98
3,7,1,48,2,5,2,24,43
3,7,0,12,2,2,3,84,199
3,7,1,0,2,0,2,24,87
3,7,1,12,1,4,2,24,33
3,3,0,24,2,2,3,24,41
3,7,3,36,0,8,3,36,4
3,7,0,36,2,4,3,72,182
3,7,0,36,2,2,3,24,45
3,7,1,12,3,5,1,24,4
1,7,2,72,0,8,2,72,1
3,3,1,36,2,2,2,48,20
3,8,0,48,2,2,3,48,122
3,7,1,48,0,1,2,24,46
3,7,1,24,0,1,2,36,23
3,7,0,60,2,7,3,36,58
3,7,0,12,2,1,3,24,38
1,7,0,12,2,2,3,36,52
3,7,0,0,2,2,3,24,73
3,7,0,12,1,0,3,24,22
3,7,0,72,3,5,3,36,107
1,7,1,24,3,5,2,24,5
3,7,0,12,2,0,3,24,35
1,7,3,84,2,8,3,84,11
3,7,1,48,2,0,2,36,77
1,7,0,24,2,2,3,24,4
1,7,1,24,2,0,2,24,7
1,7,0,60,2,1,3,72,11
3,7,0,48,3,3,3,48,5
1,7,1,48,1,4,2,48,2
3,7,1,48,0,4,2,24,42
3,7,0,24,2,3,3,24,11
1,7,1,24,2,4,2,24,2
3,7,1,12,2,0,2,12,18
3,7,0,24,3,5,3,48,132
1,7,1,60,1,8,2,60,5
3,7,1,12,2,4,2,24,30
3,7,2,48,2,2,2,48,4
3,7,0,24,2,2,3,36,23
3,7,0,12,2,6,3,24,856
1,7,1,48,2,1,2,48,5
3,7,0,24,1,2,3,24,6
3,11,1,12,2,0,2,36,35
1,7,3,48,2,4,3,48,5
1,7,0,12,1,1,3,24,2
3,7,0,0,2,3,3,24,71
1,7,2,108,2,0,2,108,53
1,7,1,96,2,0,2,96,11
3,7,3,24,2,1,3,24,29
1,7,0,12,2,0,3,12,4
3,7,0,12,2,2,3,24,32
3,7,1,12,3,5,2,24,36
3,7,1,48,2,1,2,36,58
3,7,0,12,2,1,3,24,41
1,7,2,96,2,4,2,96,5
3,7,0,24,3,5,3,24,4
3,7,0,12,2,6,3,24,2
1,7,1,36,2,2,2,36,13
3,7,1,60,2,0,2,72,30
3,7,0,12,2,5,3,36,73
3,7,1,12,2,2,2,12,15
3,7,0,12,2,7,3,24,15
3,7,1,24,1,0,2,24,3
3,7,0,60,0,4,3,60,10
3,7,0,12,2,7,3,12,4
3,7,1,12,2,4,2,12,16
3,7,0,24,2,1,3,24,4
1,7,1,48,2,5,2,24,73
1,7,3,72,2,7,3,72,1
1,7,0,24,1,2,3,24,4
3,7,1,12,0,4,2,12,4
1,7,0,12,2,3,3,12,13
1,7,1,24,2,4,2,36,21
3,7,1,72,2,0,2,12,55
1,7,3,24,2,8,3,24,8
3,7,1,12,2,0,2,36,64
3,7,1,108,2,1,2,108,20
3,7,0,12,2,1,3,24,12
3,7,1,12,1,4,2,12,23
3,7,1,48,2,1,2,24,46
3,7,1,12,2,2,1,36,51
3,7,2,24,2,8,2,24,224
3,7,3,108,3,4,3,120,212
3,7,1,96,2,0,2,96,4
3,7,0,12,2,6,3,24,22
1,7,0,24,2,2,3,36,11
3,7,1,60,2,0,2,24,40
3,7,0,12,2,2,3,12,10
1,7,3,24,2,1,3,24,12
1,7,1,24,2,2,2,24,13
3,7,0,12,2,0,3,12,20
1,7,1,12,2,0,2,24,7
3,7,3,96,2,3,3,96,27
3,7,1,12,2,0,2,84,2653
3,7,1,12,2,1,2,24,17
3,3,2,12,2,1,2,24,382
3,7,2,84,2,0,2,84,5
3,7,0,12,2,2,3,36,49
1,7,3,24,2,4,3,24,37
3,7,1,84,2,4,2,84,5
1,7,2,12,2,4,2,12,3
3,7,1,12,2,0,2,24,9
3,7,0,24,2,0,3,24,9
1,7,1,12,2,4,2,24,14
3,7,1,12,1,0,2,12,9
1,7,0,24,2,0,3,24,3
3,7,2,48,1,0,2,48,127
3,8,0,24,0,7,0,24,47
3,7,0,72,2,0,3,72,3
1,7,0,96,2,6,3,96,1
3,7,1,12,2,4,2,24,41
3,7,1,12,2,2,2,12,9
1,7,1,24,2,0,2,36,3
3,7,1,12,2,2,2,24,32
3,7,1,12,2,2,2,24,4
3,7,0,48,2,6,3,12,30
3,7,1,12,2,0,2,24,10
3,7,0,24,0,1,3,72,142
3,7,1,48,2,2,2,48,102
3,7,0,24,2,1,3,36,5
3,7,3,84,2,6,3,84,3
3,7,0,12,2,8,3,48,70
1,7,3,60,2,3,3,60,38
3,7,2,12,2,4,2,12,19
3,7,0,36,2,0,3,24,62
1,7,0,24,2,7,3,24,15
3,7,0,12,2,0,3,36,49
1,7,2,24,2,2,2,24,5
1,7,2,96,2,8,2,96,6
3,7,2,24,2,0,2,24,6
3,8,1,12,0,8,2,24,17
1,7,0,36,2,0,3,36,19
3,7,1,48,2,4,2,48,4
3,7,1,12,2,0,2,36,56
3,7,0,12,2,6,3,12,28
3,7,0,12,2,7,3,24,9
3,7,0,36,2,0,3,36,16
3,7,0,36,2,4,3,48,25
3,7,1,48,2,1,2,72,175
3,7,0,12,2,2,3,24,24
3,7,1,24,2,0,2,24,4
1,7,0,24,2,2,3,24,6
1,7,1,12,2,2,2,24,30
3,7,0,12,2,0,3,36,54
2,7,2,60,2,2,2,60,9
1,7,0,24,2,1,3,24,2
3,7,0,48,2,3,3,36,63
3,7,3,36,2,3,3,36,8
1,7,3,72,2,3,3,72,72
3,7,0,36,2,0,3,24,58
3,7,1,12,2,5,1,24,6
3,7,1,12,2,0,2,72,124
1,7,3,36,2,4,3,36,13
3,7,1,48,2,2,2,24,57
3,7,0,12,2,0,0,24,8
3,7,0,48,2,7,3,24,38
3,7,1,12,1,4,1,24,7
3,3,0,24,3,5,3,24,14
3,7,1,24,2,0,2,48,65
3,7,1,24,2,5,2,24,6
3,7,0,48,2,3,3,48,116
3,7,0,12,2,3,3,24,21
3,7,0,24,2,6,3,12,39
1,7,0,12,2,3,3,24,9
3,3,1,36,0,2,2,36,19
3,7,1,36,2,8,2,24,66
1,7,2,96,2,1,2,96,5
3,7,1,48,2,0,2,36,61
3,7,1,12,2,4,2,24,38
3,7,1,12,1,4,2,24,48
3,7,0,12,2,1,0,12,13
3,7,0,24,2,1,3,24,30
2,7,2,144,3,5,2,144,8
3,7,1,60,2,2,2,84,40
1,7,1,48,2,0,2,48,14
1,7,2,60,2,4,2,60,17
1,7,3,96,1,7,3,96,54
3,7,0,12,2,4,3,24,4
3,3,0,12,2,0,3,24,31
3,7,1,60,1,4,2,24,48
3,7,0,48,2,2,3,24,47
3,7,0,12,2,6,3,24,17
3,7,0,48,2,2,3,48,103
1,7,2,120,3,1,2,120,17
1,7,1,48,2,0,2,48,8
3,11,1,12,2,1,2,36,41
3,7,0,12,1,6,3,24,27
3,7,1,48,2,2,2,24,33
3,7,0,24,2,1,3,24,3
3,7,3,12,2,1,3,12,16
1,7,0,96,2,1,3,96,13
1,7,3,48,2,1,3,48,0
3,7,2,24,3,5,2,24,20
1,7,2,96,2,2,2,96,49
3,7,1,48,2,2,2,24,41
3,7,1,24,2,0,2,24,12
3,7,1,12,1,0,2,24,26
3,7,1,12,2,4,2,24,34
3,7,3,36,3,5,3,36,8
3,7,2,72,1,4,2,72,35
1,7,3,120,2,0,3,120,0
1,7,1,12,2,8,2,24,7
3,7,2,144,2,0,2,144,4
3,7,1,48,2,2,2,24,45
1,7,1,48,2,1,2,48,7
1,7,2,108,2,4,2,108,22
3,3,1,12,2,0,2,24,9
3,7,1,12,2,2,2,12,4
3,7,0,24,2,2,3,24,7
3,7,0,24,2,3,3,36,4
1,8,0,12,2,0,3,24,89
3,7,2,156,2,0,2,156,109
1,7,0,36,3,1,0,36,168
3,7,0,12,2,0,0,24,4
1,7,1,108,2,0,2,120,8
1,7,3,72,3,5,3,72,14
1,7,1,24,2,5,2,36,26
3,7,1,12,2,5,2,12,27
3,7,0,12,2,2,3,24,43
3,7,1,12,1,4,2,36,58
3,7,1,12,2,4,2,12,26
3,7,0,24,2,0,3,24,62
1,7,2,84,2,0,2,84,292
3,7,0,12,2,2,3,12,4
3,7,1,12,2,4,2,24,14
1,7,1,84,1,5,2,96,15
3,7,0,12,1,3,3,24,10
3,7,1,12,2,1,1,12,23
3,7,1,12,2,0,2,24,23
3,7,3,12,2,7,3,12,24
3,7,3,120,2,4,3,120,41
3,7,1,12,2,1,2,24,36
3,8,1,72,2,4,2,24,65
3,7,3,24,1,2,3,24,312
3,7,0,12,2,2,3,36,48
1,7,0,24,2,7,3,24,9
3,7,0,48,2,2,3,24,42
3,7,0,24,2,0,3,24,58
3,7,1,12,2,8,2,12,13
3,7,0,48,3,7,3,12,25
3,7,1,36,2,1,2,24,56
3,7,1,48,2,2,2,72,175
3,7,0,24,2,6,3,24,8
1,7,1,120,2,2,2,132,51
3,7,1,72,2,2,2,96,81
3,7,1,12,2,1,2,36,69
3,7,1,48,2,0,2,12,22
1,7,1,36,2,0,2,36,81
1,7,0,48,2,6,3,48,5
3,7,1,12,2,0,2,24,24
3,8,0,0,2,7,3,60,157
3,7,0,12,2,0,3,24,17
3,3,0,120,2,2,3,120,9
3,7,1,12,2,2,2,24,30
3,7,1,12,2,1,2,24,7
3,7,0,24,2,7,3,24,7
1,7,0,12,2,7,3,12,7
3,7,1,12,1,4,2,24,61
3,7,0,36,3,5,3,36,72
1,7,0,24,2,3,3,24,6
1,7,1,36,2,1,2,36,8
3,7,0,36,2,7,3,36,4
3,11,0,48,2,3,3,24,34
3,7,1,12,2,4,2,36,62
3,7,0,48,2,1,3,12,527
1,7,3,12,2,0,3,12,12
3,7,0,36,2,2,3,48,4
3,7,1,12,0,2,1,24,18
3,7,1,12,2,1,2,24,16
3,7,0,48,2,0,3,48,9
3,7,1,12,2,1,2,48,96
1,7,1,24,2,2,2,24,3
3,7,0,24,2,1,3,24,5
3,8,0,12,2,0,3,24,64
3,7,0,12,2,0,3,36,62
1,7,3,36,2,1,3,36,4
3,7,1,12,3,5,2,48,71
3,3,0,12,2,2,3,12,81
1,7,2,96,2,8,2,96,31
3,11,0,48,3,7,0,48,4
3,7,0,48,2,5,3,36,68
3,7,1,48,2,0,2,48,4
3,7,1,48,2,0,2,24,702
3,7,1,12,3,5,2,12,51
1,7,0,24,2,1,3,24,4
1,7,1,36,2,1,2,24,59
3,7,0,24,2,0,3,36,79
1,7,2,132,0,2,2,132,13
3,7,1,12,1,0,2,24,45
3,7,0,48,1,3,3,24,1020
3,7,1,12,2,0,2,24,7
3,7,0,72,0,0,3,72,6
3,7,2,216,2,4,2,216,45
3,7,1,24,2,0,1,24,70
1,7,0,36,1,0,3,36,2
3,7,1,12,2,8,1,24,18
1,7,2,108,2,0,2,108,40
3,7,1,12,2,0,2,24,38
3,8,1,0,2,4,2,24,80
3,7,0,24,2,8,3,36,11
1,7,0,108,1,2,3,120,26
