intake_type,intake_condition,sex_intake,age_intake,breed,color,sex_outcome,age_outcome,stay_length
2,7,2,36,2,2,2,36,6
3,7,1,48,2,1,2,24,47
1,7,1,24,2,2,2,36,21
3,7,3,36,2,2,3,36,6
3,7,0,12,2,0,3,12,6
3,7,1,24,1,1,2,36,24
1,7,1,24,2,0,1,36,17
3,7,1,36,2,2,2,36,69
3,7,2,48,2,4,2,48,1
3,7,0,48,2,4,3,36,66
3,7,1,24,2,4,2,24,55
2,7,1,132,2,0,2,12,15
3,7,0,48,2,0,3,48,7
1,7,0,24,2,8,3,36,48
1,7,0,60,2,6,3,60,4
3,8,1,12,2,4,2,36,94
1,7,3,36,1,3,3,36,14
3,7,0,48,2,8,3,24,52
3,7,1,48,2,2,2,36,86
3,7,0,48,2,0,3,24,41
3,7,0,12,3,7,3,12,23
3,7,0,12,0,6,3,24,25
3,11,2,84,2,2,2,84,23
3,7,1,12,2,1,2,36,36
2,7,3,12,2,2,3,12,9
3,7,1,36,2,0,2,24,41
3,7,1,72,2,2,2,12,433
3,7,1,12,2,5,2,24,39
3,3,1,12,3,2,2,36,63
3,7,1,12,1,2,2,24,31
2,7,1,12,2,2,2,12,9
3,7,1,12,2,2,2,24,39
3,7,0,36,2,7,3,24,48
3,7,0,24,2,7,3,24,3
2,3,3,48,3,7,3,48,26
3,7,0,12,2,1,3,24,27
3,7,1,24,2,1,2,12,38
1,7,3,84,0,8,3,84,11
1,7,2,60,2,0,2,60,5
3,7,0,36,1,3,3,48,5
3,7,1,60,2,2,2,72,41
3,7,1,36,2,4,2,36,22
3,7,3,24,1,0,3,24,12
3,7,2,84,2,4,2,84,9
3,9,3,96,2,4,3,96,27
0,7,0,12,2,3,3,12,6
3,7,0,12,2,6,3,12,33
3,7,1,12,2,5,2,24,8
3,7,1,48,2,5,2,48,90
3,7,1,24,2,8,2,24,6
1,7,2,108,1,5,2,120,581
3,7,1,36,2,2,2,24,37
3,8,0,12,2,4,3,12,261
3,7,0,24,3,5,0,24,4
3,7,1,60,2,0,2,24,86
3,3,0,72,2,1,3,96,70
3,7,0,72,2,7,3,84,41
3,7,1,12,1,0,2,36,58
3,7,1,12,2,5,2,24,12
3,7,1,24,2,0,2,24,4
3,7,0,12,2,2,0,24,4
3,7,0,12,2,3,3,24,6
3,7,1,12,2,8,2,12,4
1,7,1,12,2,1,2,24,4
1,7,2,12,3,5,2,36,32
3,7,1,24,2,1,2,36,8
3,7,0,24,2,4,3,36,39
3,7,1,48,2,5,2,24,46
3,7,0,24,2,8,3,24,10
1,7,3,72,2,3,3,72,1
1,7,3,48,1,4,3,48,6
3,7,0,24,2,8,0,24,13
3,7,0,48,2,2,3,24,33
3,8,0,12,1,3,3,12,49
1,7,0,12,2,2,3,12,90
3,7,0,12,2,4,0,24,17
3,7,1,12,2,4,1,24,11
3,8,1,12,2,2,2,24,64
3,3,1,24,2,2,2,24,24
3,6,0,48,2,2,3,24,59
3,7,1,36,2,0,2,24,44
3,7,0,24,2,2,3,24,38
3,7,1,12,2,2,2,24,30
3,7,1,48,1,5,2,24,55
3,7,3,24,2,0,3,24,79
3,7,0,24,2,5,3,60,160
3,7,0,36,2,0,3,48,6
1,7,0,12,2,5,3,24,38
3,7,1,12,1,2,2,24,14
3,7,1,12,2,4,2,24,17
3,7,1,12,2,1,2,24,6
3,3,1,48,2,1,2,72,59
3,3,0,12,1,2,3,24,26
3,7,1,12,2,4,2,12,4
3,7,1,24,2,0,2,24,10
1,7,0,48,2,7,3,24,42
1,7,1,48,2,2,2,24,54
3,7,0,60,2,3,3,60,4
3,7,1,12,2,8,2,12,8
3,7,1,36,2,0,2,24,55
1,7,0,12,2,3,3,24,30
3,7,1,36,2,2,2,36,4
3,7,3,24,2,8,3,24,34
3,7,1,12,0,0,1,12,17
3,3,1,12,3,0,2,12,35
1,7,2,60,2,0,2,60,18
3,7,0,12,2,0,3,36,31
3,7,3,12,2,6,3,12,5
3,7,1,12,2,5,2,24,38
3,7,1,120,2,4,2,12,63
1,7,3,12,3,7,3,12,9
3,7,1,12,2,0,2,36,85
3,7,0,12,2,2,3,24,20
1,7,3,60,2,4,3,60,64
3,7,0,48,2,1,3,48,10
3,7,0,36,2,2,3,36,7
3,3,2,12,2,2,2,12,26
1,7,1,12,2,5,2,24,2
3,7,0,36,2,2,3,24,36
1,7,1,12,1,2,2,12,20
3,7,1,12,1,2,2,24,2
3,8,1,12,2,2,2,24,74
3,7,1,12,2,2,2,24,75
1,7,2,156,3,1,2,156,61
1,7,0,36,2,0,3,36,6
1,7,3,60,2,7,3,60,5
1,7,3,48,2,4,3,48,6
1,7,1,84,2,2,2,96,43
3,7,0,36,2,4,3,12,37
1,7,0,36,2,4,3,24,50
3,11,0,12,2,1,3,60,114
1,7,1,24,2,4,2,24,4
1,7,2,12,2,2,2,36,63
1,7,0,12,2,4,3,36,83
3,7,0,12,3,5,3,36,70
1,7,0,12,2,6,3,24,4
3,7,2,24,2,0,2,24,23
3,7,1,12,2,4,2,12,9
3,7,3,84,1,0,3,84,9
3,7,1,12,2,8,2,24,41
2,3,1,132,2,8,2,12,87
1,7,1,24,2,0,2,96,172
3,7,0,48,2,2,3,60,23
1,7,1,24,2,1,2,24,63
3,7,0,48,2,6,3,24,36
3,7,0,12,2,6,3,24,43
3,7,0,72,2,0,3,96,79
3,7,1,36,2,8,2,36,9
3,3,1,48,2,2,2,24,46
3,7,1,36,2,2,2,108,196
3,7,0,12,2,2,0,24,9
1,7,0,12,2,7,3,12,44
3,7,0,24,2,0,3,36,5
3,7,0,48,2,1,3,48,5
3,7,1,24,2,4,2,36,77
3,7,0,12,2,0,3,36,84
3,7,0,24,2,2,3,24,7
3,7,0,12,2,8,3,12,4
1,7,0,36,2,0,3,24,49
3,7,1,24,3,5,2,36,15
3,7,1,48,2,0,2,24,60
3,8,0,36,2,0,3,48,110
1,7,2,36,2,0,2,36,6
3,7,0,60,2,0,3,60,5
3,7,0,12,2,5,3,24,4
3,7,0,24,2,0,3,24,20
3,7,0,12,2,8,3,24,34
3,7,0,36,2,8,3,48,45
1,7,1,24,2,2,2,36,4
3,7,1,12,2,5,2,60,137
3,3,0,12,2,1,3,12,81
3,7,1,12,3,5,2,24,36
1,7,1,24,2,1,1,36,27
1,7,0,12,2,2,3,24,205
3,7,0,12,2,3,3,24,6
1,11,0,12,2,2,3,48,63
3,7,0,72,2,8,3,72,20
3,7,1,24,2,4,1,24,11
3,7,1,36,2,2,2,12,39
3,7,0,36,1,8,3,24,42
1,7,1,12,0,2,2,24,5
2,8,1,36,3,4,2,36,102
3,3,1,36,2,0,2,60,57
3,10,0,12,3,5,3,12,60
0,7,0,24,2,4,3,24,113
3,7,1,12,2,2,2,24,8
3,7,0,24,1,5,3,24,4
3,3,1,12,2,0,2,24,19
3,7,1,24,2,4,2,24,6
3,7,0,36,1,2,3,48,30
1,7,1,24,3,5,1,24,8
3,7,1,12,2,0,2,24,20
3,7,1,36,2,0,2,24,62
3,7,1,12,2,4,2,24,4
1,7,3,12,1,7,3,12,2
3,7,1,12,2,2,2,24,4
1,7,3,72,2,3,3,72,14
1,7,0,24,1,1,3,24,22
3,2,1,24,2,1,2,24,4
3,7,0,24,2,1,3,24,21
1,7,1,12,2,2,2,24,2
3,7,0,12,2,2,3,36,102
3,7,1,12,2,1,2,24,14
1,7,2,84,1,8,2,84,64
3,7,0,36,2,2,3,36,16
3,7,1,12,2,1,2,24,31
1,7,3,96,0,8,3,96,9
3,7,0,12,2,6,3,12,27
3,7,0,12,2,5,3,12,4
3,7,0,12,2,2,3,48,90
3,7,0,24,3,5,0,12,35
3,7,0,108,2,3,3,120,6
1,7,1,24,2,4,2,24,4
3,8,0,36,2,3,3,48,112
1,7,2,12,2,0,2,12,29
3,7,0,12,2,1,3,24,21
3,7,0,48,2,2,3,24,36
1,7,2,24,2,5,2,24,8
3,3,0,96,2,6,3,120,81
1,7,1,24,2,0,2,24,65
1,7,1,48,2,0,2,48,5
3,7,1,24,2,0,2,24,23
1,7,0,36,2,0,3,36,88
1,7,0,12,0,0,3,24,33
1,7,3,24,2,6,3,24,19
3,11,0,36,2,2,3,24,55
1,7,1,48,2,2,2,24,54
3,7,0,12,2,6,3,48,98
3,7,1,12,2,0,2,36,45
3,7,0,12,2,2,3,24,12
3,7,1,12,2,2,2,24,8
3,7,0,12,0,1,3,12,16
3,7,1,12,2,0,2,36,42
3,7,0,12,2,6,0,12,4
1,7,1,12,2,2,2,24,14
3,7,0,24,2,2,3,24,142
1,7,0,24,2,2,3,24,14
3,3,0,48,1,0,3,24,29
1,7,0,36,2,1,3,48,47
3,7,0,36,2,2,3,24,40
3,7,0,48,2,6,3,48,116
1,7,1,48,3,5,2,60,2
3,7,0,12,2,1,3,24,39
3,7,0,12,2,3,3,36,75
1,7,2,156,2,5,2,156,9
3,7,1,12,2,1,2,24,5
3,7,0,48,2,0,0,48,16
1,7,1,60,2,0,2,72,15
3,3,0,12,2,5,3,24,16
3,7,0,12,2,3,3,36,61
3,3,1,12,2,2,2,24,20
3,7,0,12,2,3,3,36,56
3,7,0,48,2,2,3,24,37
3,7,1,12,2,2,2,96,224
1,7,3,108,2,3,3,108,46
3,7,1,36,3,1,2,36,4
1,7,3,48,1,3,3,48,4
3,7,0,12,2,1,3,24,28
3,7,1,24,2,4,2,24,5
1,7,2,132,2,5,2,132,8
3,7,0,12,2,1,3,36,47
3,7,1,84,1,0,2,96,7
3,7,3,24,2,5,3,24,5
1,7,0,36,2,4,3,36,17
1,7,0,36,3,5,3,36,6
3,7,0,48,2,7,3,24,54
3,7,0,12,2,4,3,24,36
1,7,0,24,2,0,3,24,2
1,7,1,12,1,5,2,24,36
3,7,1,36,2,0,2,12,35
1,7,1,24,2,2,2,36,6
3,7,1,48,2,1,2,24,53
3,7,1,12,2,2,2,36,36
3,7,1,12,2,0,2,36,64
1,7,0,24,2,2,3,24,9
3,7,0,24,0,0,3,24,4
3,7,1,36,2,0,2,36,4
3,7,1,48,2,2,2,24,47
3,3,2,60,1,8,2,60,57
3,7,0,12,2,2,3,48,89
1,7,2,120,2,1,2,120,24
1,7,0,12,2,0,3,24,61
3,6,0,0,2,0,3,24,81
3,7,1,12,3,5,2,48,75
3,7,0,48,2,8,3,24,44
3,7,1,12,2,2,2,12,8
3,3,3,24,2,2,3,24,18
0,7,0,36,2,0,3,24,47
3,7,0,12,2,2,3,24,40
3,7,1,48,2,4,2,24,61
3,7,0,24,2,1,0,24,9
3,8,1,48,2,1,2,24,56
1,7,0,132,3,5,0,132,0
3,7,0,60,2,0,0,60,8
3,7,1,36,2,5,2,24,43
3,7,1,12,1,1,2,24,15
3,7,1,12,2,0,2,12,4
1,7,1,24,2,0,2,24,6
3,7,1,24,2,1,2,24,47
1,7,1,12,2,2,2,24,42
3,7,0,24,2,5,3,36,5
1,7,3,12,2,2,3,12,63
3,7,0,60,2,0,3,12,237
3,7,1,12,2,2,1,24,13
3,7,0,12,2,0,3,24,28
1,7,1,96,2,4,2,108,28
3,7,1,12,2,1,2,24,40
3,11,0,36,2,0,3,48,33
1,7,0,36,2,8,0,36,14
1,7,3,108,2,6,3,108,11
1,7,1,24,3,5,2,36,3
3,7,2,24,2,8,2,36,91
3,7,1,48,2,5,2,24,39
3,7,1,12,1,8,1,12,8
3,7,3,72,2,2,3,72,107
1,7,3,24,3,8,3,24,6
3,3,1,12,2,4,2,36,50
3,7,0,60,2,0,3,60,42
3,7,1,36,0,2,2,36,20
3,7,1,60,1,2,2,60,6
3,7,2,48,2,5,2,48,4
3,7,3,24,2,1,3,24,4
3,7,2,24,2,4,2,24,2
2,7,3,24,2,3,3,24,25
3,7,0,24,2,5,3,24,5
1,7,2,72,2,4,2,72,12
3,7,0,12,2,6,3,12,45
3,7,0,24,2,8,3,36,8
3,7,0,36,1,3,3,48,4
1,7,1,24,2,2,2,24,139
1,7,1,24,2,1,2,24,139
3,3,0,24,0,6,3,24,117
3,7,1,36,2,8,2,48,5
3,7,1,12,2,0,1,60,136
1,6,1,12,2,5,2,24,59
1,6,0,12,2,2,3,24,58
1,6,0,12,2,2,3,24,57
3,7,1,12,2,4,2,12,3
1,7,0,24,2,4,3,24,57
3,7,3,60,2,2,3,60,8
3,7,1,36,1,0,2,36,8
1,7,0,24,2,2,3,24,6
1,7,0,12,2,7,3,12,62
3,7,1,12,3,5,2,12,38
3,7,3,24,2,2,3,24,13
3,7,0,60,2,1,3,60,66
0,6,1,12,2,5,2,24,42
0,6,0,12,2,2,3,60,128
0,6,1,12,2,0,2,24,42
3,7,1,36,2,1,2,36,89
3,7,0,60,2,1,3,72,11
3,7,0,60,2,1,3,72,11
3,7,0,36,2,5,3,24,41
3,7,1,36,2,5,2,12,35
3,7,1,36,2,0,2,12,35
3,7,1,36,2,1,2,12,34
3,7,0,36,2,5,3,12,35
3,7,0,60,2,3,3,72,5
3,7,0,96,2,1,3,12,106
3,7,0,60,2,1,3,96,89
0,7,0,12,2,7,3,12,67
3,3,1,36,2,2,2,48,29
3,7,0,60,2,2,3,24,31
3,7,0,60,2,2,3,24,31
3,7,1,60,2,2,2,24,31
3,7,3,24,2,1,3,24,35
3,7,0,60,2,1,3,72,4
3,7,3,24,2,0,3,24,4
3,7,0,24,2,5,3,24,64
3,7,0,24,2,6,3,24,63
3,7,1,24,2,1,2,24,5
3,7,0,24,2,2,3,24,63
3,7,1,60,3,5,2,60,27
3,7,3,192,2,2,3,192,19
3,7,0,48,1,3,3,24,56
3,7,1,48,1,8,2,24,58
3,7,1,48,1,8,2,24,58
3,7,1,48,2,0,2,12,32
3,7,1,24,2,4,2,24,5
2,7,3,24,2,0,3,24,10
3,7,1,36,2,4,2,36,91
3,7,3,12,2,4,3,24,25
3,7,1,12,2,2,2,24,4
3,7,1,120,2,2,2,132,9
3,7,0,24,2,3,3,36,5
3,7,0,72,2,0,3,84,25
3,7,0,36,2,8,3,48,7
1,6,1,12,2,1,2,24,53
1,6,0,12,2,2,3,24,53
1,6,1,12,2,4,2,12,48
0,7,0,12,2,6,3,12,5
3,7,0,84,2,5,3,96,4
3,7,1,12,2,0,2,12,7
3,7,0,12,2,6,3,12,6
1,7,3,36,3,2,3,36,2
3,7,1,12,2,0,2,12,8
1,7,0,12,2,3,3,12,5
3,7,0,24,2,1,3,24,50
3,7,1,24,2,4,2,24,6
1,7,0,12,2,5,3,12,5
1,7,0,12,2,5,3,12,2
3,7,1,36,2,4,2,36,24
3,7,1,72,1,1,2,84,8
3,7,0,12,2,8,3,12,8
2,7,0,24,2,6,3,24,13
3,7,1,24,2,5,2,24,81
3,7,0,60,1,7,3,72,8
1,7,0,12,2,2,3,24,31
1,7,0,12,2,0,3,24,31
1,7,0,12,2,0,3,24,31
3,7,1,24,2,0,2,24,7
3,7,0,12,2,0,3,24,6
3,7,0,12,2,2,3,12,6
3,7,1,12,2,2,2,24,4
1,7,1,84,2,4,2,96,4
3,7,2,60,0,0,2,60,13
1,7,1,12,2,2,2,12,2
3,7,1,60,2,4,2,60,15
1,7,1,12,2,5,2,12,22
3,7,1,24,2,0,2,24,89
1,7,3,120,2,1,3,120,38
1,7,1,24,2,0,2,24,73
1,7,2,24,2,0,2,24,8
1,7,0,12,2,6,3,12,5
1,7,0,12,2,8,3,12,5
1,7,3,132,2,0,3,12,8
3,7,0,12,2,2,3,12,25
1,7,0,24,2,7,3,24,35
3,7,1,12,2,2,2,24,77
3,7,1,12,2,2,2,24,77
3,7,0,12,2,2,3,24,74
3,7,0,48,2,7,3,24,48
3,7,0,12,3,5,3,12,3
3,7,1,48,2,4,2,24,46
3,7,1,12,2,2,2,12,7
3,7,1,12,2,4,2,12,11
1,7,3,60,2,0,3,72,0
1,7,2,12,1,1,2,12,2
1,7,0,12,2,2,3,12,15
1,7,0,12,2,2,3,12,15
1,7,0,12,2,2,3,12,15
3,7,1,12,0,2,2,12,4
3,7,0,12,2,6,3,12,8
3,7,0,12,2,7,3,12,53
3,7,1,12,2,2,2,24,4
3,7,1,12,2,2,2,24,4
3,7,1,24,1,8,2,24,4
1,7,3,120,3,1,3,120,3
1,7,3,60,2,2,3,60,7
1,7,0,24,2,8,3,24,35
3,7,1,60,2,1,2,72,20
3,7,1,48,2,0,2,24,40
3,7,1,48,2,0,2,24,39
3,7,1,24,2,1,2,24,61
3,7,0,12,2,1,3,12,23
3,7,0,84,2,2,3,96,18
3,7,0,36,2,0,3,36,4
3,7,0,24,2,2,3,24,61
3,7,1,24,2,0,2,24,61
3,7,1,12,2,2,2,12,7
3,7,1,12,2,0,2,24,43
2,7,0,12,2,6,3,120,262
3,7,0,12,2,8,3,24,5
3,7,1,12,2,2,2,24,5
3,7,0,12,2,0,3,24,43
3,7,0,12,2,6,3,24,22
3,7,0,24,2,0,3,24,75
1,7,3,108,2,1,3,120,47
3,7,1,24,2,4,2,24,11
1,7,2,36,0,2,2,36,5
3,7,1,24,2,2,2,24,6
3,7,1,36,1,1,2,48,5
3,3,0,24,2,1,3,24,88
3,7,0,24,3,7,3,24,62
1,7,1,24,2,5,2,72,120
3,3,0,24,2,3,3,24,47
3,7,0,60,2,2,3,72,6
3,7,0,36,1,1,3,24,52
3,7,1,36,1,5,2,24,52
3,7,1,36,1,5,2,24,49
3,7,0,36,2,0,3,24,52
3,7,0,36,2,0,3,24,46
3,7,0,36,2,2,3,24,46
3,7,1,36,2,0,2,24,46
3,7,0,24,2,0,3,24,108
3,3,1,48,2,4,2,24,49
3,7,0,12,2,0,3,24,25
3,7,0,12,2,3,3,24,25
3,3,0,12,2,6,3,24,49
0,7,1,24,2,0,2,24,75
0,7,0,24,2,7,3,48,125
3,7,0,132,2,7,3,132,6
3,3,0,12,2,1,3,12,6
3,7,1,48,2,0,2,48,6
3,3,1,36,2,2,2,36,41
3,7,0,12,2,2,3,12,10
1,7,1,24,2,2,2,24,16
3,7,0,24,2,2,3,24,16
3,7,0,12,2,6,3,12,30
3,7,0,12,2,8,3,24,23
3,7,1,12,2,8,2,24,23
3,7,1,12,2,0,2,24,23
3,6,1,24,2,0,2,24,58
3,6,0,24,2,7,3,24,58
3,6,1,24,2,2,2,24,55
3,7,0,0,2,0,3,24,68
3,7,0,24,1,5,3,36,6
3,7,1,36,2,0,2,24,40
3,7,1,36,2,2,2,36,75
3,7,0,36,2,0,3,24,66
3,7,0,60,2,1,3,72,7
3,7,0,60,2,1,3,72,8
3,7,0,36,2,3,3,36,74
3,7,0,12,2,3,3,24,27
1,7,3,24,2,1,3,24,4
3,7,1,12,2,4,2,24,27
1,7,3,24,2,6,3,24,6
3,7,1,12,2,4,2,24,28
3,7,0,12,2,3,3,24,34
3,7,1,12,2,4,2,24,34
3,7,1,24,1,1,2,24,49
3,6,1,24,2,2,2,36,91
3,6,1,24,2,2,2,24,55
3,3,1,24,1,1,2,24,54
3,6,1,24,2,2,2,24,55
1,7,0,24,2,7,3,24,3
1,7,1,24,0,4,2,24,3
1,7,2,12,2,0,2,12,2
1,7,2,12,2,5,2,12,2
3,7,0,24,2,2,3,24,6
1,7,0,24,0,3,3,24,3
3,3,1,12,0,0,2,12,164
3,3,1,12,2,2,2,12,20
3,7,0,24,2,0,3,24,13
3,7,0,24,2,0,3,24,13
3,7,1,48,2,1,2,24,49
3,7,0,12,2,0,3,24,23
3,7,0,24,2,8,3,24,10
1,7,3,12,2,2,3,12,30
3,7,0,24,2,5,3,24,9
3,7,0,72,0,0,3,84,8
3,6,0,0,2,2,3,12,56
3,6,0,0,2,1,3,12,55
3,7,0,12,2,7,3,24,40
3,7,1,48,2,0,2,24,37
3,7,0,12,2,4,3,36,52
3,7,1,12,0,0,2,24,40
3,7,1,48,2,4,2,24,36
3,7,1,48,2,4,2,24,35
3,7,1,12,0,4,2,36,49
3,7,1,48,2,4,2,24,37
3,7,1,12,1,1,2,24,4
3,7,1,12,2,5,2,12,47
3,7,0,12,3,5,3,12,7
1,7,1,12,2,1,2,12,4
1,7,3,36,2,8,3,36,22
1,7,0,12,2,2,3,24,3
1,7,0,12,1,5,3,12,2
1,7,0,12,2,1,3,24,3
1,7,0,12,0,2,3,12,2
0,6,1,12,2,1,2,36,58
3,7,1,36,2,2,2,36,14
1,7,2,36,2,0,2,36,4
3,7,0,24,2,6,3,24,30
1,7,3,12,2,0,3,12,24
3,7,1,36,2,4,2,24,53
1,7,0,12,0,0,3,12,4
3,7,0,60,2,7,3,72,6
3,7,1,24,2,0,2,24,6
3,7,0,24,2,6,3,24,53
3,7,1,24,2,0,2,24,54
3,7,1,24,2,1,2,24,53
3,7,1,24,2,5,2,24,57
3,7,1,24,2,5,2,24,57
1,7,1,24,1,5,2,24,50
3,7,0,12,2,0,3,24,31
3,7,0,12,2,0,3,24,23
3,7,1,12,2,2,2,24,51
1,7,1,12,2,1,2,12,2
3,7,0,36,2,2,3,24,59
3,7,0,36,2,0,3,24,61
3,7,0,12,1,4,3,24,35
3,7,1,36,2,0,2,36,66
3,7,0,12,2,4,3,12,3
3,7,0,36,2,0,3,24,54
3,7,1,36,2,1,2,24,37
3,7,1,36,2,1,2,24,37
3,7,0,12,2,1,3,24,7
3,7,0,24,2,1,3,24,7
3,7,0,60,2,5,3,24,41
3,7,1,60,2,4,2,24,43
3,7,1,24,2,1,2,24,7
3,7,0,24,3,1,3,24,6
3,7,0,60,2,4,3,24,43
3,7,1,24,2,1,2,24,7
3,7,0,12,2,1,3,24,28
3,7,0,12,2,1,3,24,28
3,7,0,12,2,7,3,12,43
3,7,0,24,2,7,0,132,3445
3,7,1,12,2,0,2,24,5
3,7,1,12,2,0,2,24,5
3,7,3,24,2,2,3,24,46
3,7,1,36,0,1,2,36,21
3,7,1,48,2,4,2,36,69
3,7,1,48,2,4,2,24,33
3,7,1,48,2,4,2,24,35
3,7,1,48,2,4,2,24,33
3,3,2,48,2,1,2,48,16
3,7,0,24,2,0,0,36,6
3,7,1,24,2,0,2,36,7
3,7,1,24,2,0,2,36,7
3,7,0,60,2,1,3,60,4
3,7,0,12,2,6,3,36,45
1,7,0,12,1,2,3,12,109
3,7,1,12,2,8,2,24,27
3,7,0,12,2,3,3,24,24
3,7,0,12,2,3,3,24,23
3,7,1,24,2,1,2,24,5
1,7,0,24,2,1,3,24,8
3,7,1,24,2,0,2,24,3
3,7,1,12,2,2,2,24,7
3,7,0,12,2,5,0,24,6
3,7,1,12,2,4,2,24,4
3,7,0,12,2,1,3,24,27
3,7,1,12,2,0,2,24,27
3,7,0,12,2,0,3,24,27
3,7,0,60,3,5,3,60,6
1,7,0,12,2,5,3,12,5
1,7,3,24,2,8,3,24,1
1,7,0,12,2,0,3,12,3
1,7,0,12,2,5,3,12,5
1,7,1,12,2,5,2,12,3
1,7,0,12,2,2,3,48,84
3,7,0,12,2,4,3,12,4
3,7,1,12,2,0,2,24,44
3,7,1,12,2,0,2,36,58
3,7,0,12,2,1,3,24,31
3,7,1,48,2,1,2,48,7
3,7,0,12,1,2,3,24,6
3,7,1,0,2,1,2,24,67
3,7,0,0,2,1,3,24,67
1,7,3,24,1,3,3,24,3
3,7,3,48,2,7,3,48,4
3,7,0,48,2,3,3,24,58
3,7,0,48,2,6,3,36,75
3,7,1,48,2,2,2,36,69
3,7,0,48,2,6,3,36,69
3,7,1,48,2,2,2,24,51
3,7,0,48,2,2,3,24,50
3,7,0,12,2,3,3,12,8
3,7,0,48,2,6,3,24,35
3,7,1,12,1,2,2,24,18
3,7,0,24,2,5,3,24,13
3,7,1,24,2,5,2,24,14
3,7,0,36,2,2,3,24,56
1,7,1,12,2,5,2,12,4
3,7,2,36,2,2,2,36,10
3,7,0,36,2,2,3,24,56
1,7,0,24,2,7,3,60,91
3,7,0,24,2,1,3,24,5
3,7,1,24,2,0,2,36,6
3,7,1,24,2,1,2,24,7
3,7,0,12,2,8,3,24,6
3,7,0,24,2,7,3,24,15
3,7,1,12,2,2,2,24,7
3,7,1,12,2,0,2,24,8
3,7,1,12,0,2,2,24,6
3,7,0,12,2,2,3,24,6
3,7,0,108,3,1,3,108,7
3,7,1,36,2,2,2,36,70
1,7,1,12,2,1,2,12,26
3,7,0,36,2,6,3,24,43
3,7,0,24,2,2,3,24,5
3,7,1,24,2,2,2,24,5
3,7,0,60,2,0,3,60,101
3,7,1,12,0,1,2,24,26
3,7,0,12,2,0,3,24,26
3,7,1,12,2,4,2,36,80
3,7,0,12,2,6,3,24,49
3,7,0,24,2,2,3,24,12
3,7,0,48,2,0,3,24,46
3,7,1,12,2,5,2,36,80
3,3,2,12,2,0,2,12,139
3,7,1,48,2,2,2,24,46
3,7,0,12,2,7,3,24,31
3,7,3,24,2,0,3,24,8
3,7,1,72,2,0,2,72,41
3,7,1,12,1,5,2,24,31
3,7,0,48,1,2,3,48,16
3,7,1,12,2,0,2,24,48
3,7,0,24,2,1,3,24,53
3,7,0,12,2,0,3,24,48
1,7,2,84,0,0,2,84,6
3,7,0,12,2,2,3,24,5
3,7,1,12,2,2,2,24,5
3,7,0,12,1,7,3,12,8
1,7,2,84,2,4,2,84,6
3,7,1,12,2,1,2,24,6
3,7,1,12,2,2,2,36,83
3,7,1,12,2,2,2,24,34
3,7,2,48,2,1,2,48,37
3,7,1,36,2,2,2,36,89
3,7,0,36,2,3,3,36,89
3,7,0,36,2,6,3,36,70
3,7,1,12,2,2,2,24,27
3,7,1,12,1,0,2,24,24
3,7,1,12,1,2,2,24,22
1,7,1,12,2,4,2,12,3
1,7,1,12,2,5,2,12,4
1,7,1,12,2,4,2,12,3
3,7,0,12,2,6,3,24,4
2,7,2,24,2,5,2,24,6
1,7,0,36,1,4,3,36,4
3,7,0,12,2,6,3,24,22
3,7,0,36,2,6,3,24,58
3,7,0,24,0,1,3,36,86
3,7,1,24,1,0,2,36,91
3,7,1,24,1,2,2,36,89
3,7,1,60,2,0,2,72,7
3,7,1,24,2,1,2,24,77
3,3,1,48,2,2,2,60,10
3,7,0,24,2,3,3,24,54
3,7,0,84,2,7,3,96,5
3,7,0,24,2,2,3,24,67
1,7,0,12,2,1,3,12,4
3,7,0,48,2,3,3,24,46
3,7,1,24,2,0,2,24,62
3,7,0,48,1,1,3,36,65
3,7,0,24,2,0,3,24,61
3,7,0,48,2,0,3,24,49
3,7,0,48,2,0,3,48,121
3,7,1,12,2,0,2,24,4
3,7,1,12,2,1,2,24,4
1,7,0,24,2,5,3,24,30
3,7,1,36,2,2,2,24,46
3,7,1,24,3,1,2,24,15
3,7,1,24,2,0,2,24,10
3,7,0,12,2,0,3,24,4
3,7,1,12,2,1,2,24,4
3,7,1,24,2,1,2,24,29
3,7,0,12,2,5,3,12,22
3,7,1,36,2,0,2,24,56
3,7,0,12,2,7,3,24,6
3,7,1,36,2,0,2,24,59
3,7,0,36,2,6,3,24,44
3,3,1,12,2,5,2,12,31
3,7,0,48,2,1,3,24,44
3,7,0,48,2,2,3,24,44
3,7,1,12,2,4,2,36,59
3,11,0,48,2,7,3,24,59
3,7,0,12,2,0,3,24,24
3,7,1,12,2,4,2,24,6
3,7,0,12,2,2,3,24,6
3,7,0,48,2,4,3,24,47
3,7,1,12,1,2,2,36,70
3,7,0,48,2,4,3,36,63
3,7,0,48,2,4,3,36,66
3,7,1,48,2,4,2,24,47
3,7,1,12,2,2,2,36,77
3,7,0,12,2,1,3,36,63
3,7,1,12,2,1,2,12,22
3,7,0,12,2,1,3,36,56
3,7,0,12,2,2,3,24,8
3,7,1,12,2,1,2,12,18
3,7,0,12,3,1,3,36,65
3,7,1,12,3,1,2,36,71
3,7,0,12,3,1,3,36,65
3,7,0,60,3,1,3,24,38
3,7,1,36,2,2,2,24,53
3,7,1,48,2,5,2,24,31
1,7,1,12,2,0,2,36,47
3,7,3,60,2,1,3,72,23
3,7,0,12,2,0,3,24,50
3,7,0,12,2,2,3,24,50
3,7,0,12,2,3,3,24,50
