intake_type,intake_condition,sex_intake,breed,CoatColor,CoatPattern,age_intake_months,stay_length,intake_type_encoded,intake_condition_encoded,sex_intake_encoded,breed_encoded,CoatColor_encoded,CoatPattern_encoded
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,146,1,3,1,0,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,5,7,1,3,0,0,0,1
Stray,Normal,Male,Other,Other,Other,4,15,2,3,1,2,6,0
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,108,111,1,3,1,0,1,1
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,24,5,2,3,0,2,8,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,6,57,1,3,0,1,6,2
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,52,2,3,0,0,2,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,24,24,1,3,1,1,9,2
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,1,23,2,3,0,2,8,1
Stray,Normal,Female,Other,Blue,Other,2,4,2,3,0,2,2,0
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,48,51,1,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,96,84,1,3,0,0,3,2
Stray,Normal,Female,Other,Brown,Tabby,2,19,2,3,0,2,3,2
Stray,Normal,Male,Other,White_Mix,Tabby,5,4,2,3,1,2,9,2
Stray,Sick,Female,Other,Tortie_or_Tortie_mix,Other,72,72,2,7,0,2,8,0
Stray,Sick,Female,Other,Black,Solid,12,3,2,7,0,2,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,101,1,3,1,1,5,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,2,11,1,3,0,1,2,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Other,1,8,2,3,1,1,6,0
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,96,8,2,3,1,1,9,1
Stray,Normal,Female,Other,Black_N_White,Solid,24,9,2,3,0,2,1,1
Other,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,9,42,0,3,0,0,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,5,6,2,3,0,1,5,2
Stray,Normal,Male,Other,Blue,Solid,1,24,2,3,1,2,2,1
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,1,55,2,3,0,0,0,1
Owner_Surrender,Nursing,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,97,1,4,1,1,5,2
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,6,3,2,3,0,0,8,1
Stray,Normal,Male,Other,Black_N_White,Solid,36,6,2,3,1,2,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,2,9,1,3,1,0,1,1
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,20,2,3,0,0,8,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,60,3,2,3,1,1,1,1
Stray,Normal,Female,Other,Orange,Tabby,2,10,2,3,0,2,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,24,3,1,3,1,0,3,2
Stray,Sick,Female,Domestic_Shorthair,Blue,Solid,1,39,2,7,0,0,2,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,3,4,1,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,24,1,3,0,1,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,6,1,3,1,0,5,2
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,2,83,2,3,0,0,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,61,2,3,0,1,0,1
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,21,2,3,1,0,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,12,113,2,3,0,1,2,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,2,6,1,3,0,0,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,156,9,1,3,1,1,6,1
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,15,2,3,1,0,5,2
Owner_Surrender,Normal,Male,Other,Black,Solid,7,92,1,3,1,2,0,1
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,7,6,2,3,1,0,0,1
Owner_Surrender,Sick,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,39,1,7,0,1,3,2
Owner_Surrender,Other,Male,Domestic_Shorthair_Mix,Other,Solid,24,5,1,5,1,1,6,1
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,100,2,3,0,0,1,1
Stray,Injured,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,29,2,1,0,0,4,1
Stray,Injured,Male,Domestic_Shorthair_Mix,Orange,Tabby,12,17,2,1,1,1,5,2
Stray,Normal,Male,Other,Black,Solid,48,9,2,3,1,2,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,3,31,2,3,1,1,3,2
Stray,Normal,Female,Other,Other,Tabby,6,3,2,3,0,2,6,2
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,1,93,2,3,0,2,8,1
Owner_Surrender,Normal,Male,Other,Blue,Tabby,36,19,1,3,1,2,2,2
Other,Normal,Female,Other,Black_N_White,Solid,72,29,0,3,0,2,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,96,2,3,0,1,4,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,6,32,1,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Other,Tabby,12,36,1,3,0,0,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,24,22,2,3,0,1,2,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,50,1,3,1,1,2,2
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,11,2,3,0,0,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,6,14,1,3,1,0,0,1
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,69,2,3,1,0,6,2
Owner_Surrender,Injured,Male,Domestic_Shorthair,Other,Tabby,1,12,1,1,1,0,6,2
Stray,Normal,Female,Domestic_Shorthair,Other,Tabby,1,50,2,3,0,0,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,14,2,3,0,1,3,2
Stray,Injured,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,36,2,1,1,1,5,2
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,4,12,2,3,0,0,2,2
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,3,13,2,3,0,0,1,1
Stray,Injured,Female,Domestic_Shorthair,White_Mix,Tabby,60,32,2,1,0,0,9,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Orange,Tabby,3,14,1,3,0,0,5,2
Stray,Injured,Male,Domestic_Shorthair,Blue,Tabby,2,48,2,1,1,0,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,60,8,1,3,0,0,8,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,0,82,2,3,1,1,2,2
Other,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,42,0,3,0,0,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,24,1,3,0,1,3,2
Stray,Normal,Female,Other,Blue,Tabby,1,91,2,3,0,2,2,2
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,24,12,2,3,0,0,3,2
Stray,Normal,Female,Other,Blue,Tabby,0,94,2,3,0,2,2,2
Stray,Normal,Male,Other,Blue,Tabby,1,75,2,3,1,2,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,24,105,1,3,0,0,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,59,2,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair,Other,Tabby,7,10,2,3,0,0,6,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,10,11,1,3,1,1,6,1
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,1,58,2,3,0,0,0,1
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,2,15,2,3,0,0,9,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,72,95,1,3,1,1,9,1
Stray,Normal,Male,Other,Blue,Solid,24,6,2,3,1,2,2,1
Stray,Sick,Female,Other,Torbie_or_Torbie_mix,Solid,0,85,2,7,0,2,7,1
Stray,Injured,Male,Domestic_Shorthair,Blue,Tabby,11,22,2,1,1,0,2,2
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,6,2,3,1,0,6,2
Owner_Surrender,Normal,Male,Other,Other,Other,12,11,1,3,1,2,6,0
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Other,1,5,2,3,0,1,6,0
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,82,2,3,0,0,7,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,12,14,2,3,0,1,8,1
Other,Normal,Male,Other,Brown,Tabby,24,8,0,3,1,2,3,2
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,1,24,2,3,0,0,9,1
Stray,Injured,Female,Domestic_Shorthair,Black_N_White,Solid,3,28,2,1,0,0,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,White_Mix,Solid,144,12,1,3,0,0,9,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,96,79,1,3,1,1,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,12,46,1,3,1,0,3,2
Stray,Normal,Female,Other,Blue,Tabby,0,37,2,3,0,2,2,2
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,4,40,2,3,1,0,0,1
Stray,Injured,Female,Other,Blue,Tabby,9,36,2,1,0,2,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,35,2,3,0,1,3,2
Stray,Neonatal,Female,Domestic_Shorthair,Orange,Tabby,1,82,2,2,0,0,5,2
Stray,Injured,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,19,2,1,0,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Other,2,47,2,3,0,1,6,0
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,24,61,2,3,1,0,1,1
Other,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,12,43,0,3,1,1,3,2
Owner_Surrender,Normal,Female,Other,Other,Other,1,25,1,3,0,2,6,0
Stray,Injured,Female,Other,Other,Other,1,3,2,1,0,2,6,0
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,5,8,2,3,1,0,5,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,2,28,1,3,0,0,3,2
Stray,Normal,Male,Other,Black_N_White,Solid,0,119,2,3,1,2,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,48,43,1,3,0,0,4,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,24,48,2,3,1,1,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,4,35,1,3,1,0,1,1
Stray,Nursing,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,0,119,2,4,1,1,1,1
Stray,Injured,Male,Domestic_Shorthair,Black_N_White,Solid,48,13,2,1,1,0,1,1
Stray,Normal,Female,Other,Black,Other,1,33,2,3,0,2,0,0
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,3,13,2,3,1,0,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,6,2,1,3,0,1,8,1
Stray,Normal,Male,Other,Brown,Tabby,3,6,2,3,1,2,3,2
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,2,4,2,3,1,0,9,2
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,2,22,2,3,0,0,4,1
Stray,Sick,Female,Domestic_Shorthair,Brown,Tabby,1,38,2,7,0,0,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,104,2,3,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,75,2,3,1,0,5,2
Stray,Nursing,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,37,2,4,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,3,49,2,3,0,0,8,1
Stray,Normal,Female,Other,Calico_or_Calico_mix,Solid,1,71,2,3,0,2,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,White_Mix,Solid,2,3,1,3,1,0,9,1
Stray,Normal,Female,Other,Orange,Tabby,12,30,2,3,0,2,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,3,28,2,3,0,1,2,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,36,60,1,3,1,1,5,2
Owner_Surrender,Normal,Female,Other,Brown,Tabby,11,52,1,3,0,2,3,2
Stray,Nursing,Female,Domestic_Shorthair,Black,Solid,1,52,2,4,0,0,0,1
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Other,48,0,1,3,0,2,4,0
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,40,2,3,0,0,2,2
Stray,Nursing,Male,Domestic_Shorthair_Mix,Brown,Tabby,0,43,2,4,1,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,1,68,2,3,1,1,6,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,84,31,1,3,1,1,2,2
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,108,2,3,1,0,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,2,57,1,3,0,1,7,1
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,63,2,3,1,0,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,3,18,2,3,0,1,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,5,4,2,3,1,1,6,2
Stray,Injured,Female,Domestic_Shorthair,Brown,Tabby,8,30,2,1,0,0,3,2
Stray,Normal,Female,Other,Blue,Solid,12,29,2,3,0,2,2,1
Stray,Injured,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,24,73,2,1,0,1,4,1
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,2,15,2,3,1,0,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,6,4,1,3,0,0,1,1
Other,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,24,7,0,3,0,0,4,1
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,62,2,3,0,0,8,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,1,110,2,3,0,1,2,1
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,81,2,3,1,0,6,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Other,Solid,12,87,1,3,0,0,6,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,6,5,1,3,1,1,6,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,144,23,1,3,0,1,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,48,84,1,3,0,1,0,1
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,24,21,2,3,1,0,1,1
Stray,Normal,Male,Domestic_Shorthair,Blue,Solid,4,29,2,3,1,0,2,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Blue,Solid,12,34,1,3,1,0,2,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,4,5,2,3,1,1,1,1
Stray,Injured,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,24,98,2,1,0,0,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,6,33,1,3,1,0,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,36,86,2,3,1,1,2,2
Other,Normal,Female,Domestic_Shorthair,White_Mix,Tabby,1,36,0,3,0,0,9,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,2,47,2,3,0,1,5,2
Stray,Sick,Female,Domestic_Shorthair,White_Mix,Solid,120,10,2,7,0,0,9,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,24,29,1,3,0,0,7,1
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,1,118,2,3,0,0,5,2
Other,Normal,Female,Other,White_Mix,Other,1,55,0,3,0,2,9,0
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,3,25,2,3,0,1,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,4,2,1,3,1,0,1,1
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,3,12,2,3,1,0,0,1
Stray,Nursing,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,84,2,4,1,1,5,2
Stray,Injured,Male,Domestic_Shorthair,Orange,Tabby,1,67,2,1,1,0,5,2
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,12,6,2,3,1,0,2,2
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,1,72,2,3,0,0,2,1
Owner_Surrender,Normal,Male,Other,Orange,Tabby,24,4,1,3,1,2,5,2
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,8,50,2,3,0,0,5,2
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,24,13,2,3,0,0,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,12,9,1,3,0,1,5,2
Owner_Surrender,Normal,Male,Other,Orange,Tabby,36,11,1,3,1,2,5,2
Other,Normal,Male,Other,Orange,Tabby,24,6,0,3,1,2,5,2
Owner_Surrender,Normal,Female,Other,Other,Solid,36,1,1,3,0,2,6,1
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,7,6,2,3,0,0,3,2
Stray,Nursing,Female,Domestic_Shorthair_Mix,White_Mix,Solid,0,65,2,4,0,1,9,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,72,24,1,3,0,0,3,2
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,3,9,2,3,0,0,7,1
Stray,Normal,Male,Other,Blue,Solid,36,16,2,3,1,2,2,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Tabby,72,2,1,3,1,0,5,2
Stray,Injured,Female,Domestic_Shorthair,Black,Solid,1,89,2,1,0,0,0,1
Stray,Normal,Female,Other,Other,Other,0,47,2,3,0,2,6,0
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,7,1,3,0,1,3,2
Stray,Sick,Male,Domestic_Shorthair,Orange,Tabby,1,70,2,7,1,0,5,2
Stray,Normal,Female,Other,Black,Solid,1,21,2,3,0,2,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Other,24,39,2,3,0,1,6,0
Stray,Injured,Male,Other,Other,Other,2,138,2,1,1,2,6,0
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,55,1,3,0,1,5,2
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,82,2,3,1,0,6,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,60,4,1,3,0,1,8,1
Stray,Sick,Female,Domestic_Shorthair,Brown,Tabby,1,55,2,7,0,0,3,2
Stray,Sick,Male,Domestic_Shorthair_Mix,Blue,Tabby,7,26,2,7,1,1,2,2
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,34,2,3,0,0,4,1
Other,Normal,Male,Domestic_Shorthair,Brown,Tabby,5,5,0,3,1,0,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair,Other,Tabby,1,38,1,3,1,0,6,2
Stray,Normal,Female,Domestic_Shorthair,Other,Other,1,59,2,3,0,0,6,0
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,25,1,3,0,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,3,29,2,3,1,1,1,1
Stray,Injured,Male,Domestic_Shorthair,Black_N_White,Solid,2,7,2,1,1,0,1,1
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,27,2,3,1,0,2,2
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,4,20,2,3,0,0,2,2
Stray,Normal,Male,Domestic_Shorthair,Blue,Solid,2,7,2,3,1,0,2,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Other,Solid,24,7,1,3,1,0,6,1
Stray,Injured,Female,Domestic_Shorthair,Black,Other,24,78,2,1,0,0,0,0
Stray,Sick,Female,Domestic_Shorthair,Black,Solid,2,7,2,7,0,0,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,108,74,1,3,0,1,0,1
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,24,53,2,3,0,0,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,8,1,3,1,0,3,2
Owner_Surrender,Normal,Female,Other,Brown,Tabby,7,27,1,3,0,2,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,132,2,3,1,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,5,94,2,3,1,1,5,2
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,1,13,2,3,0,0,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,36,47,1,3,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,25,2,3,1,1,3,2
Stray,Normal,Female,Other,Black,Solid,1,70,2,3,0,2,0,1
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,1,49,2,3,0,0,9,1
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,12,18,2,3,0,0,8,1
Stray,Normal,Male,Domestic_Shorthair,Blue,Other,1,7,2,3,1,0,2,0
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,0,57,2,3,0,1,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,2,17,2,3,0,1,8,1
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,23,2,3,1,0,5,2
Stray,Sick,Male,Other,Orange,Tabby,156,147,2,7,1,2,5,2
Stray,Injured,Male,Domestic_Shorthair,Orange,Tabby,24,38,2,1,1,0,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,10,10,2,3,1,1,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,3,82,2,3,1,1,5,2
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Tabby,3,4,2,3,0,0,9,2
Owner_Surrender,Normal,Male,Domestic_Shorthair,Other,Tabby,8,25,1,3,1,0,6,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,6,12,1,3,0,0,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,24,40,1,3,1,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Blue,Tabby,2,14,1,3,0,0,2,2
Stray,Sick,Female,Domestic_Shorthair,Black_N_White,Solid,1,74,2,7,0,0,1,1
Stray,Normal,Female,Other,Black,Solid,1,40,2,3,0,2,0,1
Stray,Normal,Male,Other,Blue,Tabby,1,69,2,3,1,2,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,136,2,3,0,1,8,1
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,2,72,2,3,0,0,9,1
Stray,Normal,Male,Other,Other,Solid,1,38,2,3,1,2,6,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,36,9,2,3,1,1,3,2
Owner_Surrender,Normal,Female,Other,Blue,Solid,4,11,1,3,0,2,2,1
Stray,Normal,Male,Other,Brown,Tabby,4,27,2,3,1,2,3,2
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,4,6,2,3,0,0,8,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,6,46,1,3,0,0,0,1
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,1,4,2,3,0,0,0,1
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,87,2,3,1,0,1,1
Stray,Injured,Female,Domestic_Shorthair,Black,Solid,1,111,2,1,0,0,0,1
Stray,Nursing,Male,Domestic_Shorthair,Black,Solid,0,106,2,4,1,0,0,1
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,4,2,3,0,0,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,30,1,3,1,1,1,1
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,6,32,2,3,1,0,3,2
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,2,124,2,3,0,0,3,2
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,12,27,2,3,0,0,7,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,108,49,1,3,0,1,7,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,2,1,1,3,0,0,4,1
Owner_Surrender,Normal,Male,Other,Brown,Tabby,120,16,1,3,1,2,3,2
Stray,Sick,Male,Domestic_Shorthair_Mix,Black,Solid,2,83,2,7,1,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,106,2,3,0,1,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,24,1,1,3,1,1,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,72,86,1,3,1,0,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,11,1,1,3,1,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,36,86,2,3,0,1,2,2
Stray,Nursing,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Tabby,0,56,2,4,0,1,7,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,3,3,2,3,0,1,1,1
Stray,Nursing,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,47,2,4,1,1,1,1
Other,Normal,Male,Domestic_Shorthair,Blue,Solid,1,54,0,3,1,0,2,1
Stray,Normal,Female,Other,Other,Solid,1,47,2,3,0,2,6,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,12,18,1,3,1,1,2,2
