intake_type,intake_condition,sex_intake,breed,CoatColor,CoatPattern,age_intake_months,stay_length,intake_type_encoded,intake_condition_encoded,sex_intake_encoded,breed_encoded,CoatColor_encoded,CoatPattern_encoded
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,70,1,3,1,1,0,1
Owner_Surrender,Normal,Female,Other,Black,Solid,48,25,1,3,0,2,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,2,13,2,3,0,1,7,1
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,47,2,3,0,0,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,0,60,2,3,1,1,6,2
Stray,Sick,Female,Other,Other,Solid,1,96,2,7,0,2,6,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,69,1,3,1,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,4,4,2,3,1,1,6,2
Stray,Nursing,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,54,2,4,1,1,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,6,13,2,3,0,1,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,94,2,3,0,1,8,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,8,2,3,1,1,2,2
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Other,108,1,1,3,0,2,4,0
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,4,8,1,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,96,44,1,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,4,12,2,3,0,1,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,1,5,2,3,0,1,6,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,72,3,1,3,1,1,6,1
Stray,Nursing,Male,Domestic_Shorthair_Mix,Blue,Tabby,0,121,2,4,1,1,2,2
Stray,Normal,Male,Other,Other,Tabby,5,7,2,3,1,2,6,2
Stray,Normal,Male,Other,Black,Solid,12,15,2,3,1,2,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,124,2,3,1,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,4,7,2,3,1,1,5,2
Stray,Injured,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,18,2,1,1,1,5,2
Owner_Surrender,Normal,Female,Other,Black,Solid,1,15,1,3,0,2,0,1
Stray,Injured,Male,Domestic_Shorthair_Mix,Orange,Tabby,36,34,2,1,1,1,5,2
Stray,Nursing,Female,Domestic_Shorthair_Mix,Black,Solid,0,121,2,4,0,1,0,1
Stray,Normal,Male,Other,Black_N_White,Solid,2,11,2,3,1,2,1,1
Stray,Injured,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,3,18,2,1,0,1,4,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,2,51,2,3,1,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,46,2,3,0,1,2,2
Stray,Sick,Female,Other,Orange,Tabby,1,42,2,7,0,2,5,2
Stray,Normal,Female,Other,Calico_or_Calico_mix,Solid,1,31,2,3,0,2,4,1
Owner_Surrender,Normal,Female,Other,White_Mix,Solid,132,37,1,3,0,2,9,1
Stray,Injured,Male,Other,Black_N_White,Solid,4,57,2,1,1,2,1,1
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Other,96,88,1,3,0,2,8,0
Stray,Sick,Male,Other,Brown,Tabby,1,42,2,7,1,2,3,2
Stray,Normal,Female,Other,Other,Solid,3,61,2,3,0,2,6,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,6,5,1,3,0,1,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,139,1,3,1,1,2,2
Stray,Normal,Female,Other,Black,Solid,1,15,2,3,0,2,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,8,8,1,3,1,1,0,1
Stray,Injured,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,3,14,2,1,1,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,24,7,2,3,1,1,6,2
Stray,Normal,Male,Other,Other,Other,1,73,2,3,1,2,6,0
Owner_Surrender,Sick,Female,Other,Other,Other,12,20,1,7,0,2,6,0
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,24,2,3,0,0,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,84,19,1,3,1,1,9,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,5,17,2,3,0,1,1,1
Other,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,12,19,0,3,1,1,3,2
Owner_Surrender,Normal,Female,Other,Black,Solid,144,19,1,3,0,2,0,1
Owner_Surrender,Normal,Female,Other,Other,Tabby,6,5,1,3,0,2,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,6,8,2,3,0,1,9,1
Stray,Sick,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,75,2,7,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Solid,12,96,1,3,0,1,6,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,4,10,1,3,0,1,8,1
Owner_Surrender,Normal,Male,Other,Brown,Tabby,3,5,1,3,1,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,26,2,3,0,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,76,2,3,1,1,9,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,52,2,3,1,1,1,1
Stray,Nursing,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,75,2,4,0,1,7,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,3,8,2,3,1,1,5,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,8,63,1,3,0,1,0,1
Owner_Surrender,Normal,Female,Other,Orange,Tabby,2,2,1,3,0,2,5,2
Stray,Normal,Male,Other,Other,Solid,24,9,2,3,1,2,6,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,62,2,3,1,1,6,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,60,8,1,3,0,1,8,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,35,1,3,0,1,3,2
Stray,Nursing,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,61,2,4,0,1,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,36,4,1,3,0,1,4,1
Stray,Injured,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,22,2,1,0,1,7,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,32,1,3,0,1,3,2
Owner_Surrender,Normal,Male,Other,Blue,Tabby,1,5,1,3,1,2,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,3,12,1,3,0,1,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,12,42,1,3,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,69,2,3,1,1,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,132,43,1,3,1,1,3,2
Stray,Nursing,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,44,2,4,0,1,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,5,4,1,3,1,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,0,81,2,3,1,1,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,36,1,1,3,1,1,9,1
Stray,Normal,Female,Other,Blue,Tabby,1,38,2,3,0,2,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,2,51,2,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,0,65,2,3,0,1,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,3,5,1,3,1,1,5,2
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Other,72,43,1,3,0,2,8,0
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,58,1,3,0,1,1,1
Owner_Surrender,Sick,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,3,37,1,7,0,1,8,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,2,45,2,3,1,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,36,79,2,3,0,1,8,1
Owner_Surrender,Normal,Female,Domestic_Shorthair,Orange,Tabby,2,18,1,3,0,0,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,74,2,3,1,1,1,1
Stray,Normal,Male,Other,Other,Other,0,58,2,3,1,2,6,0
Stray,Normal,Male,Other,Orange,Tabby,1,90,2,3,1,2,5,2
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,108,51,1,3,0,0,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,2,8,2,3,0,1,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,96,12,1,3,1,1,6,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Solid,120,10,1,3,0,1,6,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,0,63,2,3,1,1,2,1
Owner_Surrender,Normal,Male,Other,Other,Other,60,35,1,3,1,2,6,0
Owner_Surrender,Normal,Female,Other,Blue,Solid,1,7,1,3,0,2,2,1
Stray,Normal,Female,Other,Black_N_White,Solid,12,41,2,3,0,2,1,1
Stray,Nursing,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,41,2,4,0,1,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Tabby,1,19,2,3,1,1,0,2
Stray,Normal,Male,Other,Orange,Tabby,0,59,2,3,1,2,5,2
Owner_Surrender,Normal,Male,Other,Other,Tabby,2,6,1,3,1,2,6,2
Owner_Surrender,Normal,Male,Other,Other,Other,24,7,1,3,1,2,6,0
Stray,Sick,Male,Other,Orange,Tabby,1,21,2,7,1,2,5,2
Owner_Surrender,Sick,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,119,1,7,1,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,35,2,3,1,1,9,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,65,2,3,1,1,0,1
Stray,Normal,Female,Other,Other,Other,1,23,2,3,0,2,6,0
Stray,Sick,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,11,2,7,1,1,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,43,2,3,0,1,7,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,13,2,3,1,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,12,5,2,3,1,1,2,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,36,4,2,3,0,1,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,120,19,1,3,1,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,88,2,3,0,1,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,72,12,1,3,1,1,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,2,3,1,3,1,1,9,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,36,144,1,3,1,1,3,2
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,39,2,3,0,0,4,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,2,1,1,3,0,1,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,96,87,1,3,0,1,2,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,6,18,2,3,0,1,7,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,2,4,1,3,1,1,6,1
Stray,Normal,Male,Other,Black_N_White,Solid,1,31,2,3,1,2,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,98,2,3,0,1,2,2
Stray,Normal,Male,Other,White_Mix,Solid,1,40,2,3,1,2,9,1
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,4,4,2,3,0,1,9,2
Stray,Injured,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,21,2,1,0,1,3,2
Stray,Sick,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,48,2,7,1,1,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,0,60,2,3,1,1,0,1
Stray,Injured,Female,Domestic_Shorthair_Mix,Blue,Solid,0,38,2,1,0,1,2,1
Stray,Normal,Female,Other,Other,Solid,24,79,2,3,0,2,6,1
Stray,Sick,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,6,2,7,0,1,8,1
Stray,Injured,Female,Domestic_Shorthair_Mix,Black,Solid,24,31,2,1,0,1,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,60,41,1,3,0,1,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,2,67,2,3,1,1,5,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,5,2,1,3,0,1,0,1
Stray,Sick,Male,Domestic_Shorthair_Mix,Other,Tabby,0,66,2,7,1,1,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,96,2,3,0,1,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,5,7,2,3,1,1,8,1
Stray,Nursing,Male,Domestic_Shorthair_Mix,White_Mix,Solid,0,102,2,4,1,1,9,1
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Other,1,43,2,3,0,2,8,0
Stray,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,5,50,2,3,0,2,7,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Solid,1,24,1,3,0,1,6,1
Stray,Sick,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,144,2,7,1,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,24,33,1,3,0,1,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,5,6,1,3,0,1,2,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,5,16,2,3,1,1,2,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Tabby,2,67,2,3,0,1,8,2
Stray,Sick,Female,Other,Blue,Solid,1,44,2,7,0,2,2,1
Stray,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,24,12,2,3,0,2,7,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,120,14,1,3,1,1,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,7,2,1,3,1,1,9,1
Owner_Surrender,Normal,Male,Other,Blue,Other,24,7,1,3,1,2,2,0
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,60,4,2,3,1,1,2,2
Stray,Normal,Male,Other,Other,Other,1,123,2,3,1,2,6,0
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,78,2,3,0,1,4,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,4,3,1,3,0,1,5,2
Stray,Injured,Male,Other,Orange,Tabby,12,39,2,1,1,2,5,2
Stray,Nursing,Male,Domestic_Shorthair_Mix,White_Mix,Solid,0,53,2,4,1,1,9,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,1,1,3,0,1,1,1
Stray,Normal,Female,Other,Calico_or_Calico_mix,Solid,3,5,2,3,0,2,4,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,36,12,1,3,1,1,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,192,50,2,3,0,1,4,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,156,16,1,3,0,1,0,1
Stray,Normal,Male,Other,Other,Other,1,53,2,3,1,2,6,0
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,6,72,1,3,1,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,60,41,2,3,1,1,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,5,12,1,3,1,1,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,5,19,1,3,1,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,1,11,2,3,0,1,9,1
Owner_Surrender,Normal,Female,Other,Black,Solid,1,39,1,3,0,2,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,3,4,2,3,1,1,0,1
Owner_Surrender,Normal,Male,Other,Brown,Tabby,24,9,1,3,1,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,57,2,3,0,1,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,3,1,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,1,45,2,3,0,1,6,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,10,1,1,3,0,1,2,2
Stray,Nursing,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,0,36,2,4,0,1,8,1
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,24,39,2,3,0,1,9,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,6,16,2,3,0,1,2,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,4,4,1,3,1,1,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,42,1,3,1,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,48,0,1,3,0,1,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Solid,8,4,2,3,0,1,6,1
Owner_Surrender,Normal,Female,Other,Black,Other,1,1,1,3,0,2,0,0
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Other,1,35,2,3,0,2,8,0
Owner_Surrender,Pregnant,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,13,1,6,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,31,1,3,0,1,7,1
Owner_Surrender,Normal,Male,Other,Other,Solid,144,39,1,3,1,2,6,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,78,2,3,1,1,2,2
Stray,Sick,Male,Domestic_Shorthair,Brown,Tabby,1,73,2,7,1,0,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,4,48,2,3,0,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,6,4,2,3,0,1,2,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,2,30,2,3,1,1,5,2
Stray,Injured,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,21,2,1,1,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,36,26,1,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,24,7,1,3,0,1,8,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,4,6,1,3,0,1,9,1
Stray,Sick,Female,Other,Other,Other,1,86,2,7,0,2,6,0
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,12,8,2,3,0,1,4,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Other,1,29,2,3,1,1,0,0
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,25,2,3,1,1,6,2
Stray,Normal,Male,Other,Orange,Tabby,1,23,2,3,1,2,5,2
Stray,Injured,Male,Other,Black_N_White,Solid,2,24,2,1,1,2,1,1
Stray,Normal,Male,Other,White_Mix,Solid,1,21,2,3,1,2,9,1
Other,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,6,12,0,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,11,4,2,3,0,1,7,1
Other,Injured,Male,Domestic_Shorthair_Mix,Black,Solid,1,85,0,1,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,29,2,3,1,0,5,2
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,156,139,1,3,0,2,8,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,108,101,1,3,0,1,9,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,8,3,2,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,0,63,2,3,0,1,0,1
Stray,Sick,Male,Domestic_Shorthair_Mix,Black,Solid,1,61,2,7,1,1,0,1
Owner_Surrender,Normal,Male,Other,White_Mix,Tabby,96,4,1,3,1,2,9,2
Owner_Surrender,Normal,Female,Other,Other,Tabby,2,19,1,3,0,2,6,2
Other,Normal,Female,Other,Black,Solid,60,38,0,3,0,2,0,1
Stray,Injured,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,24,64,2,1,0,1,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,6,1,1,3,1,1,3,2
Stray,Nursing,Male,Domestic_Shorthair_Mix,Black,Solid,1,69,2,4,1,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,37,2,3,0,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Tabby,1,6,2,3,1,1,0,2
Stray,Injured,Female,Domestic_Shorthair_Mix,Other,Solid,8,61,2,1,0,1,6,1
Owner_Surrender,Normal,Male,Other,Blue,Solid,1,107,1,3,1,2,2,1
Stray,Injured,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,12,25,2,1,0,1,4,1
Stray,Normal,Female,Other,Orange,Tabby,120,13,2,3,0,2,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,2,63,2,3,1,1,6,2
Stray,Normal,Female,Other,Other,Other,1,69,2,3,0,2,6,0
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,4,8,2,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,74,2,3,0,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,12,5,2,3,1,1,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,36,76,1,3,0,1,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,108,8,1,3,1,1,3,2
Stray,Injured,Female,Domestic_Shorthair_Mix,Other,Tabby,12,20,2,1,0,1,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,2,9,2,3,0,1,7,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,36,3,1,3,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,3,39,2,3,1,1,1,1
Stray,Normal,Male,Other,Other,Other,1,35,2,3,1,2,6,0
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,52,2,3,1,1,2,2
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,9,16,1,3,0,2,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,62,1,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,84,119,2,3,0,1,4,1
Other,Normal,Female,Other,Calico_or_Calico_mix,Solid,36,33,0,3,0,2,4,1
Stray,Normal,Female,Other,Black_N_White,Solid,2,23,2,3,0,2,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Solid,1,57,2,3,1,1,5,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,2,2,1,3,0,1,7,1
Owner_Surrender,Normal,Male,Other,Brown,Tabby,96,20,1,3,1,2,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,3,1,3,0,1,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,7,14,2,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,62,2,3,0,1,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,12,18,1,3,0,1,4,1
Owner_Surrender,Aged,Male,Other,Black,Solid,96,22,1,0,1,2,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,40,2,3,0,1,7,1
Owner_Surrender,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,12,64,1,3,1,0,9,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,2,5,1,3,0,1,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,8,43,1,3,0,1,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,24,49,1,3,1,1,9,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,54,2,3,0,1,5,2
Stray,Injured,Male,Domestic_Shorthair_Mix,Blue,Solid,1,17,2,1,1,1,2,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,0,123,2,3,1,1,1,1
Owner_Surrender,Normal,Female,Other,Other,Solid,72,3,1,3,0,2,6,1
Owner_Surrender,Normal,Female,Other,Other,Other,60,1,1,3,0,2,6,0
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,100,2,3,1,1,9,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,108,18,2,3,1,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,12,11,2,3,0,1,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,9,2,3,0,1,3,2
Stray,Normal,Male,Other,Black,Tabby,1,47,2,3,1,2,0,2
