intake_type,intake_condition,sex_intake,breed,CoatColor,CoatPattern,age_intake_months,stay_length
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,6,5
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,28
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,0,71
Stray,Normal,Female,Other,Black_N_White,Solid,1,29
Owner_Surrender,Normal,Female,Other,Brown,Tabby,48,38
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,72,42
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,5
Stray,Nursing,Male,Other,Black_N_White,Solid,0,91
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,14
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,46
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,2,16
Stray,Normal,Male,Other,Other,Other,0,62
Stray,Normal,Female,Other,Brown,Tabby,0,91
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,2,23
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,54
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,5
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,22
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,8
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,24,118
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,42
Owner_Surrender,Sick,Female,Domestic_Shorthair_Mix,Other,Tabby,12,14
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,61
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,32
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,7,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,55
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,8
Stray,Nursing,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,0,87
Stray,Nursing,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,76
Stray,Injured,Female,Other,Tortie_or_Tortie_mix,Solid,1,77
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,0,91
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,36,77
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,12,6
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,2,143
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,36
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,62
Owner_Surrender,Normal,Male,Other,Orange,Tabby,60,37
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,61
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,3
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,8,35
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,66
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Tabby,1,5
Stray,Normal,Female,Other,Other,Other,2,4
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,0,91
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,60,130
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,38
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,36,7
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,94
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,68
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,12,39
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,9,14
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,36,20
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,20
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,24
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,75
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,26
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,89
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,64
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,14
Owner_Surrender,Normal,Female,Other,Brown,Tabby,48,16
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,5,40
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,45
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,2,4
Stray,Normal,Female,Other,Black_N_White,Solid,1,7
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,1,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,1,50
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,60,53
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,96,10
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,42
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,10
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,34
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,34
Owner_Surrender,Normal,Female,Other,Brown,Tabby,12,14
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,2,14
Stray,Normal,Female,Other,Black_N_White,Solid,1,36
Stray,Normal,Male,Other,Other,Other,132,6
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,3,5
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,52
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,41
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,14
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,96,9
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,41
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,1,82
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,2,8
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,0,53
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,4,30
Stray,Normal,Female,Other,Brown,Tabby,1,40
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,103
Stray,Normal,Male,Other,Other,Solid,12,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,48,18
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,11
Owner_Surrender,Normal,Female,Other,Other,Other,1,30
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,1,34
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,4,14
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,24,34
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,6
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,44
Stray,Injured,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,12,42
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,47
Stray,Normal,Male,Other,Other,Other,120,80
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,27
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Solid,36,6
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,63
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Other,2,21
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,23
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,55
Other,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,24,16
Stray,Normal,Female,Other,Black_N_White,Solid,1,37
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,12,8
Stray,Normal,Male,Other,Black,Solid,1,5
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,59
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,26
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,5,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,3
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,22
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,0,57
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,36,37
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,37
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,70
Owner_Surrender,Normal,Male,Other,Blue,Tabby,144,23
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,38
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,45
Owner_Surrender,Normal,Male,Other,Other,Tabby,3,23
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,36,1
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,41
Stray,Injured,Male,Other,Other,Other,6,105
Stray,Normal,Female,Other,Blue,Tabby,1,35
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,45
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,36,75
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,2,11
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,12,6
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,72,16
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,24,26
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,12,95
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,4,9
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,4
Stray,Normal,Male,Other,Other,Other,72,62
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,23
Stray,Normal,Male,Other,Other,Other,1,45
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,1
Stray,Normal,Female,Other,Calico_or_Calico_mix,Solid,36,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,5,5
Owner_Surrender,Normal,Female,Other,Brown,Tabby,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,5,14
Owner_Surrender,Normal,Male,Other,Brown,Tabby,60,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,47
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,96,47
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,45
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,144,48
Stray,Normal,Male,Other,Brown,Tabby,1,27
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,72
Owner_Surrender,Normal,Female,Other,Black,Solid,24,10
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,52
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,72,82
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,56
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,22
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,37
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,84,67
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,36,143
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,132,27
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,35
Stray,Normal,Female,Other,Black,Solid,1,44
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,24,37
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,4,5
Stray,Normal,Male,Other,White_Mix,Solid,1,4
Stray,Sick,Male,Other,Black,Solid,1,42
Stray,Normal,Male,Other,White_Mix,Tabby,1,79
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,9,7
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,127
Stray,Normal,Male,Other,Blue,Solid,1,47
Stray,Sick,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,35
Stray,Normal,Female,Other,Other,Other,1,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,45
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,1,27
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,24,16
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Tabby,5,8
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,27
Owner_Surrender,Normal,Female,Other,Brown,Tabby,84,56
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,24,12
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,8
Stray,Nursing,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,49
Stray,Normal,Female,Other,Black,Solid,36,4
Stray,Sick,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,30
Stray,Normal,Male,Domestic_Shorthair,Blue,Solid,1,41
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,25
Stray,Normal,Male,Other,Brown,Tabby,1,26
Owner_Surrender,Normal,Male,Other,Blue,Tabby,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,1,67
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,6,5
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,144,73
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,2,16
Owner_Surrender,Normal,Male,Other,Other,Tabby,3,14
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,43
Owner_Surrender,Normal,Female,Other,Other,Other,2,1
Stray,Normal,Male,Other,Black_N_White,Solid,0,62
Stray,Nursing,Female,Domestic_Shorthair_Mix,Black,Solid,1,53
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,2,40
Stray,Normal,Female,Other,Brown,Tabby,2,12
Stray,Sick,Male,Domestic_Shorthair_Mix,Black,Solid,1,40
Stray,Normal,Female,Other,Black_N_White,Solid,1,15
Owner_Surrender,Normal,Female,Other,Black,Solid,12,32
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,3,31
Stray,Injured,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,31
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,2,7
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,21
Stray,Normal,Female,Other,Other,Other,1,25
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,15
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,17
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,1,44
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,95
Stray,Sick,Female,Domestic_Shorthair_Mix,Blue,Solid,1,53
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,36,44
Stray,Normal,Male,Other,Black_N_White,Solid,1,38
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,12,111
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,40
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,21
Stray,Sick,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,12,48
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,36,81
Stray,Sick,Female,Other,Blue,Tabby,120,88
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,3,7
Stray,Injured,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,9,92
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,10
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,7,31
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,9,6
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,2,4
Owner_Surrender,Normal,Male,Other,Other,Solid,60,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,10,47
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,5,11
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,24,10
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,2,10
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,3,40
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,6,7
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,4,3
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,1,66
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,14
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,13
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,2,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,57
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,18
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,28
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,53
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,84
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,59
Stray,Normal,Female,Other,Black_N_White,Solid,1,101
Owner_Surrender,Normal,Male,Other,Other,Other,12,3
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,2,2
Stray,Normal,Female,Other,Black_N_White,Solid,3,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,84,80
Owner_Surrender,Normal,Female,Other,Black,Solid,12,3
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Other,5,11
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,24
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,38
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,39
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,1,44
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,24
Stray,Injured,Male,Domestic_Shorthair_Mix,Brown,Tabby,12,116
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,2,5
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,66
Stray,Normal,Male,Other,Other,Other,0,67
Stray,Normal,Male,Other,Other,Other,0,45
Stray,Normal,Male,Other,Other,Other,1,4
Other,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,72,18
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,34
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,2,4
Stray,Normal,Male,Other,Other,Other,2,6
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,24,14
Stray,Normal,Male,Other,Brown,Tabby,1,49
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,43
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,1,15
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,4,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,48
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,12
Stray,Injured,Male,Domestic_Shorthair_Mix,Brown,Tabby,24,10
Stray,Normal,Male,Other,Brown,Tabby,1,57
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,5,10
Stray,Normal,Female,Other,Black,Solid,1,23
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,41
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,96,51
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,2,10
Stray,Normal,Male,Other,Orange,Tabby,1,20
Owner_Surrender,Normal,Male,Domestic_Shorthair,Other,Tabby,1,15
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,72
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,12,8
Other,Normal,Female,Other,Brown,Tabby,6,13
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,1,56
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,11
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,168,56
Stray,Normal,Female,Other,Brown,Tabby,1,44
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,9
Stray,Normal,Male,Other,Brown,Tabby,1,12
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,39
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,72,146
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,29
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,1,72
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,37
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,5,13
Owner_Surrender,Normal,Male,Other,Black,Solid,72,28
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,3,13
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,12,3
Stray,Normal,Male,Other,Brown,Tabby,1,58
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,1,44
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,36,25
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,42
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,0,78
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,12,101
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,3
Stray,Normal,Female,Other,Blue,Other,24,7
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,39
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,18
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Tabby,1,34
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,2,5
Stray,Sick,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,118
Stray,Normal,Male,Other,Black_N_White,Solid,2,14
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Other,1,51
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,3,19
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,2,8
Owner_Surrender,Normal,Female,Other,Other,Other,6,39
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,84,15
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,24,118
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,4
Stray,Injured,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,55
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,3,20
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Other,1,9
Stray,Normal,Male,Other,Blue,Other,1,101
Stray,Normal,Male,Other,Other,Other,0,132
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,4,5
Stray,Normal,Male,Other,Black,Solid,1,28
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,12,27
Other,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,7,10
Stray,Normal,Male,Other,Black_N_White,Solid,5,18
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,35
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,48,51
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,72
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,12,8
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,39
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,0,73
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,60,21
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,4
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,40
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,36,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,84,23
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,49
Stray,Normal,Female,Other,Black,Solid,1,46
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,13
Owner_Surrender,Normal,Male,Other,Black,Solid,2,3
Stray,Injured,Female,Domestic_Shorthair_Mix,Black,Solid,1,14
Owner_Surrender,Sick,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,29
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,2,14
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,37
Owner_Surrender,Normal,Female,Other,Other,Other,96,42
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,8
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,26
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,51
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,49
Stray,Sick,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,23
