simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter,simplified_color_encoded,simplified_sex_encoded,simplified_condition_encoded,simplified_type_encoded,simplified_breed_encoded,simplified_size_encoded
ORG_TABBY,MALE,1,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,43,7,1,0,0,1,2
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,36,2,1,0,2,1,0
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,18,0,0,0,2,1,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,14,6,0,0,2,0,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,30,2,1,0,2,1,2
BLACK_N_WHITE,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,13,1,0,2,1,1,0
GRAY_N_WHITE,MALE,4,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,32,4,1,0,0,1,2
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,79,0,1,0,2,1,0
GRAY_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,21,5,1,0,2,0,2
BRN_TABBY,MALE,3,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,49,2,1,1,2,0,2
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,31,1,0,1,2,0,0
GRAY_N_WHITE,MALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,36,4,1,0,2,1,2
GRAY_TABBY,FEMALE,5,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,OTHER,41,5,0,1,1,1,1
MIX,FEMALE,2,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,71,6,0,1,2,0,2
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,48,2,0,1,2,1,2
OTHER,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,24,8,0,2,1,1,0
BRN_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,49,2,1,2,2,0,0
BRN_TABBY,FEMALE,10,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,36,2,0,0,1,1,2
BRN_TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,7,2,0,0,1,1,2
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,34,1,1,1,2,1,0
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,10,0,0,0,2,0,0
OTHER,FEMALE,3,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,67,8,0,0,2,1,2
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,14,2,1,0,2,0,2
GRAY_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,17,4,1,0,2,0,0
GRAY_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,77,5,0,0,2,1,0
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,17,1,1,0,2,0,0
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,12,10,0,0,2,1,2
MIX,MALE,2,HEALTHY,STRAY,OTHER,SMALL,20,6,1,0,2,2,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,5,6,1,0,2,1,2
OTHER,FEMALE,0,HEALTHY,OTHER,OTHER,SMALL,0,8,0,0,0,2,2
OTHER,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,36,8,0,1,2,1,0
OTHER,FEMALE,1,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,37,8,0,2,2,1,2
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,19,7,1,0,1,1,0
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,5,2,1,0,1,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,5,2,0,0,2,1,0
BRN_TABBY,FEMALE,1,ILL,OTHER,DOMESTIC_SHORT_HAIR,SMALL,46,2,0,1,0,1,2
TORTIE,FEMALE,3,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,46,10,0,1,1,1,2
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7,2,1,0,1,1,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,22,2,1,0,2,1,2
BLACK_N_WHITE,MALE,1,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,52,1,1,0,2,0,2
BRN_TABBY,MALE,2,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,7,2,1,1,2,1,2
BLACK,MALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,20,0,1,0,1,1,2
GRAY_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,19,5,1,0,2,1,2
BRN_TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,68,2,1,1,1,1,0
MIX,FEMALE,0,ILL,OTHER,OTHER,KITTN,39,6,0,1,0,2,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,9,6,1,0,1,1,0
BLACK_N_WHITE,MALE,7,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,47,1,1,0,2,1,2
BLACK,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,26,0,0,0,1,1,2
GRAY_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,7,5,1,0,0,1,2
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,50,2,1,0,1,1,0
OTHER,MALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,16,8,1,0,1,0,2
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,17,0,0,0,2,1,2
GRAY,FEMALE,3,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,48,3,0,2,2,1,2
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,17,0,1,0,2,1,0
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8,0,1,0,1,1,0
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,44,8,1,1,2,1,0
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,67,10,0,0,2,1,0
OTHER,FEMALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,50,8,0,0,2,1,2
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,46,8,1,1,2,1,0
ORG_TABBY,MALE,5,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,OTHER,49,7,1,0,2,1,1
MIX,MALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,23,6,1,1,1,2,0
BLACK,MALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,OTHER,42,0,1,0,1,1,1
OTHER,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,37,8,1,0,1,1,2
OTHER,MALE,4,ILL,OTHER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,22,8,1,1,0,0,2
GRAY_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,56,5,0,0,2,1,0
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,39,7,1,0,2,1,0
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,40,7,1,0,2,1,2
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,50,1,0,1,2,1,2
OTHER,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,50,8,0,0,0,1,0
BLACK,MALE,1,OTHER,OTHER,DOMESTIC_SHORT_HAIR,SMALL,4,0,1,2,0,1,2
GRAY_N_WHITE,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,13,4,1,0,2,1,2
BLACK_N_WHITE,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,41,1,1,0,1,1,2
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,14,2,1,0,1,0,0
BLACK_N_WHITE,FEMALE,1,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,30,1,0,0,0,1,2
BRN_TABBY,MALE,1,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,37,2,1,1,2,1,2
GRAY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,35,3,0,0,2,1,2
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,22,7,1,0,1,0,2
ORG_TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,14,7,0,2,2,1,2
GRAY_N_WHITE,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,71,4,0,2,2,1,2
ORG_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,10,7,1,0,0,1,0
GRAY_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,3,5,1,0,1,1,0
BLACK,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,24,0,1,1,2,0,2
BLACK,MALE,6,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,48,0,1,1,2,1,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,2,6,1,0,2,1,0
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,6,7,1,0,2,0,0
BLACK,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,14,0,0,0,2,1,2
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,18,0,1,0,2,1,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,34,6,0,0,2,1,2
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,9,2,0,0,2,0,0
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,22,1,1,0,1,1,0
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,25,6,0,0,2,1,2
OTHER,MALE,2,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,OTHER,40,8,1,1,2,0,1
OTHER,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,63,8,0,1,2,1,0
TORTIE,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,11,10,0,1,1,1,2
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,49,6,0,0,2,0,0
BRN_TABBY,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,35,2,0,0,1,0,2
OTHER_TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,12,9,0,0,0,1,0
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,42,2,0,1,2,1,0
GRAY_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,27,5,1,0,1,1,0
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,33,1,1,1,2,1,0
BLACK,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24,0,1,1,2,1,0
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,22,10,0,1,2,1,2
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,15,2,0,0,2,1,2
BRN_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,10,2,1,0,0,1,0
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,9,0,1,0,1,1,0
GRAY_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,60,4,1,1,2,1,0
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,46,1,1,0,1,1,0
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,62,10,0,1,2,1,0
MIX,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,51,6,0,0,0,1,2
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,4,0,1,0,2,1,0
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,31,6,0,1,2,2,0
GRAY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7,3,1,0,1,1,0
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,49,2,1,1,2,1,0
BLACK_N_WHITE,FEMALE,10,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,21,1,0,0,1,1,2
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,11,2,0,0,2,1,0
TORTIE,FEMALE,4,ILL,OWNER SURRENDER,OTHER,SMALL,22,10,0,1,1,2,2
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,22,1,1,1,2,1,0
BLACK,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,11,0,0,0,2,1,2
MIX,MALE,0,OTHER,OWNER SURRENDER,OTHER,KITTN,7,6,1,2,1,2,0
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,21,10,0,0,2,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,48,2,0,0,2,1,0
ORG_TABBY,FEMALE,1,OTHER,STRAY,OTHER,SMALL,16,7,0,2,2,2,2
BLACK_N_WHITE,MALE,4,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,40,1,1,2,2,1,2
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,5,1,1,0,1,1,0
BLACK,FEMALE,8,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,77,0,0,0,2,1,2
GRAY_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,48,4,1,0,2,1,2
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,46,2,0,1,2,1,0
GRAY_TABBY,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,14,5,1,0,1,1,2
BRN_TABBY,FEMALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,KITTN,6,2,0,1,0,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,21,2,0,0,2,0,0
ORG_TABBY,MALE,1,ILL,OTHER,DOMESTIC_SHORT_HAIR,SMALL,21,7,1,1,0,1,2
BRN_TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,56,2,1,1,1,1,0
BLACK_N_WHITE,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,30,1,0,0,1,1,2
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,4,1,1,0,2,1,0
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,61,0,1,0,2,1,2
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,2,6,0,0,2,0,0
BRN_TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7,2,0,2,1,1,0
OTHER,MALE,10,HEALTHY,OTHER,DOMESTIC_MED_OR_LONG_HAIR,OTHER,24,8,1,0,0,0,1
GRAY_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,29,5,0,1,1,1,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,7,6,0,0,2,1,0
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,27,10,0,0,2,1,0
BLACK,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,53,0,0,0,1,1,2
OTHER,MALE,4,ILL,STRAY,DOMESTIC_SHORT_HAIR,OTHER,17,8,1,1,2,1,1
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,53,1,1,1,2,0,0
GRAY_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7,4,0,0,1,1,0
BLACK_N_WHITE,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,15,1,0,2,2,1,2
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,20,6,0,1,1,2,0
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,84,2,0,1,2,1,0
OTHER,FEMALE,3,ILL,OTHER,DOMESTIC_SHORT_HAIR,SMALL,20,8,0,1,0,1,2
GRAY_TABBY,MALE,4,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,10,5,1,0,2,1,2
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,63,2,1,0,2,0,0
GRAY_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,27,4,0,1,2,1,0
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,5,1,1,0,1,1,0
BRN_TABBY,FEMALE,7,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,11,2,0,1,2,0,2
BLACK_N_WHITE,MALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,KITTN,30,1,1,1,0,1,0
BLACK,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,34,0,0,0,1,1,2
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24,6,0,2,2,1,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8,6,1,0,1,1,0
BLACK,MALE,7,HEALTHY,OTHER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,18,0,1,0,0,0,2
GRAY_N_WHITE,FEMALE,2,ILL,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,32,4,0,1,1,0,2
GRAY_N_WHITE,MALE,2,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,22,4,1,2,1,1,2
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,21,2,1,0,1,1,0
BRN_TABBY,MALE,1,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,37,2,1,2,2,0,2
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,6,2,0,0,2,1,0
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,21,0,1,0,1,1,0
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,48,10,0,0,2,0,0
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,18,2,0,0,2,1,2
BRN_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,34,2,0,1,1,1,0
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,26,2,0,0,2,1,2
BLACK_N_WHITE,FEMALE,6,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,32,1,0,0,2,1,2
OTHER,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,18,8,1,0,2,1,2
OTHER_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,2,9,0,0,1,1,0
GRAY_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,17,5,0,0,1,1,0
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7,2,1,0,1,1,0
ORG_TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,37,7,0,2,2,1,2
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,32,0,1,0,2,1,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,9,6,0,0,2,0,0
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,44,2,0,0,2,1,2
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,36,2,1,1,2,1,0
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,53,8,1,1,2,1,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,9,2,1,0,2,1,0
GRAY_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,44,5,0,1,2,0,0
MIX,MALE,7,ILL,OWNER SURRENDER,OTHER,OTHER,19,6,1,1,1,2,1
GRAY_N_WHITE,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,22,4,0,0,1,0,2
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,39,2,1,0,1,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,39,2,0,0,2,1,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7,6,0,0,1,1,0
BLACK,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,14,0,1,2,1,1,0
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,16,7,1,0,1,1,0
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,4,2,0,0,1,1,0
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,32,1,0,0,1,1,0
ORG_TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,4,7,1,2,1,1,0
OTHER,MALE,9,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,17,8,1,1,2,1,2
BRN_TABBY,FEMALE,8,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,49,2,0,1,2,1,2
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,22,0,1,0,1,1,0
BRN_TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,8,2,0,0,0,1,2
BRN_TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,3,2,0,0,1,0,2
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,OTHER,SMALL,10,6,0,0,1,2,2
GRAY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,5,3,1,0,0,1,0
BRN_TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,38,2,0,2,1,1,0
BLACK,MALE,0,OTHER,OTHER,DOMESTIC_SHORT_HAIR,SMALL,45,0,1,2,0,1,2
GRAY_TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,22,5,0,2,1,0,0
BRN_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,29,2,1,2,2,0,0
TORTIE,FEMALE,1,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,81,10,0,1,2,1,2
GRAY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,49,3,1,2,2,1,0
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,41,2,1,1,2,1,0
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8,1,0,0,1,1,0
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,43,2,0,1,2,1,0
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,11,2,1,0,2,1,2
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,52,0,1,0,2,1,0
GRAY_N_WHITE,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,21,4,0,0,1,1,2
MIX,MALE,7,ILL,OWNER SURRENDER,OTHER,SMALL,14,6,1,1,1,2,2
BLACK_N_WHITE,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24,1,1,2,2,1,0
