simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter,simplified_color_encoded,simplified_sex_encoded,simplified_condition_encoded,simplified_type_encoded,simplified_breed_encoded,simplified_size_encoded
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,21,1,1,0,2,0,2
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,14,1,1,0,2,1,2
BRN_TABBY,MALE,0,HEALTHY,STRAY,OTHER,KITTN,8,2,1,0,2,2,0
TORTIE,FEMALE,4,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,60,10,0,1,2,1,2
BLACK,MALE,2,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,18,0,1,2,2,1,2
TORTIE,FEMALE,7,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,50,10,0,0,2,1,2
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,36,6,0,1,1,1,0
GRAY_TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,26,5,1,2,1,1,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,SMALL,10,6,1,0,1,2,2
BLACK_N_WHITE,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,13,1,1,2,2,1,0
OTHER_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,1,9,0,0,1,1,0
GRAY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,54,3,1,1,2,1,0
GRAY_N_WHITE,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,41,4,0,0,1,0,2
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,16,2,0,0,2,1,2
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,18,1,0,0,1,0,0
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,34,1,1,0,2,0,0
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,12,10,0,0,2,1,0
BLACK_N_WHITE,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,OTHER,17,1,1,0,1,0,1
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,50,7,1,0,2,1,0
MIX,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,56,6,0,1,2,1,0
BRN_TABBY,FEMALE,8,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,39,2,0,0,2,1,2
MIX,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,5,6,1,2,1,0,0
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7,1,0,0,1,1,0
GRAY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,27,3,1,1,1,0,0
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,36,8,1,1,2,1,0
BRN_TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,44,2,0,0,1,1,2
OTHER_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,30,9,0,0,2,1,0
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,20,2,1,0,1,1,0
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,14,2,0,0,1,1,0
TORTIE,FEMALE,9,ILL,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,17,10,0,1,1,0,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,8,6,1,0,2,1,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,17,2,1,0,2,0,0
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,84,2,0,1,2,0,0
ORG_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24,7,1,2,2,1,0
GRAY_TABBY,FEMALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,16,5,0,0,2,1,2
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,22,2,1,0,2,1,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,51,6,0,0,2,1,0
BLACK,MALE,8,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,78,0,1,1,2,0,2
BLACK,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,7,0,0,0,0,1,2
BRN_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,28,2,1,0,0,1,2
OTHER,MALE,1,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,18,8,1,2,2,0,2
BLACK,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,16,0,0,2,2,1,0
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,15,2,1,0,2,1,2
MIX,FEMALE,3,HEALTHY,OWNER SURRENDER,OTHER,OTHER,9,6,0,0,1,2,1
GRAY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,18,3,1,2,2,1,0
BLACK_N_WHITE,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,17,1,1,2,1,1,0
GRAY_TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,18,5,1,2,1,1,2
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,35,6,0,0,2,1,2
MIX,FEMALE,4,HEALTHY,STRAY,OTHER,SMALL,14,6,0,0,2,2,2
BLACK,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,0,0,0,0,0,1,0
BLACK_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,27,1,0,0,2,0,0
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,9,0,0,0,2,1,0
BRN_TABBY,MALE,1,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,42,2,1,0,0,1,2
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,51,2,1,1,2,1,0
GRAY_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8,5,1,0,1,1,0
GRAY_N_WHITE,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,34,4,0,0,2,1,2
OTHER,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,30,8,0,0,2,1,2
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,22,2,0,0,2,0,0
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,OTHER,7,2,1,0,2,0,1
OTHER,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,23,8,0,0,1,1,2
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,13,0,1,0,2,1,0
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,40,6,1,0,2,1,0
GRAY_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,43,4,0,0,2,1,0
OTHER,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,6,8,0,0,2,1,0
BLACK_N_WHITE,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,20,1,0,0,1,0,2
BLACK_N_WHITE,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,14,1,0,2,2,1,0
BRN_TABBY,MALE,5,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,13,2,1,0,2,0,2
BRN_TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,31,2,0,0,1,0,2
BRN_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,10,2,1,2,2,1,2
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,16,0,0,0,2,1,0
TORTIE,FEMALE,2,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,19,10,0,0,2,0,2
ORG_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,19,7,0,1,2,1,0
GRAY_TABBY,MALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,14,5,1,0,1,1,2
OTHER,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24,8,0,0,2,1,0
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,14,1,1,0,1,1,2
OTHER,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,21,8,1,0,2,1,0
OTHER,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,8,8,1,0,2,0,0
BLACK,FEMALE,3,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,21,0,0,0,0,1,2
BRN_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,28,2,0,1,1,1,0
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,10,6,1,0,2,2,0
GRAY_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,46,5,0,0,2,1,0
BRN_TABBY,MALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,OTHER,17,2,1,0,2,1,1
BLACK,MALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,KITTN,65,0,1,1,0,1,0
GRAY,FEMALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,42,3,0,2,2,0,0
GRAY_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,9,4,1,0,1,0,2
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,26,0,1,0,2,1,0
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,39,1,1,0,2,1,0
ORG_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,48,7,1,1,2,1,0
TORTIE,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,42,10,0,0,2,1,2
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,36,10,0,0,2,1,0
BLACK_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,21,1,0,0,2,1,0
BLACK_N_WHITE,MALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,1,1,1,2,2,0,0
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,50,0,1,0,1,1,0
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,25,2,0,1,2,0,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,23,2,0,0,2,0,2
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24,2,0,0,2,1,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,15,6,1,0,1,1,0
TORTIE,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,71,10,0,2,2,1,0
BRN_TABBY,MALE,2,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,14,2,1,0,2,0,2
OTHER_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8,9,0,0,1,1,0
GRAY_N_WHITE,MALE,5,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,84,4,1,0,2,1,2
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,39,1,0,1,2,0,0
MIX,FEMALE,3,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,26,6,0,0,2,1,2
BRN_TABBY,FEMALE,5,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,35,2,0,0,2,0,2
BLACK_N_WHITE,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,25,1,0,2,2,1,0
GRAY_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,31,5,1,1,2,1,0
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,3,6,1,0,2,1,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,32,6,0,0,2,1,0
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,59,1,1,0,2,1,0
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,39,8,1,1,2,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,23,2,0,0,2,1,0
BRN_TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,33,2,0,0,0,1,0
TORTIE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,3,10,0,0,1,1,2
OTHER,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,26,8,1,0,2,1,0
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,20,10,0,0,2,1,2
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,3,2,1,0,1,1,0
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,42,2,0,0,1,0,0
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,64,2,1,1,2,1,0
BLACK,MALE,7,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,15,0,1,0,0,1,2
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,44,0,1,0,2,0,0
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,21,2,0,1,2,0,2
BLACK_N_WHITE,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,15,1,0,2,2,1,0
BLACK_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,33,1,0,0,2,1,0
BLACK,MALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,28,0,1,2,2,0,2
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,41,10,0,1,2,1,0
GRAY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,42,3,1,0,2,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,4,2,0,0,2,1,0
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,27,6,0,1,1,0,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,5,2,1,0,2,1,0
BRN_TABBY,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,25,2,0,0,1,1,2
BLACK_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,16,1,0,0,2,1,0
BLACK_N_WHITE,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,61,1,0,0,0,1,2
GRAY_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,35,4,1,0,2,1,0
TORTIE,FEMALE,2,HEALTHY,STRAY,OTHER,SMALL,48,10,0,0,2,2,2
GRAY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,14,3,1,1,2,1,0
GRAY_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,19,5,1,0,0,1,0
MIX,MALE,0,OTHER,STRAY,OTHER,KITTN,40,6,1,2,2,2,0
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,75,8,1,1,2,1,0
GRAY_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,18,4,0,0,1,1,0
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,9,0,1,0,2,0,2
BLACK,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,13,0,0,0,1,1,0
MIX,FEMALE,1,HEALTHY,OTHER,OTHER,SMALL,4,6,0,0,0,2,2
GRAY_N_WHITE,FEMALE,4,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,1,4,0,0,0,1,2
BRN_TABBY,MALE,3,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,20,2,1,2,2,1,2
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,14,2,0,0,2,1,2
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,27,6,0,0,2,1,2
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,17,1,1,0,2,1,0
BRN_TABBY,MALE,0,OTHER,OTHER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,28,2,1,2,0,0,2
GRAY,MALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,SMALL,18,3,1,1,0,1,2
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,32,2,0,0,2,1,2
GRAY_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,3,5,1,0,2,1,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7,6,0,0,1,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,20,2,0,0,2,1,0
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,36,2,0,1,2,1,0
GRAY_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,26,5,0,1,1,0,0
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,45,1,1,1,2,0,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,8,2,0,0,2,1,0
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,7,1,1,0,2,1,0
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,67,1,1,1,2,1,0
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,13,7,1,0,2,1,0
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,1,7,1,0,1,1,2
MIX,MALE,9,HEALTHY,OWNER SURRENDER,OTHER,SMALL,78,6,1,0,1,2,2
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,47,6,0,1,1,2,0
BRN_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,2,2,1,0,0,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,42,2,0,0,2,1,0
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,38,1,1,0,1,1,2
BRN_TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,20,2,0,1,1,1,0
BRN_TABBY,MALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,8,2,1,0,2,1,2
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,63,2,1,1,2,1,0
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,55,2,1,1,2,0,0
ORG_TABBY,MALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,8,7,1,0,2,1,2
BLACK,MALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,49,0,1,2,2,0,2
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,27,2,0,1,2,1,0
BRN_TABBY,FEMALE,1,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,32,2,0,2,2,1,2
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,45,1,1,0,2,1,2
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,23,2,1,0,2,1,2
BRN_TABBY,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,24,2,0,0,1,0,2
ORG_TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,9,7,0,0,1,1,2
GRAY,FEMALE,5,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,23,3,0,1,2,0,2
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,62,1,0,1,2,1,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,18,6,0,0,1,1,0
GRAY_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,9,4,0,0,2,1,2
OTHER,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,88,8,0,1,2,1,0
GRAY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,29,3,0,1,1,1,0
BLACK_N_WHITE,FEMALE,1,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,48,1,0,1,2,1,2
BLACK_N_WHITE,MALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,43,1,1,0,1,1,2
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,50,2,0,1,2,1,0
OTHER,FEMALE,0,HEALTHY,STRAY,OTHER,SMALL,10,8,0,0,2,2,2
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,81,2,0,1,2,1,0
GRAY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,47,3,0,1,2,1,0
GRAY_N_WHITE,MALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,OTHER,84,4,1,0,1,1,1
OTHER_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,6,9,0,0,1,1,0
TORTIE,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,10,10,0,1,1,1,0
GRAY_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,6,4,1,0,1,1,0
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,49,6,0,1,2,2,0
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,8,0,1,0,2,1,0
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,24,0,1,0,2,1,2
GRAY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,49,3,1,0,2,1,2
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,77,2,0,1,2,1,0
GRAY_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,28,5,0,0,1,1,2
GRAY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,OTHER,10,3,0,0,2,1,1
GRAY_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,46,4,0,1,2,0,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,15,6,0,0,1,0,0
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,10,1,1,0,2,1,2
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,20,2,0,0,1,1,0
OTHER,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,66,8,1,1,2,1,0
MIX,,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,15,6,2,0,1,2,0
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,42,1,1,0,2,1,0
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,36,1,1,0,2,1,2
OTHER,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,17,8,0,0,2,1,0
BLACK,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,23,0,1,0,0,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,46,2,0,0,2,1,0
OTHER,MALE,5,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,22,8,1,0,2,1,2
