age,days_stayed,simplified_color_black,simplified_color_gray,simplified_color_other,simplified_color_tabby,simplified_color_white,simplified_sex_female,simplified_sex_male,simplified_condition_ill_mild,simplified_condition_ill_severe,simplified_condition_injured,simplified_condition_normal,simplified_condition_other,simplified_condition_under_weight,simplified_type_other,simplified_type_owner_surrender,simplified_type_stray
3,118,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
7,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2,90,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2,89,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
13,174,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2,11,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6,27,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
4,43,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2,64,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2,46,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2,89,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2,150,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2,55,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2,33,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,31,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2,104,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
2,75,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
5,19,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,184,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2,41,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
2,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2,103,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
7,31,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,29,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,21,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,177,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,33,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9,15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4,136,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2,15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,104,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,10,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4,16,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2,18,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
2,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2,55,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8,28,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13,108,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1,117,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,117,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
9,55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2,17,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2,15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2,60,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
7,147,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
9,232,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,127,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,96,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,21,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
3,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2,137,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,52,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,38,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,51,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,49,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1,46,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,61,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
3,122,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
8,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3,98,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3,104,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,27,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9,30,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3,36,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3,41,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,20,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,62,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2,194,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,14,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
4,18,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,17,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,26,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,68,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,14,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,28,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,22,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2,44,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2,44,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1,32,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,34,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
7,41,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,125,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,220,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3,127,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1,17,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3,110,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,24,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,15,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,37,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3,98,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,94,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,113,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3,106,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,41,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1,42,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,29,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
2,244,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,32,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,139,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1,145,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
8,21,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3,64,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2,157,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,29,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1,85,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,31,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
8,45,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3,98,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,178,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,14,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,115,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,65,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1,34,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0,131,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,37,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,131,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0,116,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,83,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,67,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,69,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,104,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,108,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,93,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,104,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,82,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,87,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1,32,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,46,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
12,66,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
11,66,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
14,49,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
8,37,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
8,70,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,14,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
7,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
9,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
13,68,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7,155,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10,86,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9,88,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
14,52,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
10,50,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
7,116,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
10,65,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
13,45,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
9,18,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
6,76,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
13,23,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
8,13,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
6,10,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7,12,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
12,62,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6,15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6,69,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
6,21,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6,18,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6,22,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9,23,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
6,25,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6,13,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8,248,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
6,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
9,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6,36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
6,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
6,67,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
6,49,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9,146,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
6,28,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6,34,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
6,143,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
10,27,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6,30,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
14,139,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
6,112,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6,96,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
11,184,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
10,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6,122,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
6,122,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
10,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
6,11,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
12,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6,15,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
9,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
6,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9,28,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
6,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6,27,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6,90,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
6,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
8,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7,74,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
6,35,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,52,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5,17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,16,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,254,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
5,254,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
5,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5,62,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
5,35,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,47,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
11,99,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5,55,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6,72,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
9,57,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7,106,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5,254,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6,42,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,38,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
5,41,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7,68,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
14,18,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5,32,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,56,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,133,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
5,154,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
6,210,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
5,22,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6,94,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5,22,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
5,24,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5,67,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,50,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
5,95,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
6,164,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,78,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5,152,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
6,22,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,96,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
5,96,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10,54,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
5,36,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5,32,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
9,99,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
8,66,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
7,52,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
5,43,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5,19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,23,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,20,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
8,32,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
8,28,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
7,25,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7,25,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5,47,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6,86,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6,32,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
5,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
12,146,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
12,46,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
6,27,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,171,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4,89,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
4,105,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
4,25,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
4,69,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4,22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,173,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4,76,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
6,268,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6,210,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4,62,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
6,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
4,56,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
4,84,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
4,210,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,210,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7,199,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4,45,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,14,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4,159,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
4,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
4,66,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,184,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4,271,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,82,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4,48,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
4,112,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,53,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
9,123,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4,62,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
4,99,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5,143,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
4,210,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7,41,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6,134,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,30,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4,105,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
4,69,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4,140,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4,165,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
8,128,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4,182,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
6,34,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
6,14,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
6,52,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
11,120,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4,109,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
4,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,53,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
10,113,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4,43,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13,212,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6,87,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
4,15,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
