age,days_stayed,simplified_color_black,simplified_color_gray,simplified_color_other,simplified_color_tabby,simplified_color_white,simplified_sex_female,simplified_sex_male,simplified_condition_ill_mild,simplified_condition_ill_severe,simplified_condition_injured,simplified_condition_normal,simplified_condition_other,simplified_condition_under_weight,simplified_type_other,simplified_type_owner_surrender,simplified_type_stray
4,70,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7,107,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4,84,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4,41,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
4,167,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4,65,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5,72,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6,19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4,83,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,65,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4,13,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
4,96,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4,14,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
4,21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9,29,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4,21,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
4,17,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
13,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5,56,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
8,36,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5,298,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
5,64,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3,111,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8,85,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
3,12,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,21,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
3,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3,36,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
3,25,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
6,82,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
6,13,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5,13,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3,17,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
6,83,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3,17,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
6,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,21,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,103,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
5,23,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3,86,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3,25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
8,16,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,55,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4,15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3,46,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
3,21,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3,25,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3,27,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3,16,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,11,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3,21,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,66,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,20,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
10,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,65,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
3,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
4,19,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
8,61,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7,24,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
7,16,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3,26,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4,13,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
6,15,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4,285,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,195,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
12,12,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2,257,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12,26,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,10,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
5,44,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2,84,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,90,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2,100,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
2,98,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
12,244,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,207,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
2,82,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
2,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,48,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,91,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,144,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2,64,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,182,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,53,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2,176,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,39,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2,81,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3,57,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2,22,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2,128,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,73,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,24,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,148,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
12,171,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2,33,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
4,48,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,38,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
2,121,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,103,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2,28,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2,69,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
7,55,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,16,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,85,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2,68,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8,52,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9,92,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
3,42,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2,64,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,117,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2,13,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
10,21,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2,97,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3,43,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
12,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
4,14,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4,41,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,48,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4,37,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,14,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,44,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,104,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3,54,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,268,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2,50,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
9,34,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,14,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
3,202,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2,37,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,37,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9,57,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,97,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
13,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,16,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,27,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,70,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1,8,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1,39,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9,16,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,42,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,24,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,202,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,23,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,128,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2,91,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,48,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,43,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
5,50,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,52,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,10,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,45,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
10,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,216,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,216,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,24,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
2,37,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
10,92,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,119,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,79,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
3,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,18,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3,36,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,13,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,58,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,72,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1,32,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2,75,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
3,70,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,92,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5,133,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1,23,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,42,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,42,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,51,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2,79,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2,73,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4,39,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2,12,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5,18,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5,52,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
0,54,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
8,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,20,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,30,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
7,61,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5,28,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,38,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
5,30,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,56,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,39,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0,13,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,111,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,39,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,9,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0,90,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,33,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,58,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,117,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,91,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2,22,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,103,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4,48,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,75,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
12,24,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,23,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2,33,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,49,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4,128,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7,56,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4,98,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
4,48,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,59,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,80,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
4,85,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4,50,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
5,46,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4,81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
4,138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
4,72,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
5,96,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4,105,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
4,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,38,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
10,65,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4,96,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
14,82,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
10,78,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
11,35,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4,29,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4,35,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4,12,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
11,31,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6,15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
6,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
5,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4,86,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4,11,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
4,40,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
5,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4,16,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,23,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
4,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,197,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5,32,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10,25,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4,247,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
11,50,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10,34,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3,40,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
7,51,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3,57,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3,21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
9,21,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3,9,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,27,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3,64,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8,147,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4,72,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,14,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,66,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5,24,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,23,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,51,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
3,71,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
9,98,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
12,32,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3,77,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,38,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
3,28,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
3,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6,59,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3,50,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5,26,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,55,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3,17,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3,27,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,63,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6,24,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3,18,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
3,27,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
12,179,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
6,43,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
7,35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5,28,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
12,72,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7,14,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5,13,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
3,107,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
12,117,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8,82,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
10,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5,15,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
4,16,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3,76,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
10,18,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4,49,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6,121,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
